startDate,stopDate,Truck
2015-03-19 00:00:00,2015-03-20 00:00:00,70
2015-03-19 00:00:00,2015-03-20 00:00:00,78
2015-03-19 00:00:00,2015-03-20 00:00:00,82
2015-03-19 00:00:00,2015-03-20 00:00:00,220
2015-03-19 00:00:00,2015-03-20 00:00:00,216
2015-03-19 00:00:00,2015-03-20 00:00:00,228
2015-03-19 00:00:00,2015-03-20 00:00:00,83
2015-03-19 00:00:00,2015-03-20 00:00:00,84
2015-03-19 00:00:00,2015-03-20 00:00:00,86
2015-03-19 00:00:00,2015-03-20 00:00:00,97
2015-03-19 00:00:00,2015-03-20 00:00:00,116
2015-03-19 00:00:00,2015-03-20 00:00:00,38
