Truck,Date,Income,Contribution,Kms,Blackout Status
343090,2015-03-31,"R8,602.58","R1,684.57",384,Yes
343091,2015-03-31,"R7,190.11","R1,407.97",206,Yes
343092,2015-03-31,"R7,190.11","R1,407.97",206,Yes
444078,2015-03-31,"R7,190.11","R1,407.97",206,Yes
444079,2015-03-31,"R7,190.11","R1,407.97",206,Yes
444080,2015-03-31,"R7,190.11","R1,407.97",206,Yes
444081,2015-03-31,"R7,190.11","R1,407.97",206,Yes
D563,2015-03-31,"R8,349.81","R1,635.07",312,Yes
D564,2015-03-31,"R8,349.81","R1,635.07",312,Yes
D565,2015-03-31,"R8,088.17","R1,583.83",323,Yes
D566,2015-03-31,"R8,285.06","R1,622.39",347,Yes
D567,2015-03-31,"R8,285.06","R1,622.39",347,Yes
D568,2015-03-31,"R9,418.25","R1,844.29",444,Yes
Z08A,2015-03-31,"R8,602.58","R1,684.57",384,Yes
Z08B,2015-03-31,"R8,602.58","R1,684.57",384,Yes
Z09A,2015-03-31,"R8,602.58","R1,684.57",384,Yes
Z09B,2015-03-31,"R8,602.58","R1,684.57",384,Yes
Z11A,2015-03-31,"R8,602.58","R1,684.57",384,Yes
Z11B,2015-03-31,"R8,602.58","R1,684.57",384,Yes
Z13A,2015-03-31,"R6,556.21","R1,283.84",275,No
Z32,2015-03-31,"R6,556.21","R1,283.84",275,Yes
Z34,2015-03-31,"R8,602.58","R1,684.57",384,Yes
Z35,2015-03-31,"R8,602.58","R1,684.57",384,No
Z36,2015-03-31,"R6,556.21","R1,283.84",275,Yes
