Truck,FM ID,Primary Fleet,Function Code,Date,Income,Contribution,Kms,Blackout Status
120,1189,Africa - Copperbelt Fleet,010,2015-08-22,"R8,629.71",R983.78,373,No
121,1190,Africa - Copperbelt Fleet,010,2015-08-22,"R8,629.71",R983.78,373,No
125,1216,Africa - General Freight,019,2015-08-22,"R8,627.20",R803.72,374,No
126,1219,Africa - General Freight,019,2015-08-22,"R8,627.20",R803.72,374,No
13,30030,Africa - Copperbelt Fleet,010,2015-08-22,"R8,629.71",R983.78,373,No
135,1234,Africa - General Freight,019,2015-08-22,"R8,627.20",R803.72,374,No
136,1232,Africa - General Freight,019,2015-08-22,"R8,627.20",R803.72,374,No
148,30086,Africa - Copperbelt Fleet,010,2015-08-22,"R8,629.71",R983.78,373,No
149,30087,Africa - Copperbelt Fleet,010,2015-08-22,"R8,629.71",R983.78,373,No
163,9055a,Africa - Copperbelt Fleet,010,2015-08-22,"R8,629.71",R983.78,373,No
164,9052a,Africa - Copperbelt Fleet,010,2015-08-22,"R8,629.71",R983.78,373,No
165,9050,Africa - General Freight,019,2015-08-22,"R8,627.20",R803.72,374,No
166,9056x,Africa - Copperbelt Fleet,010,2015-08-22,"R8,629.71",R983.78,373,No
167,9053x,Africa - Copperbelt Fleet,010,2015-08-22,"R8,629.71",R983.78,373,Yes
269,1222,Africa - Copperbelt Fleet,010,2015-08-22,"R8,629.71",R983.78,373,No
270,1220,Africa - Copperbelt Fleet,010,2015-08-22,"R8,629.71",R983.78,373,No
298,1341,Africa - Copperbelt Fleet,010,2015-08-22,"R8,629.71",R983.78,373,No
300,1357,Africa - Copperbelt Fleet,010,2015-08-22,"R8,629.71",R983.78,373,No
301,1342,Africa - Copperbelt Fleet,010,2015-08-22,"R8,629.71",R983.78,373,No
302,1355,Africa - Copperbelt Fleet,010,2015-08-22,"R8,629.71",R983.78,373,No
305,1339,Africa - Copperbelt Fleet,010,2015-08-22,"R8,629.71",R983.78,373,No
306,1350,Africa - Copperbelt Fleet,010,2015-08-22,"R8,629.71",R983.78,373,No
307,1348,Africa - Copperbelt Fleet,010,2015-08-22,"R8,629.71",R983.78,373,No
308,1345,Africa - Copperbelt Fleet,010,2015-08-22,"R8,629.71",R983.78,373,No
309,1346,Africa - Copperbelt Fleet,010,2015-08-22,"R8,629.71",R983.78,373,No
310,1347,Africa - Copperbelt Fleet,010,2015-08-22,"R8,629.71",R983.78,373,No
311,1349,Africa - Copperbelt Fleet,010,2015-08-22,"R8,629.71",R983.78,373,No
312,1351,Africa - Copperbelt Fleet,010,2015-08-22,"R8,629.71",R983.78,373,No
313,1353,Africa - General Freight,019,2015-08-22,"R8,627.20",R803.72,374,Yes
314,1356,Africa - General Freight,019,2015-08-22,"R8,627.20",R803.72,374,No
315,1358,Africa - General Freight,019,2015-08-22,"R8,627.20",R803.72,374,No
317,1369,Africa - General Freight,019,2015-08-22,"R8,627.20",R803.72,374,No
318,1367,Africa - General Freight,019,2015-08-22,"R8,627.20",R803.72,374,No
319,1374,Africa - General Freight,019,2015-08-22,"R8,627.20",R803.72,374,Yes
320,13701,Africa - General Freight,019,2015-08-22,"R8,627.20",R803.72,374,No
321,1371,Africa - General Freight,019,2015-08-22,"R8,627.20",R803.72,374,No
322,1373,Africa - General Freight,019,2015-08-22,"R8,627.20",R803.72,374,No
323,1372,Africa - Copperbelt Fleet,010,2015-08-22,"R8,629.71",R983.78,373,No
324,1388,Africa - General Freight,019,2015-08-22,"R8,627.20",R803.72,374,No
325,1384,Africa - General Freight,019,2015-08-22,"R8,627.20",R803.72,374,No
326,1389,Africa - General Freight,019,2015-08-22,"R8,627.20",R803.72,374,No
327,1390,Africa - General Freight,019,2015-08-22,"R8,627.20",R803.72,374,Yes
338,1398,Africa - Copperbelt Fleet,010,2015-08-22,"R8,629.71",R983.78,373,No
339,1396,Africa - Copperbelt Fleet,010,2015-08-22,"R8,629.71",R983.78,373,No
340,1399,Africa - General Freight,019,2015-08-22,"R8,627.20",R803.72,374,No
341,1397,Africa - General Freight,019,2015-08-22,"R8,627.20",R803.72,374,No
342,30208,Africa - General Freight,019,2015-08-22,"R8,627.20",R803.72,374,No
346,30201,Africa - Copperbelt Fleet,010,2015-08-22,"R8,629.71",R983.78,373,Yes
351,30225,Africa - General Freight,019,2015-08-22,"R8,627.20",R803.72,374,Yes
352,30220,Africa - General Freight,019,2015-08-22,"R8,627.20",R803.72,374,No
353,30228,Africa - General Freight,019,2015-08-22,"R8,627.20",R803.72,374,No
354,30219,Africa - General Freight,019,2015-08-22,"R8,627.20",R803.72,374,No
355,30223,Africa - General Freight,019,2015-08-22,"R8,627.20",R803.72,374,Yes
356,30222,Africa - General Freight,019,2015-08-22,"R8,627.20",R803.72,374,No
357,30218,Africa - General Freight,019,2015-08-22,"R8,627.20",R803.72,374,Yes
358,30221,Africa - General Freight,019,2015-08-22,"R8,627.20",R803.72,374,No
359,30226,Africa - General Freight,019,2015-08-22,"R8,627.20",R803.72,374,No
360,30277,Africa - General Freight,019,2015-08-22,"R8,627.20",R803.72,374,No
371,30286,Africa - General Freight,019,2015-08-22,"R8,627.20",R803.72,374,No
373,30287,Africa - General Freight,019,2015-08-22,"R8,627.20",R803.72,374,No
374,30366,Africa - General Freight,019,2015-08-22,"R8,627.20",R803.72,374,Yes
377,30365,Africa - General Freight,019,2015-08-22,"R8,627.20",R803.72,374,No
378,30368,Africa - General Freight,019,2015-08-22,"R8,627.20",R803.72,374,Yes
380,30371,Africa - General Freight,019,2015-08-22,"R8,627.20",R803.72,374,No
381,30372,Africa - General Freight,019,2015-08-22,"R8,627.20",R803.72,374,No
387,3093,Africa - Zambia Fleet,020,2015-08-22,"R8,668.48",R724.09,374,No
388,30326,Africa - Zambia Fleet,020,2015-08-22,"R8,668.48",R724.09,374,No
389,30323,Africa - Zambia Fleet,020,2015-08-22,"R8,668.48",R724.09,374,No
39,30029,Africa - Copperbelt Fleet,010,2015-08-22,"R8,629.71",R983.78,373,Yes
390,30325,Africa - Zambia Fleet,020,2015-08-22,"R8,668.48",R724.09,374,No
391,30324,Africa - Zambia Fleet,020,2015-08-22,"R8,668.48",R724.09,374,No
392,30346,Africa - Zambia Fleet,020,2015-08-22,"R8,668.48",R724.09,374,No
393,1502,Africa - Zambia Fleet,020,2015-08-22,"R8,668.48",R724.09,374,No
394,1501,Africa - Zambia Fleet,020,2015-08-22,"R8,668.48",R724.09,374,No
395,1503,Africa - Zambia Fleet,020,2015-08-22,"R8,668.48",R724.09,374,No
396,1510,Africa - Zambia Fleet,020,2015-08-22,"R8,668.48",R724.09,374,No
397,1509,Africa - Zambia Fleet,020,2015-08-22,"R8,668.48",R724.09,374,No
398,1508,Africa - Zambia Fleet,020,2015-08-22,"R8,668.48",R724.09,374,Yes
399,1515,Africa - Zambia Fleet,020,2015-08-22,"R8,668.48",R724.09,374,No
40,30043,Africa - Copperbelt Fleet,010,2015-08-22,"R8,629.71",R983.78,373,Yes
400,1514,Africa - Zambia Fleet,020,2015-08-22,"R8,668.48",R724.09,374,No
401,1513,Africa - Zambia Fleet,020,2015-08-22,"R8,668.48",R724.09,374,No
402,1506,Africa - Zambia Fleet,020,2015-08-22,"R8,668.48",R724.09,374,No
403,1504,Africa - Zambia Fleet,020,2015-08-22,"R8,668.48",R724.09,374,Yes
404,1505,Africa - Zambia Fleet,020,2015-08-22,"R8,668.48",R724.09,374,No
405,1507,Africa - Zambia Fleet,020,2015-08-22,"R8,668.48",R724.09,374,No
406,1516,Africa - Zambia Fleet,020,2015-08-22,"R8,668.48",R724.09,374,No
407,1522,Africa - Zambia Fleet,020,2015-08-22,"R8,668.48",R724.09,374,Yes
408,1520,Africa - Zambia Fleet,020,2015-08-22,"R8,668.48",R724.09,374,No
409,1521,Africa - Zambia Fleet,020,2015-08-22,"R8,668.48",R724.09,374,Yes
41,30033,Africa - Copperbelt Fleet,010,2015-08-22,"R8,629.71",R983.78,373,No
410,1517,Africa - Zambia Fleet,020,2015-08-22,"R8,668.48",R724.09,374,Yes
411,1518,Africa - Zambia Fleet,020,2015-08-22,"R8,668.48",R724.09,374,No
412,1519,Africa - Zambia Fleet,020,2015-08-22,"R8,668.48",R724.09,374,Yes
425,31030,Africa - General Freight,019,2015-08-22,"R8,629.71",R983.78,373,No
