Truck,Customer,Subcontractor,Loading ETA,Loading Arrival,Tripleg Income,Total Kms,Loading Started,Expected Total Kms
541003,Meadow Feeds-Randfontein F & V,"",2015-09-29 10:05:00,2015-09-29 10:10:00,"9,046.46",557,2015-09-29 10:15:00,509
541006,Meadow Feeds-Randfontein F & V,"",2015-09-29 02:10:00,2015-09-29 02:15:00,"9,878.02",837,2015-09-29 02:20:00,398
541006,Meadow Feeds-Randfontein F & V,"",2015-09-29 20:10:00,2015-09-29 20:20:00,"4,721.89",266,2015-09-29 20:30:00,266.15
541009,Meadow Feeds-Randfontein F & V,"",2015-09-29 20:10:00,2015-09-29 20:15:00,"7,276.58",292,2015-09-29 20:20:00,320
541015,Meadow Feeds-Randfontein F & V,"",2015-09-29 09:40:00,2015-09-29 09:45:00,"4,938.61",291,2015-09-29 09:50:00,320
541015,Meadow Feeds-Randfontein F & V,"",2015-09-29 21:10:00,2015-09-29 21:15:00,"2,961.04",72,2015-09-29 21:20:00,61
541018,Meadow Feeds-Randfontein F & V,"",2015-09-29 08:05:00,2015-09-29 08:10:00,"6,934.24",512,2015-09-29 08:15:00,509
541018,Meadow Feeds-Randfontein F & V,"",2015-09-29 22:05:00,2015-09-29 22:10:00,"4,938.61",290,2015-09-29 22:15:00,320
541024,Meadow Feeds-Randfontein F & V,"",2015-09-29 08:10:00,2015-09-29 08:15:00,"3,611.20",143,2015-09-29 08:20:00,114.5
541024,Meadow Feeds-Randfontein F & V,"",2015-09-29 16:35:00,2015-09-29 16:40:00,"4,983.76",295,2015-09-29 16:45:00,266.15
541005,Meadow Feeds-Randfontein F & V,"",2015-09-29 05:05:00,2015-09-29 05:10:00,"3,787.40",291,2015-09-29 05:15:00,88.7
541005,Meadow Feeds-Randfontein F & V,"",2015-09-29 17:05:00,2015-09-29 17:10:00,"3,688.07",281,2015-09-29 17:15:00,266.15
541005,Meadow Feeds-Randfontein F & V,"",2015-09-29 22:05:00,2015-09-29 22:10:00,"1,746.62",65,2015-09-29 22:15:00,65
CG71GPGP,Meadow Feeds-Randfontein F & V,"",2015-09-29 01:30:00,2015-09-29 01:30:00,"5,319.40",274,2015-09-29 01:55:00,199
541012,Meadow Feeds-Randfontein F & V,"",2015-09-29 05:10:00,2015-09-29 05:20:00,"4,812.19",277,2015-09-29 05:30:00,266.15
541012,Meadow Feeds-Randfontein F & V,"",2015-09-29 14:05:00,2015-09-29 14:10:00,"4,911.52",289,2015-09-29 14:20:00,266.15
541008,Meadow Feeds-Randfontein F & V,"",2015-09-29 06:10:00,2015-09-29 06:15:00,"7,006.48",519,2015-09-29 06:20:00,509
541008,Meadow Feeds-Randfontein F & V,"",2015-09-29 21:05:00,2015-09-29 21:10:00,"4,875.40",284,2015-09-29 21:15:00,266.15
541001,Meadow Feeds-Randfontein F & V,"",2015-09-29 07:15:00,2015-09-29 07:20:00,"2,879.77",62,2015-09-29 07:25:00,65
541001,Meadow Feeds-Randfontein F & V,"",2015-09-29 14:05:00,2015-09-29 14:10:00,"2,961.04",74,2015-09-29 14:20:00,61
Demo 09,Meadow Feeds-Randfontein F & V,"",2015-09-29 12:10:00,2015-09-29 12:15:00,"4,252.33",214,2015-09-29 12:20:00,280
Demo 09,Meadow Feeds-Randfontein F & V,"",2015-09-29 17:35:00,2015-09-29 17:40:00,"4,938.61",297,2015-09-29 17:45:00,320
541020,Meadow Feeds-Randfontein F & V,"",(none),(none),"4,639.82",0,2015-09-29 00:00:00,0
541023,Meadow Feeds-Randfontein F & V,"",(none),(none),"4,639.82",0,2015-09-29 00:00:00,0
541004,Meadow Feeds-Randfontein F & V,"",(none),(none),"4,639.82",0,2015-09-29 00:00:00,0
