Truck,FM ID,Primary Fleet,Function Code,Date,Income,Contribution,Kms,Blackout Status
D01,1272,RE - Denver,"",2015-08-29,"R2,221.48",R194.03,104,Yes
D08,1280,RE - Denver,"",2015-08-29,"R3,167.92",R289.28,241,Yes
D10,1282,RE - Denver,"",2015-08-29,"R4,409.13",R401.20,257,Yes
D11,1283,RE - Denver,"",2015-08-29,"R2,647.51",R286.85,132,Yes
D17,1277,RE - Denver,"",2015-08-29,"R4,292.43",R486.92,248,Yes
D18,1289,RE - Denver,"",2015-08-29,"R4,066.52",R425.21,242,Yes
D19,1290,RE - Cape,"",2015-08-29,"R3,243.42",R436.00,111,Yes
D20,1291,RE - Denver,"",2015-08-29,"R3,993.42",R425.21,214,Yes
D23,1294,RE - Denver,"",2015-08-29,"R4,237.18",R436.00,242,Yes
D584,30097,RE - KZN,"",2015-08-29,"R2,311.50",R287.90,70,Yes
D634,30712,RE - Denver,"",2015-08-29,"R4,317.95",R581.72,161,Yes
D635,30713,RE - Denver,"",2015-08-29,"R4,317.95",R581.72,161,Yes
D636,30714,RE - Denver,"",2015-08-29,"R4,317.95",R581.72,161,Yes
D695,31074,RE - Denver,"",2015-08-29,"R3,997.39",R476.44,161,Yes
