Truck,Date,Income,Contribution,Kms,Blackout Status
135001,2015-02-23,"R6,390.40",R511.23,226,Yes
135002,2015-02-23,"R6,390.40",R511.23,226,No
135003,2015-02-23,"R5,176.82",R931.83,286,Yes
135004,2015-02-23,"R6,390.40",R511.23,226,Yes
140250,2015-02-23,"R6,390.40",R511.23,226,Yes
140251,2015-02-23,"R6,390.40",R511.23,226,Yes
140252,2015-02-23,"R6,390.40",R511.23,226,Yes
140253,2015-02-23,"R6,390.40",R511.23,226,Yes
140254,2015-02-23,"R6,390.40",R511.23,226,Yes
140255,2015-02-23,"R6,390.40",R511.23,226,Yes
140256,2015-02-23,"R10,137.12",R506.86,226,Yes
140257,2015-02-23,"R6,390.40",R511.23,226,Yes
140258,2015-02-23,"R8,172.65","R1,471.08",286,Yes
140259,2015-02-23,"R8,172.65","R1,471.08",286,Yes
140260,2015-02-23,"R8,172.65","R1,471.08",286,Yes
140261,2015-02-23,"R8,172.65","R1,471.08",286,Yes
140262,2015-02-23,"R8,172.65","R1,471.08",286,Yes
140263,2015-02-23,"R8,172.65","R1,471.08",286,Yes
140264,2015-02-23,"R8,172.65","R1,471.08",286,Yes
140265,2015-02-23,"R8,172.65","R1,471.08",286,Yes
140266,2015-02-23,"R7,414.22","R1,334.56",347,Yes
140267,2015-02-23,"R10,827.68","R1,948.98",438,Yes
140268,2015-02-23,"R10,827.68","R1,948.98",438,No
140269,2015-02-23,"R10,827.68","R1,948.98",438,Yes
140270,2015-02-23,"R10,827.68","R1,948.98",438,No
140272,2015-02-23,"R8,172.65","R1,471.08",286,Yes
140273,2015-02-23,"R8,172.65","R1,471.08",286,Yes
140274,2015-02-23,"R8,172.65","R1,471.08",286,Yes
140275,2015-02-23,"R8,172.65","R1,471.08",286,Yes
140276,2015-02-23,"R8,172.65","R1,471.08",286,Yes
140277,2015-02-23,"R10,827.68","R1,948.98",438,Yes
140278,2015-02-23,"R7,414.22","R1,334.56",347,Yes
141001,2015-02-23,"R8,450.70","R1,521.13",413,Yes
141002,2015-02-23,"R10,137.12",R506.86,226,Yes
141006,2015-02-23,"R8,172.65","R1,471.08",286,Yes
141007,2015-02-23,"R8,172.65","R1,471.08",286,Yes
141008,2015-02-23,"R6,390.40",R511.23,226,Yes
141009,2015-02-23,"R6,390.40",R511.23,226,Yes
141010,2015-02-23,"R6,390.40",R511.23,226,No
145001,2015-02-23,"R10,040.63",R862.22,324,Yes
145002,2015-02-23,"R10,040.63",R862.22,324,Yes
145003,2015-02-23,"R10,040.63",R862.22,324,Yes
145004,2015-02-23,"R10,040.63",R862.22,324,Yes
145005,2015-02-23,"R10,040.63",R862.22,324,Yes
145006,2015-02-23,"R10,040.63",R862.22,324,Yes
145007,2015-02-23,"R10,040.63",R862.22,324,Yes
541002,2015-02-23,"R9,088.29",R621.48,457,Yes
541003,2015-02-23,"R15,556.44","R2,205.62",832,Yes
541004,2015-02-23,"R15,556.44","R2,205.62",832,Yes
541005,2015-02-23,"R15,556.44","R2,205.62",832,Yes
541007,2015-02-23,"R9,088.29",R621.48,457,Yes
541009,2015-02-23,"R15,556.44","R2,205.62",832,Yes
541011,2015-02-23,"R15,556.44","R2,205.62",832,Yes
541013,2015-02-23,"R9,088.29",R621.52,457,Yes
541014,2015-02-23,"R9,088.29",R621.57,457,Yes
541015,2015-02-23,"R15,556.44","R2,205.62",832,Yes
541016,2015-02-23,"R9,088.29",R621.61,457,Yes
541017,2015-02-23,"R9,088.29",R621.65,457,Yes
541018,2015-02-23,"R15,556.44","R2,205.62",832,Yes
541019,2015-02-23,"R9,088.29",R621.70,457,Yes
541020,2015-02-23,"R15,556.44","R2,205.62",832,Yes
541021,2015-02-23,"R9,088.29",R621.70,457,Yes
541024,2015-02-23,"R15,556.44","R2,205.62",832,Yes
545245,2015-02-23,"R10,040.63",R862.22,324,Yes
545247,2015-02-23,"R10,040.63",R862.22,324,Yes
545248,2015-02-23,"R10,040.63",R862.22,324,Yes
644263,2015-02-23,"R6,191.42",R621.48,257,Yes
Demo,2015-02-23,"R15,556.44","R2,205.62",832,Yes
