Truck,FM ID,Primary Fleet,Function Code,Date,Income,Contribution,Kms,Blackout Status
M040,4088,Manline Mega,"",2015-08-26,"R5,554.84",R724.54,198,No
M041,4089,Manline Mega,"",2015-08-26,"R5,554.84",R724.54,198,No
M043,4091,Manline Mega,"",2015-08-26,"R5,554.84",R724.54,198,No
M045,4093,Manline Mega,"",2015-08-26,"R5,245.05",R684.14,223,Yes
M047,4095,Manline Mega,"",2015-08-26,"R5,554.84",R724.54,198,No
M048,4096,Manline Mega,"",2015-08-26,"R5,554.84",R724.54,198,No
M049,4086,Manline Mega,"",2015-08-26,"R5,554.84",R724.54,198,No
M050,4097,Manline Mega,"",2015-08-26,"R5,554.84",R724.54,198,No
M051,4082,Manline Mega,"",2015-08-26,"R4,240.68",R553.13,223,Yes
M053,4083,Manline Mega,"",2015-08-26,"R5,554.84",R724.54,198,No
M057,"",Manline Mega,"",2015-08-26,"R5,554.84",R724.54,198,No
M058,"",Manline Mega,"",2015-08-26,"R5,554.84",R724.54,198,No
