Fleet No.,Refuel Order Number,Odometer,Last Trip Odometer,Variance
Demo,404486,126242.00,126394.00,-152.00
Demo,404487,126392.00,126242.00,150.00
"","","","",""
Demo,404490,127125.00,126691.00,434.00
"","","","",""
"","","","",""
"","","","",""
Demo,404496,127967.00,127839.00,128.00
"","","","",""
Demo,404498,128644.00,128645.00,-1.00
"","","","",""
Demo,404500,129153.00,128645.00,508.00
Demo,404501,129302.00,129303.00,-1.00
Demo,404502,129557.00,129155.00,402.00
"","","","",""
"","","","",""
"","","","",""
"","","","",""
Demo,404514,130628.00,130629.00,-1.00
"","","","",""
"","","","",""
Demo,404519,131026.00,131027.00,-1.00
"","","","",""
Demo,404523,131298.00,131090.00,208.00
"","","","",""
"","","","",""
Demo,404529,131817.00,131700.00,117.00
"","","","",""
"","","","",""
"","","","",""
"","","","",""
Demo,404539,132800.00,132215.00,585.00
135004,404541,277952.00,277652.00,300.00
Demo,404547,133292.00,133293.00,-1.00
140254,404548,335739.00,335488.00,251.00
"","","","",""
"","","","",""
135001,404552,303592.00,303255.00,337.00
Demo,404553,133757.00,134032.00,-275.00
"","","","",""
"","","","",""
"","","","",""
"","","","",""
"","","","",""
140254,404563,336000.00,335488.00,512.00
140250,404566,384134.00,383725.00,409.00
140255,404567,325036.00,324860.00,176.00
"","","","",""
Demo,404608,134445.00,134447.00,-2.00
"","","","",""
Demo,404612,134990.00,134992.00,-2.00
Demo,404613,135295.00,134718.00,577.00
"","","","",""
"","","","",""
"","","","",""
"","","","",""
Demo,404618,136866.00,136868.00,-2.00
Demo,404619,137133.00,143509.00,-6376.00
Demo,404620,137379.00,136868.00,511.00
"","","","",""
"","","","",""
"","","","",""
Demo,404627,138163.00,139173.00,-1010.00
Demo,404628,138322.00,138165.00,157.00
"","","","",""
"","","","",""
"","","","",""
Demo,404633,139171.00,148058.00,-8887.00
Demo,404635,140509.00,140511.00,-2.00
Demo,404636,140757.00,140743.00,14.00
"","","","",""
"","","","",""
"","","","",""
"","","","",""
"","","","",""
140260,404724,328873.00,328873.00,0.00
"","","","",""
140258,404726,341068.00,341064.00,4.00
"","","","",""
140264,404729,289297.00,289231.00,66.00
"","","","",""
"","","","",""
"","","","",""
140265,404734,274981.00,274981.00,0.00
"","","","",""
"","","","",""
"","","","",""
140274,404739,302983.00,302983.00,0.00
"","","","",""
140273,404741,312434.00,312430.00,4.00
"","","","",""
"","","","",""
Demo,404746,142752.00,142359.00,393.00
"","","","",""
Demo,404748,143007.00,143000.00,7.00
"","","","",""
"","","","",""
Demo,404753,143272.00,143069.00,203.00
"","","","",""
"","","","",""
"","","","",""
140260,404761,329128.00,329128.00,0.00
"","","","",""
141007,404763,127273.00,127273.00,0.00
140264,404764,289477.00,289477.00,0.00
"","","","",""
140263,404766,308694.00,308632.00,62.00
140259,404767,277594.00,277594.00,0.00
"","","","",""
"","","","",""
"","","","",""
"","","","",""
"","","","",""
"","","","",""
"","","","",""
"","","","",""
140273,404779,312620.00,312620.00,0.00
"","","","",""
Demo,404802,143705.00,143978.00,-273.00
"","","","",""
"","","","",""
"","","","",""
"","","","",""
"","","","",""
"","","","",""
Demo,404838,145608.00,145896.00,-288.00
"","","","",""
"","","","",""
"","","","",""
Demo,404858,146632.00,146634.00,-2.00
"","","","",""
"","","","",""
"","","","",""
Demo,404871,147833.00,147834.00,-1.00
Demo,404873,148056.00,148058.00,-2.00
"","","","",""
"","","","",""
Demo,404880,148701.00,148703.00,-2.00
Demo,404883,148986.00,148703.00,283.00
Demo,404890,149588.00,149860.00,-272.00
"","","","",""
Demo,404895,150117.00,150118.00,-1.00
140268,404896,439542.00,439826.00,-284.00
140277,404897,287433.00,287434.00,-1.00
"","","","",""
"","","","",""
"","","","",""
Demo,404901,150902.00,150118.00,784.00
"","","","",""
Demo,404904,150989.00,151003.00,-14.00
140270,404905,444145.00,444145.00,0.00
"","","","",""
"","","","",""
"","","","",""
140270,404910,444381.00,444380.00,1.00
"","","","",""
140268,404912,440151.00,440150.00,1.00
140267,404913,438979.00,438979.00,0.00
"","","","",""
"","","","",""
"","","","",""
Demo,404918,151835.00,152210.00,-375.00
"","","","",""
"","","","",""
"","","","",""
"","","","",""
"","","","",""
Demo,404934,153051.00,153053.00,-2.00
