Truck,Date,Income,Contribution,Kms,Blackout Status
163,2015-05-13,"R11,191.52","R1,633.63",508,No
164,2015-05-13,"R11,191.52","R1,633.63",508,No
165,2015-05-13,"R6,613.19",R647.52,301,No
166,2015-05-13,"R11,191.52","R1,633.63",508,No
167,2015-05-13,"R11,191.52","R1,633.63",508,No
318,2015-05-13,"R6,613.19",R647.52,301,No
319,2015-05-13,"R6,613.19",R647.52,301,Yes
320,2015-05-13,"R6,613.19",R647.52,301,Yes
321,2015-05-13,"R6,613.19",R647.52,301,No
322,2015-05-13,"R6,613.19",R647.52,301,No
326,2015-05-13,"R6,613.19",R647.52,301,No
327,2015-05-13,"R6,613.19",R647.52,301,No
57,2015-05-13,"R6,613.19",R647.52,301,Yes
58,2015-05-13,"R6,613.19",R647.52,301,No
