Truck,Customer,Subcontractor,Loading ETA,Loading Arrival,Tripleg Income,Total Kms,Loading Started,Expected Total Kms
C1,Toyota Tsusho Africa F & V,"",2015-08-03 08:30:00,2015-08-03 08:30:00,633.68,17,2015-08-03 08:35:00,0
C1,Toyota Tsusho Africa F & V,"",2015-08-03 10:15:00,2015-08-03 10:15:00,633.68,17,2015-08-03 13:20:00,0
C3,Toyota Tsusho Africa F & V,"",2015-08-03 06:30:00,2015-08-03 06:30:00,633.68,16,2015-08-03 06:35:00,0
C3,Toyota Tsusho Africa F & V,"",2015-08-03 08:00:00,2015-08-03 08:00:00,633.68,17,2015-08-03 10:50:00,0
IMV1,Toyota Tsusho Africa F & V,"",2015-08-03 06:30:00,2015-08-03 06:30:00,316.84,17,2015-08-03 06:35:00,0
IMV1,Toyota Tsusho Africa F & V,"",2015-08-03 11:05:00,2015-08-03 11:05:00,316.84,17,2015-08-03 11:35:00,0
IMV1,Toyota Tsusho Africa F & V,"",2015-08-03 12:50:00,2015-08-03 12:50:00,316.84,17,2015-08-03 13:53:00,0
IMV2,Toyota Tsusho Africa F & V,"",2015-08-03 06:30:00,2015-08-03 06:30:00,316.84,17,2015-08-03 06:35:00,0
IMV2,Toyota Tsusho Africa F & V,"",2015-08-03 07:50:00,2015-08-03 07:50:00,316.84,17,2015-08-03 08:20:00,0
IMV2,Toyota Tsusho Africa F & V,"",2015-08-03 10:35:00,2015-08-03 10:35:00,316.84,16,2015-08-03 10:37:00,0
IMV2,Toyota Tsusho Africa F & V,"",2015-08-03 11:55:00,2015-08-03 11:55:00,316.84,17,2015-08-03 12:10:00,0
IMV3,Toyota Tsusho Africa F & V,"",2015-08-03 06:30:00,2015-08-03 06:30:00,633.68,16,2015-08-03 07:40:00,0
IMV3,Toyota Tsusho Africa F & V,"",2015-08-03 23:00:00,2015-08-03 23:00:00,633.68,16,2015-08-03 23:20:00,0
