Truck,Customer,Subcontractor,Loading ETA,Loading Arrival,Tripleg Income,Total Kms,Loading Started,Expected Total Kms
144040,Festive,"",2015-09-28 23:14:00,2015-09-28 23:14:00,974.66,31,2015-09-29 00:56:00,0
144040,Festive,"",2015-09-29 04:22:00,2015-09-29 04:22:00,"1,093.91",46,2015-09-29 05:45:00,0
144040,Festive,"",2015-09-29 10:20:00,2015-09-29 10:20:00,"1,014.41",36,2015-09-29 10:49:00,0
144040,Festive,"",2015-09-29 19:45:00,2015-09-29 19:45:00,"1,006.46",35,2015-09-29 19:48:00,0
144041,Festive,"",2015-09-29 00:55:00,2015-09-29 00:55:00,"1,006.46",35,2015-09-29 02:45:00,0
144041,Festive,"",2015-09-29 08:00:00,2015-09-29 08:00:00,974.66,31,2015-09-29 08:12:00,0
144041,Festive,"",2015-09-29 17:42:00,2015-09-29 17:42:00,"1,062.11",42,2015-09-29 19:40:00,0
144041,Festive,"",2015-09-29 23:11:00,2015-09-29 23:11:00,"4,623.69",32,2015-09-29 23:37:00,0
144043,Festive,"",2015-09-29 03:00:00,2015-09-29 03:00:00,974.66,31,2015-09-29 04:10:00,0
144043,Festive,"",2015-09-29 08:50:00,2015-09-29 08:50:00,966.71,30,2015-09-29 08:51:00,0
144043,Festive,"",2015-09-29 17:43:00,2015-09-29 17:43:00,"1,038.26",39,2015-09-29 18:51:00,0
144043,Festive,"",2015-09-29 22:42:00,2015-09-29 22:42:00,"4,607.79",30,2015-09-29 23:10:00,0
144046,Festive,"",2015-09-29 01:23:00,2015-09-29 01:23:00,982.61,32,2015-09-29 01:50:00,0
144046,Festive,"",2015-09-29 05:51:00,2015-09-29 05:51:00,"1,085.96",45,2015-09-29 06:58:00,0
144046,Festive,"",2015-09-29 11:09:00,2015-09-29 11:09:00,974.66,31,2015-09-29 11:20:00,0
144046,Festive,"",2015-09-29 20:14:00,2015-09-29 20:14:00,966.71,30,2015-09-29 20:25:00,0
144045,Festive,"",2015-09-29 01:38:00,2015-09-29 01:38:00,982.61,32,2015-09-29 02:14:00,0
144045,Festive,"",2015-09-29 07:15:00,2015-09-29 07:15:00,966.71,30,2015-09-29 07:25:00,0
144045,Festive,"",2015-09-29 11:40:00,2015-09-29 11:40:00,982.61,32,2015-09-29 12:05:00,0
144045,Festive,"",2015-09-29 20:58:00,2015-09-29 20:58:00,982.61,32,2015-09-29 21:30:00,0
144047,Festive,"",2015-09-29 04:08:00,2015-09-29 04:08:00,982.61,32,2015-09-29 05:15:00,0
144047,Festive,"",2015-09-29 10:04:00,2015-09-29 10:04:00,966.71,30,2015-09-29 10:25:00,0
144047,Festive,"",2015-09-29 16:33:00,2015-09-29 16:33:00,"1,070.06",43,2015-09-29 17:48:00,0
144047,Festive,"",2015-09-29 21:48:00,2015-09-29 21:48:00,"1,046.21",40,2015-09-29 21:59:00,0
144048,Festive,"",2015-09-28 23:18:00,2015-09-28 23:18:00,982.61,32,2015-09-29 00:34:00,0
144048,Festive,"",2015-09-29 04:03:00,2015-09-29 04:03:00,974.66,31,2015-09-29 04:50:00,0
144048,Festive,"",2015-09-29 09:31:00,2015-09-29 09:31:00,974.66,31,2015-09-29 09:50:00,0
144048,Festive,"",2015-09-29 17:33:00,2015-09-29 17:33:00,"1,078.01",44,2015-09-29 18:23:00,0
144048,Festive,"",2015-09-29 22:03:00,2015-09-29 22:03:00,982.61,32,2015-09-29 22:33:00,0
