Fleet No.,Refuel Order Number,Odometer,Last Trip Odometer,Variance
363,404421,28652.00,29153.00,-501.00
242,404427,582162.00,583181.00,-1019.00
"","","","",""
336,404443,28694.00,28665.00,29.00
105,404464,463528.00,463720.00,-192.00
107,404471,429552.00,429463.00,89.00
"","","","",""
"","","","",""
341,404489,22359.00,21826.00,533.00
120,404509,434196.00,434998.00,-802.00
117,404558,463471.00,463440.00,31.00
342,404578,21584.00,22925.00,-1341.00
"","","","",""
DM5,404594,22258.00,22858.00,-600.00
338,404597,25444.00,26186.00,-742.00
12,404621,56020.00,55996.00,24.00
"","","","",""
328,404632,32545.00,32575.00,-30.00
"","","","",""
"","","","",""
245,404647,451473.00,451450.00,23.00
"","","","",""
61,404649,51838.00,51814.00,24.00
339,404653,25200.00,26300.00,-1100.00
"","","","",""
141,404660,438687.00,438740.00,-53.00
53,404665,50736.00,51194.00,-458.00
84,404674,488774.00,488936.00,-162.00
364,404676,12966.00,12976.00,-10.00
369,404678,21166.00,21204.00,-38.00
303,404686,86395.00,86400.00,-5.00
131,404692,430471.00,430976.00,-505.00
7,404693,51266.00,51325.00,-59.00
49,404701,56547.00,56468.00,79.00
375,404703,12723.00,12335.00,388.00
"","","","",""
38,404716,38558.00,38715.00,-157.00
337,404718,36956.00,37592.00,-636.00
347,404719,30680.00,30837.00,-157.00
345,404757,23480.00,23465.00,15.00
138,404794,477655.00,477340.00,315.00
331,404848,36554.00,36552.00,2.00
52,404857,48727.00,48715.00,12.00
361,404877,14614.00,14592.00,22.00
265,404886,464586.00,464554.00,32.00
"","","","",""
"","","","",""
299,404989,112685.00,112670.00,15.00
"","","","",""
DM11,405008,8693.00,8686.00,7.00
379,405013,11919.00,12150.00,-231.00
"","","","",""
264,405049,486752.00,487306.00,-554.00
159,405058,50605.00,50598.00,7.00
"","","","",""
247,405084,475734.00,476204.00,-470.00
"","","","",""
336,405104,29288.00,29680.00,-392.00
85,405108,452706.00,452794.00,-88.00
363,405112,29495.00,29527.00,-32.00
147,405120,57100.00,58122.00,-1022.00
"","","","",""
48,405123,55755.00,55806.00,-51.00
152,405124,52986.00,52728.00,258.00
DM09,405132,6034.00,5690.00,344.00
"","","","",""
54,405137,39885.00,40199.00,-314.00
304,405149,108783.00,109330.00,-547.00
246,405153,488484.00,489062.00,-578.00
"","","","",""
96,405160,465321.00,465246.00,75.00
DM5,405164,23068.00,23596.00,-528.00
"","","","",""
142,405203,467364.00,467449.00,-85.00
"","","","",""
"","","","",""
348,405308,35730.00,35258.00,472.00
343,405310,28296.00,28292.00,4.00
383,405351,5432.00,5402.00,30.00
157,405417,49509.00,50016.00,-507.00
151,405432,44658.00,45384.00,-726.00
50,405468,49507.00,50017.00,-510.00
"","","","",""
"","","","",""
"","","","",""
244,405483,373957.00,374098.00,-141.00
85,405488,452886.00,454338.00,-1452.00
"","","","",""
97,405494,442113.00,444059.00,-1946.00
267,405495,449136.00,449863.00,-727.00
346,405497,24722.00,24608.00,114.00
144,405498,392331.00,392805.00,-474.00
144,405499,393472.00,395272.00,-1800.00
49,405501,57814.00,58453.00,-639.00
150,405502,56054.00,56583.00,-529.00
365,405510,30322.00,30857.00,-535.00
120,405511,435397.00,436324.00,-927.00
330,405514,36178.00,36242.00,-64.00
"","","","",""
"","","","",""
61,405543,53000.00,52813.00,187.00
142,405558,467545.00,468054.00,-509.00
"","","","",""
62,405562,41662.00,42246.00,-584.00
"","","","",""
168,405566,35550.00,35816.00,-266.00
242,405575,584144.00,584730.00,-586.00
369,405578,22116.00,22698.00,-582.00
54,405586,40460.00,40199.00,261.00
262,405590,514445.00,514779.00,-334.00
"","","","",""
"","","","",""
97,405608,442618.00,444059.00,-1441.00
"","","","",""
"","","","",""
"","","","",""
53,405629,51930.00,52390.00,-460.00
368,405631,28694.00,29360.00,-666.00
"","","","",""
361,405638,15120.00,14592.00,528.00
"","","","",""
"","","","",""
138,405704,478645.00,477804.00,841.00
"","","","",""
375,405758,13875.00,14250.00,-375.00
52,405761,49891.00,50392.00,-501.00
154,405773,49266.00,49228.00,38.00
262,405785,514802.00,514779.00,23.00
370,405793,24552.00,26101.00,-1549.00
12,405803,57575.00,57380.00,195.00
105,405804,464641.00,464564.00,77.00
333,405834,35636.00,35824.00,-188.00
344,405835,29322.00,29278.00,44.00
145,405837,423969.00,423937.00,32.00
"","","","",""
"","","","",""
9,405877,50297.00,51300.00,-1003.00
129,405915,362294.00,362262.00,32.00
"","","","",""
131,405953,431781.00,432313.00,-532.00
7,405956,52736.00,53248.00,-512.00
160,405961,49532.00,50537.00,-1005.00
368,405983,28694.00,29360.00,-666.00
127,405984,463994.00,463957.00,37.00
"","","","",""
"","","","",""
303,405990,87725.00,87703.00,22.00
128,405995,451420.00,451924.00,-504.00
"","","","",""
299,406005,113854.00,114372.00,-518.00
346,406006,25390.00,24608.00,782.00
111,406007,454898.00,454871.00,27.00
"","","","",""
"","","","",""
DM09,406022,7063.00,7081.00,-18.00
"","","","",""
"","","","",""
"","","","",""
168,406043,36076.00,35816.00,260.00
347,406044,31474.00,31451.00,23.00
"","","","",""
"","","","",""
152,406051,53961.00,54208.00,-247.00
50,406075,50736.00,50732.00,4.00
304,406076,110170.00,110486.00,-316.00
264,406077,488401.00,489397.00,-996.00
"","","","",""
116,406096,456507.00,456413.00,94.00
"","","","",""
95,406150,490856.00,490833.00,23.00
"","","","",""
