Truck,Date,Income,Contribution,Kms,Blackout Status
E01,2014-04-29,"R9,776.68","R1,814.60",565,No
E02,2014-04-29,"R9,776.68","R1,814.60",565,Yes
E05,2014-04-29,"R9,776.68","R1,814.60",565,No
E10,2014-04-29,"R9,776.68","R1,814.60",565,Yes
E16,2014-04-29,"R9,776.68","R1,814.60",565,Yes
E17,2014-04-29,"R9,776.68","R1,814.60",565,No
E18,2014-04-29,"R9,776.68","R1,814.60",565,Yes
E19,2014-04-29,"R9,776.68","R1,814.60",565,Yes
E20,2014-04-29,"R9,776.68","R1,814.60",565,No
E39,2014-04-29,"R9,776.68","R1,814.60",565,Yes
E40,2014-04-29,"R9,776.68","R1,814.60",565,No
E41,2014-04-29,"R9,776.68","R1,814.60",565,Yes
E42,2014-04-29,"R9,776.68","R1,814.60",565,Yes
E43,2014-04-29,"R9,776.68","R1,814.60",565,No
E44,2014-04-29,"R9,776.68","R1,814.60",565,Yes
E45,2014-04-29,"R9,776.68","R1,814.60",565,No
E46,2014-04-29,"R9,776.68","R1,814.60",565,No
E47,2014-04-29,"R9,776.68","R1,814.60",565,No
E49,2014-04-29,R0.00,R0.00,(none),Yes
E50,2014-04-29,"R9,776.68","R1,814.60",565,No
E52,2014-04-29,"R9,776.68","R1,814.60",565,Yes
E53,2014-04-29,"R9,776.68","R1,814.60",565,No
E64,2014-04-29,"R9,776.68","R1,814.60",565,No
E65,2014-04-29,"R9,776.68","R1,814.60",565,Yes
E66,2014-04-29,"R9,776.68","R1,814.60",565,No
E67,2014-04-29,"R9,776.68","R1,814.60",565,Yes
