Truck,FM ID,Primary Fleet,Function Code,Date,Income,Contribution,Kms,Blackout Status
E44,1131,Energy - Ecosse,250,2015-08-20,"R5,545.16","R1,068.99",290,Yes
E47,1126,Energy - Ecosse,250,2015-08-20,"R5,545.16","R1,068.99",290,Yes
E49,1128,Energy - Ecosse,250,2015-08-20,"R5,545.16","R1,068.99",290,Yes
EC144017,22,Energy - Ecosse,250,2015-08-20,"R5,545.16","R1,068.99",290,Yes
EC144018,56,Energy - Ecosse,250,2015-08-20,"R5,545.16","R1,068.99",290,Yes
EC144019,47,Energy - Ecosse,250,2015-08-20,"R5,545.16","R1,068.99",290,Yes
EC144020,25,Energy - Ecosse,250,2015-08-20,"R5,545.16","R1,068.99",290,No
EC144021,26,Energy - Ecosse,250,2015-08-20,"R5,545.16","R1,068.99",290,No
EC144022,49,Energy - Ecosse,250,2015-08-20,"R5,545.16","R1,068.99",290,Yes
EC144023,28,Energy - Ecosse,250,2015-08-20,"R5,545.16","R1,068.99",290,Yes
EC144024,50,Energy - Ecosse,250,2015-08-20,"R5,545.16","R1,068.99",290,Yes
EC144025,30,Energy - Ecosse,250,2015-08-20,"R5,545.16","R1,068.99",290,Yes
EC144026,51,Energy - Ecosse,250,2015-08-20,"R5,545.16","R1,068.99",290,Yes
EC144027,52,Energy - Ecosse,250,2015-08-20,"R5,545.16","R1,068.99",290,No
EC144028,53,Energy - Ecosse,250,2015-08-20,"R5,545.16","R1,068.99",290,Yes
EC144029,54,Energy - Ecosse,250,2015-08-20,"R5,545.16","R1,068.99",290,Yes
EC144030,55,Energy - Ecosse,250,2015-08-20,"R5,545.16","R1,068.99",290,Yes
EC144031,36,Energy - Ecosse,250,2015-08-20,"R5,545.16","R1,068.99",290,Yes
EC144032,37,Energy - Ecosse,250,2015-08-20,"R5,545.16","R1,068.99",290,Yes
EC144033,38,Energy - Ecosse,250,2015-08-20,"R5,545.16","R1,068.99",290,Yes
EC144034,39,Energy - Ecosse,250,2015-08-20,"R5,545.16","R1,068.99",290,No
EC144035,40,Energy - Ecosse,250,2015-08-20,"R5,545.16","R1,068.99",290,Yes
EC144036,41,Energy - Ecosse,250,2015-08-20,"R5,545.16","R1,068.99",290,Yes
EC144037,42,Energy - Ecosse,250,2015-08-20,"R5,545.16","R1,068.99",290,Yes
EC144038,43,Energy - Ecosse,250,2015-08-20,"R5,545.16","R1,068.99",290,Yes
EC945017,45,Energy - Ecosse,250,2015-08-20,"R5,545.16","R1,068.99",290,Yes
EC945018,19,Energy - Ecosse,250,2015-08-20,"R5,545.16","R1,068.99",290,Yes
EC945019,44,Energy - Ecosse,250,2015-08-20,"R5,545.16","R1,068.99",290,Yes
EC945020,21,Energy - Ecosse,250,2015-08-20,"R5,545.16","R1,068.99",290,Yes
EC945021,46,Energy - Ecosse,250,2015-08-20,"R5,545.16","R1,068.99",290,Yes
