Truck,Customer,Subcontractor,Loading ETA,Loading Arrival,Tripleg Income,Total Kms,Loading Started,Expected Total Kms
525201,Toyota X-Dock F & V,"",2015-08-03 07:00:00,2015-08-03 07:00:00,818.82,37,2015-08-03 07:40:00,50.5
525201,Toyota X-Dock F & V,"",2015-08-03 12:00:00,2015-08-03 12:00:00,"2,589.25",117,2015-08-03 12:20:00,0
525201,Toyota X-Dock F & V,"",2015-08-03 16:00:00,2015-08-03 16:10:00,265.56,12,2015-08-03 16:20:00,0
Hire2,Toyota X-Dock F & V,"",2015-08-03 09:00:00,2015-08-03 12:00:00,"3,498.94",297,2015-08-03 13:00:00,31
Hire3,Toyota X-Dock F & V,"",2015-08-03 10:00:00,2015-08-03 12:00:00,"3,498.94",358,2015-08-03 14:00:00,31
Hire5,Toyota X-Dock F & V,"",2015-08-03 10:00:00,2015-08-03 12:00:00,"3,498.94",275,2015-08-03 14:00:00,31
Toyo_spare1,Toyota X-Dock,"",2015-08-03 13:30:00,2015-08-03 13:30:00,"18,579.97",587,2015-08-03 13:40:00,587
Hire6,Toyota X-Dock F & V,"",2015-08-03 08:00:00,2015-08-03 08:00:00,"3,498.94",80,2015-08-03 08:10:00,31
C2,Toyota X-Dock F & V,"",2015-08-03 07:00:00,2015-08-03 11:00:00,"3,498.94",277,2015-08-03 12:00:00,0
444071,Illovo Refined GBD F and V,"",2015-08-03 01:00:00,2015-08-03 01:00:00,"1,701.64",19,2015-08-03 01:18:00,11.7
444071,Illovo Refined GBD F and V,"",2015-08-03 21:00:00,2015-08-03 21:00:00,"4,528.33",35,2015-08-03 21:10:00,35
D550,Illovo Refined GBD F and V,"",2015-08-03 03:00:00,2015-08-03 02:50:00,"2,115.62",153,2015-08-03 03:00:00,61.7
D550,Illovo Refined GBD F and V,"",2015-08-03 14:15:00,2015-08-03 14:15:00,"1,204.22",35,2015-08-03 14:20:00,35
D550,Illovo Refined GBD F and V,"",2015-08-03 23:35:00,2015-08-03 23:40:00,"4,198.30",84,2015-08-03 23:45:00,31.5
545249,Toyota X-Dock,"",2015-08-03 06:30:00,2015-08-03 06:30:00,"16,643.53",572,2015-08-03 08:00:00,572
545251,Toyota X-Dock,"",2015-08-03 22:00:00,2015-08-03 22:10:00,"18,579.97",587,2015-08-03 22:20:00,587
545252,Toyota X-Dock,"",2015-08-03 18:00:00,2015-08-03 18:10:00,"18,579.97",587,2015-08-03 18:20:00,587
545253,Toyota X-Dock,"",2015-08-03 07:00:00,2015-08-03 07:00:00,"18,579.97",587,2015-08-03 07:30:00,587
545254,Toyota X-Dock,"",2015-08-03 10:00:00,2015-08-03 10:00:00,"18,579.97",587,2015-08-03 10:30:00,587
D616,Illovo Refined GBD F and V,"",2015-08-03 06:00:00,2015-08-03 06:00:00,"2,203.84",91,2015-08-03 06:20:00,46.8
D616,Illovo Refined GBD F and V,"",2015-08-03 14:51:00,2015-08-03 14:51:00,"2,780.44",158,2015-08-03 15:00:00,61.7
D617,Illovo Refined GBD F and V,"",2015-08-03 06:00:00,2015-08-03 06:15:00,"1,869.04",155,2015-08-03 06:30:00,35
D617,Illovo Refined GBD F and V,"",2015-08-03 20:03:00,2015-08-03 20:03:00,"2,780.44",152,2015-08-03 20:10:00,61.7
