Truck,FM ID,Primary Fleet,Fleet Tonnages,Function Code,Date,Income,Contribution,Kms,Blackout Status
444069,5553,Illovo - Germiston F&V,"",334,2015-10-16,"R7,027.74","R1,054.16",205,Yes
444070,9143,Illovo - Germiston F&V,"",334,2015-10-16,"R7,027.74","R1,054.16",205,Yes
444071,9146,Illovo - Germiston F&V,"",334,2015-10-16,"R7,027.74","R1,054.16",205,Yes
444072,9159,Illovo - Germiston F&V,"",334,2015-10-16,"R7,027.74","R1,054.16",205,Yes
444073,9144,Illovo - Germiston F&V,"",334,2015-10-16,"R7,027.74","R1,054.16",205,Yes
525201,5205,Toyota - X Dock,40.000,327,2015-10-16,"R2,872.37",R517.03,176,No
545249,9722,Toyota - X Dock,40.000,327,2015-10-16,"R13,477.55","R2,425.96",853,Yes
545250,"",Toyota - X Dock,40.000,327,2015-10-16,"R13,477.55","R2,425.96",853,Yes
545251,9723,Toyota - X Dock,40.000,327,2015-10-16,"R13,477.55","R2,425.96",853,Yes
545252,9724,Toyota - X Dock,40.000,327,2015-10-16,"R13,477.55","R2,425.96",853,Yes
545253,9720,Toyota - X Dock,40.000,327,2015-10-16,"R13,477.55","R2,425.96",853,Yes
545254,"",Toyota - X Dock,40.000,327,2015-10-16,"R13,477.55","R2,425.96",853,Yes
C2,5126,Toyota - X Dock,40.000,327,2015-10-16,"R1,922.57",R346.06,161,Yes
D550,9719,Illovo - Germiston F&V,"",334,2015-10-16,"R7,027.74","R1,054.16",205,Yes
D616,9175,Illovo - Germiston CCC,40.000,333,2015-10-16,"R18,325.60","R2,748.84",1024,Yes
D617,9176,Illovo - Germiston CCC,40.000,333,2015-10-16,"R18,325.60","R2,748.84",1024,Yes
D618,30478,Illovo - Germiston CCC,40.000,333,2015-10-16,"R18,325.60","R2,748.84",1024,Yes
