Truck,FM ID,Primary Fleet,Function Code,Date,Income,Contribution,Kms,Blackout Status
122,1195,Freight - Volumax Fleet,005,2015-08-25,"R6,989.60",R721.45,444,No
123,1194,Freight - Volumax Fleet,005,2015-08-25,"R6,989.60",R721.45,444,No
124,1203,Freight - Volumax Fleet,005,2015-08-25,"R6,989.60",R721.45,444,No
127,5564,Freight - Volumax Fleet,005,2015-08-25,"R6,989.60",R721.45,444,Yes
151,3088,LWT Fleet,002,2015-08-25,"R6,989.60",R721.45,444,No
168,"",Freight - Volumax Fleet,005,2015-08-25,"R6,989.60",R721.45,444,No
266,1214,Freight - Volumax Fleet,005,2015-08-25,"R6,989.60",R721.45,444,No
267,1221,LWT Fleet,002,2015-08-25,"R6,989.60",R721.45,444,No
328,5566,Freight - Volumax Fleet,005,2015-08-25,"R6,989.60",R721.45,444,No
332,5554,LWT Fleet,002,2015-08-25,"R6,989.60",R721.45,444,Yes
336,30183,Freight - Volumax Fleet,005,2015-08-25,"R6,989.60",R721.45,444,No
337,30502,Freight - Volumax Fleet,005,2015-08-25,"R6,989.60",R721.45,444,No
343,30207,Freight - Volumax Fleet,005,2015-08-25,"R6,989.60",R721.45,444,No
344,30206,Freight - Volumax Fleet,005,2015-08-25,"R6,989.60",R721.45,444,No
345,30205,Freight - Volumax Fleet,005,2015-08-25,"R6,989.60",R721.45,444,No
347,30204,LWT Fleet,002,2015-08-25,"R6,989.60",R721.45,444,Yes
348,30203,LWT Fleet,002,2015-08-25,"R6,989.60",R721.45,444,Yes
350,30209,LD,001,2015-08-25,"R6,989.60",R721.45,444,No
364,30364,Freight - Volumax Fleet,005,2015-08-25,"R6,989.60",R721.45,444,No
372,9061,LD,001,2015-08-25,"R6,989.60",R721.45,444,Yes
38,30048,LWT Fleet,002,2015-08-25,"R6,989.60",R721.45,444,No
414,31019,Freight - Volumax Fleet,005,2015-08-25,"R6,989.60",R721.45,444,No
420,31025,Freight - Volumax Fleet,005,2015-08-25,"R6,989.60",R721.45,444,No
421,31026,Freight - Volumax Fleet,005,2015-08-25,"R6,989.60",R721.45,444,No
423,31028,Freight,"",2015-08-25,"R6,989.60",R721.45,444,No
429,31034,Freight - Volumax Fleet,005,2015-08-25,"R6,989.60",R721.45,444,Yes
430,31035,Freight - Volumax Fleet,005,2015-08-25,"R6,989.60",R721.45,444,No
431,31036,Freight - Volumax Fleet,005,2015-08-25,"R6,989.60",R721.45,444,No
434,31039,Freight - Volumax Fleet,005,2015-08-25,"R6,989.60",R721.45,444,No
435,31040,Freight - Volumax Fleet,005,2015-08-25,"R6,989.60",R721.45,444,No
438,31043,Freight - Volumax Fleet,005,2015-08-25,"R6,989.60",R721.45,444,Yes
440,31045,Freight - Volumax Fleet,005,2015-08-25,"R6,989.60",R721.45,444,No
54,30056,Freight - Volumax Fleet,005,2015-08-25,"R6,989.60",R721.45,444,No
55,30060,Freight - Volumax Fleet,005,2015-08-25,"R6,989.60",R721.45,444,No
62,30085,Freight - Volumax Fleet,005,2015-08-25,"R6,989.60",R721.45,444,No
X006,5562,Freight - Volumax Fleet,005,2015-08-25,"R6,989.60",R721.45,444,No
