Truck,Date,Income,Contribution,Kms,Blackout Status
545218,2015-02-23,"R8,604.88","R2,130.21",356,Yes
545221,2015-02-23,"R8,604.88","R2,130.21",356,Yes
545222,2015-02-23,"R8,604.88","R2,130.21",356,No
545223,2015-02-23,"R8,654.32","R2,142.45",271,Yes
545226,2015-02-23,"R8,654.32","R2,142.45",271,Yes
545227,2015-02-23,"R8,654.32","R2,142.45",271,Yes
545231,2015-02-23,"R9,690.08","R2,398.86",416,Yes
644258,2015-02-23,"R5,998.62","R1,485.01",238,Yes
644259,2015-02-23,"R5,998.62","R1,485.01",238,No
T2849,2015-02-23,"R8,700.33","R2,153.84",274,Yes
T2875,2015-02-23,"R8,700.33","R2,153.84",274,Yes
T2899,2015-02-23,"R8,700.33","R2,153.84",274,Yes
T2924,2015-02-23,"R8,700.33","R2,153.84",274,Yes
T2948,2015-02-23,"R8,700.33","R2,153.84",274,Yes
T2950,2015-02-23,"R11,058.01","R2,737.50",415,Yes
