Truck,FM ID,Primary Fleet,Fleet Tonnages,Function Code,Date,Income,Contribution,Kms,Blackout Status
D01,1272,RE - Denver,34.000,"",2015-08-09,"R2,221.48",R194.03,104,No
D08,1280,RE - Denver,34.000,"",2015-08-09,"R3,167.92",R289.28,241,No
D10,1282,RE - Denver,34.000,"",2015-08-09,"R4,409.13",R401.20,257,No
D11,1283,RE - Denver,34.000,"",2015-08-09,"R2,647.51",R286.85,132,Yes
D17,1277,RE - Denver,34.000,"",2015-08-09,"R4,292.43",R486.92,248,No
D18,1289,RE - Denver,34.000,"",2015-08-09,"R4,066.52",R425.21,242,No
D19,1290,RE - Denver,34.000,"",2015-08-09,"R3,243.42",R436.00,111,No
D20,1291,RE - Denver,34.000,"",2015-08-09,"R3,993.42",R425.21,214,No
D23,1294,RE - Denver,34.000,"",2015-08-09,"R4,237.18",R436.00,242,No
D584,30097,RE - Denver,34.000,"",2015-08-09,"R2,311.50",R287.90,70,No
D634,30712,RE - Denver,34.000,"",2015-08-09,"R4,317.95",R581.72,161,No
D635,30713,RE - Denver,34.000,"",2015-08-09,"R4,317.95",R581.72,161,No
D636,30714,RE - Denver,34.000,"",2015-08-09,"R4,317.95",R581.72,161,No
D694,31074,RE - Denver,34.000,"",2015-08-09,"R3,997.39",R476.44,161,No
