Truck,Customer,Subcontractor,Loading ETA,Loading Arrival,Tripleg Income,Total Kms,Loading Started,Expected Total Kms
541007,Meadow Feeds-Delmas F & V,"",2015-08-03 00:10:00,2015-08-03 00:10:00,"6,404.02",258,2015-08-03 00:20:00,245
541016,Meadow Feeds-Delmas F & V,"",2015-08-03 00:10:00,2015-08-03 00:10:00,"5,406.66",154,2015-08-03 00:15:00,178
541017,Meadow Feeds-Delmas F & V,"",2015-08-03 00:10:00,2015-08-03 00:10:00,"3,115.70",135,2015-08-03 00:15:00,125
541017,Meadow Feeds-Delmas F & V,"",2015-08-03 12:00:00,2015-08-03 12:00:00,"4,371.99",251,2015-08-03 12:18:00,245
541013,Meadow Feeds-Delmas F & V,"",2015-08-03 20:15:00,2015-08-03 00:15:00,"4,004.72",281,2015-08-03 00:20:00,263.5
541013,Meadow Feeds-Delmas F & V,"",2015-08-03 15:10:00,2015-08-03 15:10:00,"2,230.57",96,2015-08-03 15:23:00,58.75
541013,Meadow Feeds-Delmas F & V,"",2015-08-03 20:30:00,2015-08-03 20:30:00,"3,812.92",261,2015-08-03 20:44:00,263.5
541014,Meadow Feeds-Delmas F & V,"",2015-08-03 00:15:00,2015-08-03 00:15:00,"4,151.42",229,2015-08-03 00:20:00,232
541014,Meadow Feeds-Delmas F & V,"",2015-08-03 13:00:00,2015-08-03 13:00:00,"3,115.70",123,2015-08-03 13:19:00,125
541021,Meadow Feeds-Delmas F & V,"",2015-08-03 00:10:00,2015-08-03 00:10:00,"6,365.66",254,2015-08-03 00:15:00,245
644263,Meadow Feeds-Delmas F & V,"",2015-08-03 11:00:00,2015-08-03 11:00:00,"5,569.69",141,2015-08-03 11:30:00,181
541019,Meadow Feeds-Delmas F & V,"",2015-08-03 09:00:00,2015-08-03 09:00:00,"6,682.13",287,2015-08-03 09:25:00,245
541022,Meadow Feeds-Delmas F & V,"",2015-08-03 11:30:00,2015-08-03 11:30:00,"4,180.19",231,2015-08-03 11:38:00,232
541022,Meadow Feeds-Delmas F & V,"",2015-08-03 00:10:00,2015-08-03 00:10:00,"4,199.37",233,2015-08-03 00:15:00,232
541016,Meadow Feeds-Delmas F & V,"",(none),(none),"3,929.80",0,2015-08-04 00:00:00,0
