Truck,FM ID,Primary Fleet,Fleet Tonnages,Function Code,Date,Income,Contribution,Kms,Blackout Status
M031,5049,Manline Mega,50.000,"",2015-10-05,"R7,606.45",R992.15,203,No
M032,5050,Manline Mega,50.000,"",2015-10-05,"R7,606.45",R992.15,203,Yes
M033,5097,Manline Mega,50.000,"",2015-10-05,"R7,606.45",R992.15,203,Yes
M034,6001,Manline Mega,50.000,"",2015-10-05,"R7,606.45",R992.15,203,Yes
M036,6004,Manline Mega,50.000,"",2015-10-05,"R4,583.87",R597.90,135,No
M037,4054,Manline Mega,50.000,"",2015-10-05,"R4,583.87",R597.90,135,No
M038,6005,Manline Mega,50.000,"",2015-10-05,"R6,303.23",R822.16,219,Yes
M040,4088,Manline Mega,50.000,"",2015-10-05,"R4,645.16",R605.89,232,No
M041,4089,Manline Mega,50.000,"",2015-10-05,"R4,645.16",R605.89,232,No
M043,4091,Manline Mega,50.000,"",2015-10-05,"R4,645.16",R605.89,232,No
M046,4094,Manline Mega,50.000,"",2015-10-05,"R5,744.52",R749.28,205,No
M047,4095,Manline Mega,50.000,"",2015-10-05,"R4,645.16",R605.89,232,No
M048,4096,Manline Mega,50.000,"",2015-10-05,"R4,645.16",R605.89,232,No
M049,4086,Manline Mega,50.000,"",2015-10-05,"R6,612.90",R862.55,323,Yes
M050,4097,Manline Mega,50.000,"",2015-10-05,"R4,645.16",R605.89,232,No
M061,4080,Manline Mega,50.000,"",2015-10-05,"R7,606.45",R992.15,203,No
M062,4081,Manline Mega,50.000,"",2015-10-05,"R7,606.45",R992.15,203,No
M073,30187,Manline Mega,50.000,"",2015-10-05,"R6,303.23",R822.16,219,No
M074,30192,Manline Mega,50.000,"",2015-10-05,"R6,303.23",R822.16,219,No
M075,30190,Manline Mega,50.000,"",2015-10-05,"R6,303.23",R822.16,219,No
