Truck,Loading ETA,Loading Arrival,Tripleg Income,Total Kms
18,2013-09-21 08:00:00,2013-09-21 06:00:00,"49,199.36",2855
71,2013-09-20 08:00:00,2013-09-20 06:00:00,"50,031.41",2855
