Truck,Date,Income,Contribution,Kms,Blackout Status
145001,2015-03-31,"R8,882.10",R762.73,287,Yes
145002,2015-03-31,"R8,882.10",R762.73,287,Yes
145003,2015-03-31,"R8,882.10",R762.73,287,Yes
145004,2015-03-31,"R8,882.10",R762.73,287,Yes
145005,2015-03-31,"R8,882.10",R762.73,287,Yes
145006,2015-03-31,"R8,882.10",R762.73,287,Yes
145007,2015-03-31,"R8,882.10",R762.73,287,Yes
545245,2015-03-31,"R8,882.10",R762.73,287,Yes
545247,2015-03-31,"R8,882.10",R762.73,287,Yes
545248,2015-03-31,"R8,882.10",R762.73,287,Yes
