Truck,Date,Income,Contribution,Kms,Blackout Status
M007,2014-06-30,"R16,250.00","R2,119.57",250,Yes
M013,2014-06-30,"R7,333.33",R956.52,333,No
M014,2014-06-30,"R9,479.17","R1,236.41",271,No
M015,2014-06-30,"R9,479.17","R1,236.41",271,Yes
M016,2014-06-30,"R9,479.17","R1,236.41",271,No
M024,2014-06-30,"R16,250.00","R2,119.57",250,No
M025,2014-06-30,"R12,187.50","R1,589.67",271,No
M026,2014-06-30,"R9,479.17","R1,236.41",271,No
M027,2014-06-30,"R12,187.50","R1,589.67",271,Yes
M028,2014-06-30,"R12,187.50","R1,589.67",271,No
M029,2014-06-30,"R9,479.17","R1,236.41",271,No
M030,2014-06-30,"R9,479.17","R1,236.41",271,No
M031,2014-06-30,"R16,250.00","R2,119.57",250,No
M032,2014-06-30,"R16,250.00","R2,119.57",250,No
M033,2014-06-30,"R16,250.00","R2,119.57",250,Yes
M034,2014-06-30,"R16,250.00","R2,119.57",250,No
M036,2014-06-30,"R9,479.17","R1,236.41",271,Yes
M037,2014-06-30,"R12,187.50","R1,589.67",271,No
M038,2014-06-30,"R16,250.00","R2,119.57",250,Yes
M039,2014-06-30,"R9,479.17","R1,236.41",271,Yes
M040,2014-06-30,"R7,333.33",R956.52,333,No
M041,2014-06-30,"R7,333.33",R956.52,333,Yes
M042,2014-06-30,"R7,333.33",R956.52,333,No
M043,2014-06-30,"R7,333.33",R956.52,333,Yes
M044,2014-06-30,"R7,333.33",R956.52,333,No
M045,2014-06-30,"R7,333.33",R956.52,333,Yes
M046,2014-06-30,"R7,333.33",R956.52,333,No
M047,2014-06-30,"R7,333.33",R956.52,333,Yes
M048,2014-06-30,"R7,333.33",R956.52,333,No
M049,2014-06-30,"R7,333.33",R956.52,333,No
M050,2014-06-30,"R7,333.33",R956.52,333,Yes
M051,2014-06-30,"R7,333.33",R956.52,333,Yes
M052,2014-06-30,"R7,333.33",R956.52,333,No
M053,2014-06-30,"R7,333.33",R956.52,333,Yes
M054,2014-06-30,"R9,479.17","R1,236.41",271,No
M055,2014-06-30,"R7,333.33",R956.52,333,No
M056,2014-06-30,"R7,333.33",R956.52,333,No
M057,2014-06-30,"R7,333.33",R956.52,333,No
M058,2014-06-30,"R7,333.33",R956.52,333,No
M059,2014-06-30,"R7,333.33",R956.52,333,No
M060,2014-06-30,"R9,479.17","R1,236.41",271,No
M061,2014-06-30,"R12,187.50","R1,589.67",271,No
M062,2014-06-30,"R12,187.50","R1,589.67",271,No
M063,2014-06-30,"R16,250.00","R2,119.57",250,Yes
M064,2014-06-30,"R9,479.17","R1,236.41",271,No
M065,2014-06-30,"R9,479.17","R1,236.41",271,No
M066,2014-06-30,"R9,479.17","R1,236.41",271,No
