Truck,Date,Income,Contribution,Kms,Blackout Status
644254,2015-03-31,"R6,201.14",R290.69,149,Yes
644255,2015-03-31,"R6,201.14",R290.69,149,Yes
644256,2015-03-31,"R6,201.14",R290.69,149,Yes
644257,2015-03-31,"R6,201.14",R290.69,149,Yes
644260,2015-03-31,"R6,201.14",R290.69,149,Yes
644261,2015-03-31,"R6,201.14",R290.69,149,Yes
644262,2015-03-31,"R6,201.14",R290.69,149,Yes
644264,2015-03-31,"R6,201.14",R290.69,149,Yes
644265,2015-03-31,"R6,201.14",R290.69,149,Yes
644266,2015-03-31,"R6,201.14",R290.69,149,Yes
corobrick-subbies,2015-03-31,"R8,277.23","R1,986.54",0,Yes
