startDate,stopDate,Truck
2015-03-10 00:00:00,2015-03-11 00:00:00,222
2015-03-10 00:00:00,2015-03-11 00:00:00,140
2015-03-10 00:00:00,2015-03-11 00:00:00,245
2015-03-10 00:00:00,2015-03-11 00:00:00,141
2015-03-10 00:00:00,2015-03-11 00:00:00,108
2015-03-10 00:00:00,2015-03-11 00:00:00,111
2015-03-10 00:00:00,2015-03-11 00:00:00,128
2015-03-10 00:00:00,2015-03-11 00:00:00,132
2015-03-10 00:00:00,2015-03-11 00:00:00,96
2015-03-10 00:00:00,2015-03-11 00:00:00,142
2015-03-10 00:00:00,2015-03-11 00:00:00,107
2015-03-10 00:00:00,2015-03-11 00:00:00,105
2015-03-10 00:00:00,2015-03-11 00:00:00,131
2015-03-10 00:00:00,2015-03-11 00:00:00,150
2015-03-10 00:00:00,2015-03-11 00:00:00,159
2015-03-10 00:00:00,2015-03-11 00:00:00,152
2015-03-10 00:00:00,2015-03-11 00:00:00,161
2015-03-10 00:00:00,2015-03-11 00:00:00,157
2015-03-10 00:00:00,2015-03-11 00:00:00,52
2015-03-10 00:00:00,2015-03-11 00:00:00,61
2015-03-10 00:00:00,2015-03-11 00:00:00,147
2015-03-10 00:00:00,2015-03-11 00:00:00,12
2015-03-10 00:00:00,2015-03-11 00:00:00,299
2015-03-10 00:00:00,2015-03-11 00:00:00,303
2015-03-10 00:00:00,2015-03-11 00:00:00,49
2015-03-10 00:00:00,2015-03-11 00:00:00,158
2015-03-10 00:00:00,2015-03-11 00:00:00,9
2015-03-10 00:00:00,2015-03-11 00:00:00,48
2015-03-10 00:00:00,2015-03-11 00:00:00,51
2015-03-10 00:00:00,2015-03-11 00:00:00,7
2015-03-10 00:00:00,2015-03-11 00:00:00,304
2015-03-10 00:00:00,2015-03-11 00:00:00,53
2015-03-10 00:00:00,2015-03-11 00:00:00,153
2015-03-10 00:00:00,2015-03-11 00:00:00,50
2015-03-10 00:00:00,2015-03-11 00:00:00,160
2015-03-10 00:00:00,2015-03-11 00:00:00,155
2015-03-10 00:00:00,2015-03-11 00:00:00,DM7old
