Cargo,Trip Number,Truck,Planned Loading Arrival,Loading Arrival,Planned Offloading Arrival,Offloading Arrival,Loading Difference (hrs),Offloading Difference (hrs),Planning Difference(hrs),Time Created,Created by,Customer
243987,196004,128,2011-10-04 17:00:00,2011-10-04 21:00:00,2011-10-06 08:00:00,2011-10-06 06:45:00,4,-1,23,4 October,Devon Bezuidenhout,Powder - Lak (Pty) Ltd
244008,193586,42,2011-10-04 17:00:00,2011-10-04 19:30:00,2011-10-05 17:00:00,2011-10-06 05:00:00,3,12,9,4 October,Shaun du Preez,Omnia Fertiliser
243835,194105,230,2011-10-04 16:00:00,2011-10-04 16:00:00,2011-10-05 13:00:00,2011-10-05 13:40:00,0,1,31,4 October,Shaun du Preez,Tastic Rice
244129,BB8010,D79,2011-10-04 10:00:00,2011-10-04 10:00:00,2011-10-04 22:00:00,2011-10-04 18:00:00,0,-4,5,4 October,Kevin Fourie,Premier Foods - BB Bakery
244141,196227,112,2011-10-04 08:00:00,2011-10-04 08:00:00,2011-10-05 11:00:00,2011-10-05 10:00:00,0,-1,8,4 October,Shaun du Preez,Premier Trunking - Isando
244029,205674,147,2011-10-05 08:00:00,2011-10-04 18:42:00,2011-10-06 12:00:00,2011-10-06 12:00:00,-13,0,23,4 October,Devon Bezuidenhout,Canter Transport
244144,194539,193,2011-10-04 16:00:00,2011-10-04 16:00:00,2011-10-05 14:00:00,2011-10-05 13:00:00,0,-1,0,4 October,Jacques Maartens,Premier Trunking - Isando
244145,198431,188,2011-10-04 16:00:00,2011-10-04 08:00:00,2011-10-04 13:00:00,2011-10-05 12:20:00,-8,23,0,4 October,Jacques Maartens,Premier Trunking - Isando
244150,B20550,238,2011-10-04 18:00:00,2011-10-04 15:39:00,2011-10-05 09:00:00,2011-10-05 08:14:00,-2,1,0,4 October,Andre Honsh-Raj,Buckman New
244152,B17517,236,2011-10-04 18:00:00,2011-10-04 20:04:00,2011-10-05 09:00:00,2011-10-05 15:10:00,2,6,0,4 October,Andre Honsh-Raj,Buckman New
244033,196119,101,2011-10-04 10:00:00,2011-10-05 00:05:00,2011-10-05 14:00:00,2011-10-05 07:20:00,14,-5,1,4 October,Shaun du Preez,National Brands
244147,198432,188,2011-10-05 15:00:00,2011-10-05 17:30:00,2011-10-06 07:00:00,2011-10-06 08:25:00,3,1,23,4 October,Jacques Maartens,Hulamin Ext (Midrand)
243955,196815,77,2011-10-04 16:00:00,2011-10-04 23:00:00,2011-10-05 15:00:00,2011-10-05 15:18:00,7,0,25,4 October,Shaun du Preez,Pannar Seeds
243518,196205,78,2011-10-04 17:00:00,2011-10-04 17:27:00,2011-10-05 12:00:00,2011-10-05 13:40:00,0,2,102,4 October,Devon Bezuidenhout,Tastic Rice
244097,195939,119,2011-10-04 16:00:00,2011-10-04 16:25:00,2011-10-14 00:00:00,2011-10-10 12:00:00,0,-84,3,4 October,Zac Bolton,Omnia Fertiliser
244157,193738,240,2011-10-04 08:00:00,2011-10-04 11:00:00,2011-10-05 10:00:00,2011-10-05 09:51:00,3,0,9,4 October,Shaun du Preez,Premier Trunking - Isando
244098,192974,259,2011-10-05 08:00:00,2011-10-05 05:30:00,2011-10-14 11:00:00,2011-10-10 12:00:00,-1,-95,19,4 October,Zac Bolton,Omnia Fertiliser
243980,198439,110,2011-10-03 18:00:00,2011-10-05 15:00:00,2011-10-04 10:00:00,2011-10-06 08:25:00,45,46,0,4 October,Shaun du Preez,Plaaskem (Pty) Ltd
244160,198402,67,2011-10-04 19:00:00,2011-10-04 19:20:00,2011-10-05 12:00:00,2011-10-05 12:45:00,0,1,0,4 October,Shaun du Preez,Premier Trunking - Isando
244114,196680,173,2011-10-05 10:00:00,2011-10-05 13:20:00,2011-10-06 10:00:00,2011-10-06 08:30:00,3,0,18,4 October,Shaun du Preez,Hulamin Extrusions
244162,196432,174,2011-10-04 17:00:00,2011-10-04 17:10:00,2011-10-05 19:00:00,2011-10-05 17:02:00,0,0,1,4 October,Shaun du Preez,Premier Trunking - Isando
244164,196061,24,2011-10-04 18:00:00,2011-10-04 18:32:00,2011-10-06 07:00:00,2011-10-06 11:07:00,1,4,0,4 October,Shaun du Preez,BZM Vervoer (EDMS) Bpk
244165,185676,26,2011-10-04 18:00:00,2011-10-04 18:20:00,2011-10-06 07:00:00,2011-10-06 11:00:00,0,4,0,4 October,Shaun du Preez,BZM Vervoer (EDMS) Bpk
244009,198391,28,2011-10-04 20:00:00,2011-10-04 21:30:00,2011-10-05 22:00:00,2011-10-06 09:00:00,2,11,12,4 October,Shaun du Preez,Omnia Fertiliser
243884,194385,263,2011-10-04 19:00:00,2011-10-05 05:48:00,2011-10-06 08:00:00,2011-10-06 06:30:00,11,0,30,4 October,Shaun du Preez,Sasko
244166,197602,86,2011-10-05 18:00:00,2011-10-05 16:45:00,2011-10-12 08:00:00,2011-10-12 19:22:00,-1,11,22,4 October,Lance Naude,Zambia Sugar
244167,199731,179,2011-10-04 18:00:00,2011-10-04 18:01:00,2011-10-04 22:00:00,2011-10-04 21:50:00,0,0,1,4 October,Xolani Buthelezi,Illovo Sugar Speed Fleet Noodesburg
244168,199725,181,2011-10-04 18:00:00,2011-10-04 19:17:00,2011-10-04 22:00:00,2011-10-04 22:22:00,1,0,1,4 October,Xolani Buthelezi,Illovo Sugar Speed Fleet Noodesburg
244169,199728,184,2011-10-04 18:00:00,2011-10-04 17:35:00,2011-10-04 22:00:00,2011-10-04 20:20:00,0,0,1,4 October,Xolani Buthelezi,Illovo Sugar Speed Fleet Noodesburg
244170,199527,185,2011-10-04 18:00:00,2011-10-05 06:22:00,2011-10-04 22:00:00,2011-10-05 09:55:00,12,12,1,4 October,Xolani Buthelezi,Illovo Sugar Speed Fleet Noodesburg
244171,199733,183,2011-10-04 18:00:00,2011-10-04 17:46:00,2011-10-04 22:00:00,2011-10-04 20:26:00,0,0,1,4 October,Xolani Buthelezi,Illovo Sugar Speed Fleet Noodesburg
244172,199726,178,2011-10-04 22:00:00,2011-10-04 21:54:00,2011-10-05 03:00:00,2011-10-05 01:18:00,0,0,0,4 October,Xolani Buthelezi,Illovo Sugar Speed Fleet Noodesburg
244173,199724,180,2011-10-04 22:00:00,2011-10-04 21:31:00,2011-10-05 03:00:00,2011-10-05 00:49:00,0,-2,1,4 October,Xolani Buthelezi,Illovo Sugar Speed Fleet Noodesburg
244174,199727,182,2011-10-04 22:00:00,2011-10-05 00:35:00,2011-10-05 03:00:00,2011-10-05 03:52:00,3,1,1,4 October,Xolani Buthelezi,Illovo Sugar Speed Fleet Noodesburg
244175,199730,186,2011-10-04 22:00:00,2011-10-04 21:25:00,2011-10-05 03:00:00,2011-10-05 00:36:00,1,-2,1,4 October,Xolani Buthelezi,Illovo Sugar Speed Fleet Noodesburg
244176,199729,184,2011-10-04 23:00:00,2011-10-04 23:01:00,2011-10-05 03:00:00,2011-10-05 02:09:00,0,1,1,4 October,Elsworth Nduli,Illovo Sugar Speed Fleet Noodesburg
244176,199729,184,2011-10-04 23:00:00,2011-10-05 06:02:00,2011-10-05 03:00:00,2011-10-05 06:49:00,7,4,1,4 October,Elsworth Nduli,Illovo Sugar Speed Fleet Noodesburg
244177,199734,183,2011-10-04 23:00:00,2011-10-04 23:42:00,2011-10-05 03:00:00,2011-10-05 03:06:00,1,0,1,4 October,Elsworth Nduli,Illovo Sugar Speed Fleet Noodesburg
244177,199734,183,2011-10-04 23:00:00,2011-10-05 06:02:00,2011-10-05 03:00:00,2011-10-05 06:54:00,7,4,1,4 October,Elsworth Nduli,Illovo Sugar Speed Fleet Noodesburg
244178,199735,181,2011-10-04 23:30:00,2011-10-05 01:35:00,2011-10-05 03:00:00,2011-10-05 03:35:00,2,1,1,4 October,Elsworth Nduli,Illovo Sugar Speed Fleet Noodesburg
244178,199735,181,2011-10-04 23:30:00,2011-10-05 04:10:00,2011-10-05 03:00:00,2011-10-05 05:45:00,5,3,1,4 October,Elsworth Nduli,Illovo Sugar Speed Fleet Noodesburg
244179,199732,179,2011-10-04 23:30:00,2011-10-05 01:32:00,2011-10-05 03:00:00,2011-10-05 03:15:00,2,0,1,4 October,Elsworth Nduli,Illovo Sugar Speed Fleet Noodesburg
244179,199732,179,2011-10-04 23:30:00,2011-10-05 06:01:00,2011-10-05 03:00:00,2011-10-05 07:54:00,7,5,1,4 October,Elsworth Nduli,Illovo Sugar Speed Fleet Noodesburg
244180,199521,178,2011-10-05 06:00:00,2011-10-05 06:15:00,2011-10-05 10:00:00,2011-10-05 09:18:00,0,1,1,5 October,Elsworth Nduli,Illovo Sugar Speed Fleet Noodesburg
244181,199523,180,2011-10-05 06:00:00,2011-10-05 05:34:00,2011-10-05 10:00:00,2011-10-05 09:15:00,0,1,1,5 October,Elsworth Nduli,Illovo Sugar Speed Fleet Noodesburg
244182,199525,182,2011-10-05 06:00:00,2011-10-05 07:28:00,2011-10-05 10:00:00,2011-10-05 11:15:00,1,1,1,5 October,Elsworth Nduli,Illovo Sugar Speed Fleet Noodesburg
244183,199529,186,2011-10-05 06:00:00,2011-10-05 05:20:00,2011-10-05 10:00:00,2011-10-05 08:35:00,1,-1,2,5 October,Elsworth Nduli,Illovo Sugar Speed Fleet Noodesburg
244184,BB8105,D09,2011-10-04 12:00:00,2011-10-04 12:00:00,2011-10-04 21:00:00,2011-10-04 23:45:00,0,3,19,5 October,Kevin Fourie,Premier Foods - BB Bakery
244185,BB7859,D77,2011-10-04 18:00:00,2011-10-04 18:00:00,2011-10-04 22:30:00,2011-10-05 03:22:00,0,5,13,5 October,Kevin Fourie,Premier Foods - BB Bakery
244186,BB7892,D78,2011-10-04 15:00:00,2011-10-04 15:00:00,2011-10-04 21:30:00,2011-10-05 01:20:00,0,4,16,5 October,Kevin Fourie,Premier Foods - BB Bakery
244189,BB7905,D78,2011-10-01 18:00:00,2011-10-01 17:25:00,2011-10-01 22:30:00,2011-10-01 23:42:00,1,1,86,5 October,Kevin Fourie,Premier Foods - BB Bakery
244191,B17104,4,2011-10-04 17:00:00,2011-10-04 19:15:00,2011-10-05 08:00:00,2011-10-05 08:30:00,2,1,15,5 October,Mthunzi Mnguni,Buckman New Gauteng FandV
244192,199531,179,2011-10-05 09:30:00,2011-10-05 10:29:00,2011-10-05 12:00:00,2011-10-05 13:41:00,1,2,0,5 October,Arthur Vissagie,Illovo Sugar Speed Fleet Noodesburg
244130,198413,18,2011-10-05 14:00:00,2011-10-05 13:00:00,2011-10-06 16:00:00,2011-10-06 11:31:00,-1,-4,21,5 October,Shaun du Preez,Alphaplast (Pty) LTD
244199,199532,181,2011-10-05 09:30:00,2011-10-05 09:30:00,2011-10-05 12:00:00,2011-10-05 12:30:00,0,1,0,5 October,Arthur Vissagie,Illovo Sugar Speed Fleet Noodesburg
244200,199533,183,2011-10-05 09:30:00,2011-10-05 10:46:00,2011-10-05 12:00:00,2011-10-05 14:21:00,1,2,0,5 October,Arthur Vissagie,Illovo Sugar Speed Fleet Noodesburg
244201,F11994,E40,2011-10-04 20:00:00,2011-10-04 18:15:00,2011-10-05 19:00:00,2011-10-05 16:35:00,0,-2,12,5 October,Cameron Singh,Engen
244202,199534,184,2011-10-05 09:30:00,2011-10-05 10:00:00,2011-10-05 12:00:00,2011-10-05 13:15:00,1,1,0,5 October,Arthur Vissagie,Illovo Sugar Speed Fleet Noodesburg
244206,F10031,E44,2011-10-05 11:00:00,2011-10-05 13:15:00,2011-10-05 20:00:00,2011-10-06 15:30:00,2,20,3,5 October,Cameron Singh,Total SA
244207,F2970,E47,2011-10-05 10:00:00,2011-10-05 10:15:00,2011-10-05 20:00:00,2011-10-06 13:34:00,0,18,2,5 October,Cameron Singh,Total SA
244208,F10675,E48,2011-10-05 10:00:00,2011-10-05 09:22:00,2011-10-05 20:00:00,2011-10-06 07:47:00,1,12,0,5 October,Cameron Singh,Total SA
244209,F10032,E50,2011-10-05 10:00:00,2011-10-05 10:50:00,2011-10-05 21:00:00,2011-10-06 08:34:00,1,12,0,5 October,Cameron Singh,Total SA
244210,F2957,E42,2011-10-05 10:00:00,2011-10-05 11:45:00,2011-10-06 12:00:00,2011-10-06 20:30:00,2,9,0,5 October,Cameron Singh,Engen
244211,F9823,E49,2011-10-05 12:00:00,2011-10-05 12:30:00,2011-10-06 12:00:00,2011-10-06 16:35:00,1,5,2,5 October,Cameron Singh,Engen
244214,F11385,E52,2011-10-05 12:00:00,2011-10-05 15:45:00,2011-10-06 12:00:00,2011-10-06 20:25:00,4,8,2,5 October,Cameron Singh,Engen
244215,F9801,E51,2011-10-05 12:00:00,2011-10-05 14:25:00,2011-10-06 12:00:00,2011-10-07 08:37:00,2,21,2,5 October,Cameron Singh,Engen
244115,194451,187,2011-10-05 10:00:00,2011-10-05 10:01:00,2011-10-06 10:00:00,2011-10-06 10:00:00,0,0,18,5 October,Jacques Maartens,Soft Spread
244216,A17044,158,2011-10-05 08:00:00,2011-10-05 05:10:00,2011-10-05 16:00:00,2011-10-05 14:05:00,-1,0,0,5 October,Kenny Hiscock,Arcelor Mittal
244083,194500,225,2011-10-04 17:00:00,2011-10-05 18:00:00,2011-10-05 16:00:00,2011-10-06 08:10:00,25,16,5,5 October,Shaun du Preez,Ferro
244217,F10042,E53,2011-10-05 12:00:00,2011-10-05 18:50:00,2011-10-06 12:00:00,2011-10-08 08:00:00,7,44,2,5 October,Cameron Singh,Engen
244213,205554,12,2011-10-05 10:00:00,2011-10-05 11:00:00,2011-10-06 08:00:00,2011-10-06 11:00:00,1,3,0,5 October,Devon Bezuidenhout,BSI Steel Limited
242682,195865,229,2011-09-24 12:00:00,2011-10-05 17:00:00,2011-09-25 08:00:00,2011-10-05 21:35:00,269,254,0,5 October,Shaun du Preez,Omnia Fertiliser
244221,194485,266,2011-10-05 14:00:00,2011-10-05 10:51:00,2011-10-06 08:00:00,2011-10-06 09:20:00,-3,1,4,5 October,Kershan Balakistan,Barloworld Logistics  (Illovo)
244222,F9816,E39,2011-10-05 16:00:00,2011-10-05 17:21:00,2011-10-06 16:00:00,2011-10-07 07:50:00,1,16,6,5 October,Cameron Singh,Engen
244223,209261,193,2011-10-05 14:00:00,2011-10-05 16:00:00,2011-10-06 08:00:00,2011-10-05 18:05:00,2,-12,4,5 October,Kershan Balakistan,Barloworld Logistics  (Illovo)
244212,196620,69,2011-10-05 10:00:00,2011-10-05 10:40:00,2011-10-06 10:00:00,2011-10-06 13:20:00,1,3,0,5 October,Shaun du Preez,BSI Steel Limited
244218,193922,81,2011-10-05 12:00:00,2011-10-05 12:14:00,2011-10-06 12:00:00,2011-10-06 08:02:00,0,-2,2,5 October,Shaun du Preez,Sasko
244226,194466,192,2011-10-05 09:00:00,2011-10-05 06:00:00,2011-10-06 09:00:00,2011-10-06 06:17:00,-3,-1,0,5 October,Jacques Maartens,Premier Trunking - Isando
244228,193559,99,2011-10-05 11:00:00,2011-10-05 12:24:00,2011-10-06 08:00:00,2011-10-06 09:18:00,1,1,2,5 October,Devon Bezuidenhout,Premier Trunking - Isando
244229,193863,27,2011-10-05 12:00:00,2011-10-05 12:11:00,2011-10-06 10:00:00,2011-10-06 13:45:00,0,4,3,5 October,Shaun du Preez,Premier Trunking - Isando
244230,196036,261,2011-10-05 12:00:00,2011-10-05 12:00:00,2011-10-06 11:00:00,2011-10-06 10:00:00,0,-1,3,5 October,Jacques Maartens,Premier Trunking - Isando
244231,BB7907,D09,2011-10-02 10:00:00,2011-10-02 10:00:00,2011-10-02 22:00:00,2011-10-02 18:20:00,0,-2,71,5 October,Kevin Fourie,Premier Foods - BB Bakery
244232,BB7966,D77,2011-10-02 18:00:00,2011-10-02 18:00:00,2011-10-02 22:30:00,2011-10-03 03:58:00,0,5,63,5 October,Kevin Fourie,Premier Foods - BB Bakery
244143,194343,82,2011-10-05 12:00:00,2011-10-05 15:05:00,2011-10-07 08:00:00,2011-10-07 12:20:00,3,4,20,5 October,Devon Bezuidenhout,E & C Charcoal (PTY)LTD
244233,BB8103,D78,2011-10-02 12:00:00,2011-10-02 12:00:00,2011-10-02 21:00:00,2011-10-02 23:15:00,0,2,69,5 October,Kevin Fourie,Premier Foods - BB Bakery
244235,205548,265,2011-10-05 12:00:00,2011-10-05 13:50:00,2011-10-06 10:00:00,2011-10-06 10:42:00,2,1,3,5 October,Shaun du Preez,Premier Trunking - Isando
244236,BB7827,D79,2011-10-02 15:00:00,2011-10-03 01:15:00,2011-10-02 21:30:00,2011-10-03 08:25:00,10,11,66,5 October,Kevin Fourie,Premier Foods - BB Bakery
243882,193763,143,2011-10-05 10:00:00,2011-10-05 16:31:00,2011-10-15 12:00:00,2011-10-11 08:30:00,7,-98,47,5 October,Zac Bolton,Chemical Initiatives
244239,B20262,1,2011-10-05 09:00:00,2011-10-05 07:15:00,2011-10-05 17:00:00,2011-10-05 11:00:00,0,-6,0,5 October,Andre Honsh-Raj,Buckman New
243341,198311,70,2011-10-05 13:00:00,2011-10-05 16:14:00,2011-10-05 16:00:00,2011-10-06 07:40:00,3,16,147,5 October,Devon Bezuidenhout,Pallet Shunting
244204,205736,101,2011-10-05 09:00:00,2011-10-05 10:10:00,2011-10-06 08:00:00,2011-10-06 07:00:00,1,-1,1,5 October,Sandile Khumalo,Rohm & Haas
244240,190784,E13,2011-10-05 18:00:00,2011-10-06 09:45:00,2011-10-12 11:00:00,2011-10-13 07:15:00,16,20,7,5 October,Cameron Singh,Access Freight International - Overborder
244241,A17010,162,2011-10-05 06:00:00,2011-10-04 21:35:00,2011-10-05 14:00:00,2011-10-05 11:15:00,-8,-1,3,5 October,Kenny Hiscock,Arcelor Mittal
244242,196090,66,2011-10-05 07:00:00,2011-10-05 07:00:00,2011-10-06 11:00:00,2011-10-06 07:28:00,0,-2,2,5 October,Shaun du Preez,Premier Trunking - Isando
244244,194438,109,2011-10-05 10:00:00,2011-10-05 11:00:00,2011-10-06 08:00:00,2011-10-06 06:55:00,1,-1,1,5 October,Sandile Khumalo,AfriSam
244246,192369,E14,2011-10-05 18:00:00,2011-10-06 12:21:00,2011-10-12 12:00:00,2011-10-13 06:10:00,18,18,7,5 October,Cameron Singh,Access Freight International - Overborder
244250,198468,E18,2011-10-05 16:00:00,2011-10-06 14:45:00,2011-10-12 13:00:00,2011-10-12 08:45:00,23,-4,5,5 October,Cameron Singh,Access Freight International - Overborder
244252,193792,DM1,2011-10-05 09:00:00,2011-10-05 12:10:00,2011-10-06 08:00:00,2011-10-06 11:25:00,3,3,0,5 October,Sandile Khumalo,Pride Milling - Nigel
244253,194386,222,2011-10-05 13:00:00,2011-10-05 10:51:00,2011-10-06 08:00:00,2011-10-05 16:20:00,-2,-14,2,5 October,Devon Bezuidenhout,Premier Trunking - Isando
244255,193571,DM5,2011-10-05 08:00:00,2011-10-05 11:41:00,2011-10-06 09:00:00,2011-10-06 08:35:00,4,0,1,5 October,Sandile Khumalo,Pride Milling - Nigel
244073,197640,223,2011-10-05 16:00:00,2011-10-05 17:20:00,2011-10-06 08:00:00,2011-10-07 07:15:00,1,23,28,5 October,Devon Bezuidenhout,Sasko
244257,193503,E20,2011-10-05 16:00:00,2011-10-06 07:25:00,2011-10-12 12:00:00,2011-10-13 08:21:00,15,20,6,5 October,Cameron Singh,Access Freight International - Overborder
244024,194421,220,2011-10-05 10:00:00,2011-10-05 07:35:00,2011-10-05 15:00:00,2011-10-05 11:30:00,-2,-2,24,5 October,Devon Bezuidenhout,Monteagle Africa Limited
244022,194427,220,2011-10-05 17:00:00,2011-10-05 17:06:00,2011-10-06 06:00:00,2011-10-06 05:50:00,0,0,31,5 October,Devon Bezuidenhout,Monteagle Africa Limited
244023,198274,17,2011-10-05 10:00:00,2011-10-05 15:30:00,2011-10-06 06:00:00,2011-10-06 05:40:00,6,0,24,5 October,Devon Bezuidenhout,Monteagle Africa Limited
244004,196233,56,2011-10-05 12:00:00,2011-10-05 10:55:00,2011-10-06 08:00:00,2011-10-06 06:40:00,-1,-1,28,5 October,Shaun du Preez,Pannar Local Kaalfontein
244067,196927,22,2011-10-05 13:00:00,2011-10-05 13:23:00,2011-10-06 08:00:00,2011-10-06 08:00:00,0,0,27,5 October,Devon Bezuidenhout,Pannar Seeds
244006,198269,87,2011-10-05 10:00:00,2011-10-05 12:10:00,2011-10-06 07:00:00,2011-10-07 09:20:00,2,26,26,5 October,Shaun du Preez,Pannar Local Kaalfontein
244005,196070,171,2011-10-05 00:00:00,2011-10-05 12:00:00,2011-10-06 07:00:00,2011-10-06 08:00:00,12,1,16,5 October,Shaun du Preez,Pannar Local Kaalfontein
244127,198040,205,2011-10-05 10:30:00,2011-10-05 11:44:00,2011-10-12 10:00:00,2011-10-07 09:35:00,1,-120,19,5 October,Jaap Saayman,Kodav
244264,194256,DM9,2011-10-05 08:00:00,2011-10-05 15:00:00,2011-10-06 09:00:00,2011-10-06 13:00:00,7,4,2,5 October,Sandile Khumalo,Pride Milling - Nigel
244128,195394,61,2011-10-05 11:00:00,2011-10-06 18:12:00,2011-10-12 08:00:00,2011-10-13 11:00:00,31,27,18,5 October,Jaap Saayman,Kodav
244265,193946,100,2011-10-05 08:00:00,2011-10-05 13:09:00,2011-10-06 09:00:00,2011-10-06 11:10:00,5,2,2,5 October,Sandile Khumalo,Pride Milling - Nigel
244248,205748,20,2011-10-05 13:00:00,2011-10-05 11:55:00,2011-10-06 10:00:00,2011-10-06 11:00:00,-1,1,2,5 October,Shaun du Preez,Bulk Brick Supplies
244238,205685,88,2011-10-05 13:00:00,2011-10-05 13:43:00,2011-10-06 08:00:00,2011-10-06 06:25:00,1,0,2,5 October,Shaun du Preez,Lime Distributors (Natal) CC
244268,198261,217,2011-10-04 21:00:00,2011-10-04 22:56:00,2011-10-06 08:00:00,2011-10-06 10:20:00,2,2,13,5 October,Devon Bezuidenhout,Fasloc Rescaps
244269,209324,197,2011-10-05 11:00:00,2011-10-05 11:00:00,2011-10-06 10:00:00,2011-10-06 06:45:00,0,-3,1,5 October,Jacques Maartens,Barloworld Logistics  (Illovo)
244121,205717,170,2011-10-05 12:00:00,2011-10-05 11:12:00,2011-10-06 10:00:00,2011-10-06 05:54:00,1,-4,19,5 October,Shaun du Preez,Akulu Marchon NON HAZ
244273,199737,122,2011-10-05 12:00:00,2011-10-05 12:21:00,2011-10-06 11:00:00,2011-10-06 06:53:00,0,-4,0,5 October,Jacques Maartens,Barloworld Logistics (Cement)
244276,192828,77,2011-10-05 18:00:00,2011-10-05 18:05:00,2011-10-06 13:00:00,2011-10-10 06:45:00,0,90,7,5 October,Jimmy Shezi,Pannar Seeds
244274,191932,127,2011-10-05 08:00:00,2011-10-05 11:45:00,2011-10-06 12:00:00,2011-10-06 10:17:00,4,0,2,5 October,Sandile Khumalo,Barloworld Logistics (Cement)
244287,205550,242,2011-10-05 14:00:00,2011-10-05 15:00:00,2011-10-06 10:00:00,2011-10-07 08:00:00,1,22,1,5 October,Shaun du Preez,Sasko
244138,205672,65,2011-10-05 15:00:00,2011-10-05 17:06:00,2011-10-06 15:00:00,2011-10-06 19:26:00,2,4,23,5 October,Shaun du Preez,Omnia Fertiliser
244288,199530,186,2011-10-05 12:00:00,2011-10-05 11:35:00,2011-10-05 15:00:00,2011-10-05 14:00:00,0,-1,1,5 October,Arthur Vissagie,Illovo Sugar Speed Fleet Noodesburg
244126,192999,53,2011-10-05 13:00:00,2011-10-05 16:30:00,2011-10-12 10:00:00,2011-10-13 10:30:00,4,25,20,5 October,Jaap Saayman,Kodav
244234,196666,21,2011-10-05 15:00:00,2011-10-05 14:45:00,2011-10-06 12:00:00,2011-10-06 10:20:00,0,0,6,5 October,Shaun du Preez,E & C Charcoal (PTY)LTD
244289,199524,180,2011-10-05 12:30:00,2011-10-05 12:23:00,2011-10-05 15:00:00,2011-10-05 15:05:00,0,0,1,5 October,Arthur Vissagie,Illovo Sugar Speed Fleet Noodesburg
244289,199524,180,2011-10-05 12:30:00,2011-10-05 17:08:00,2011-10-05 15:00:00,2011-10-05 18:43:00,5,4,1,5 October,Arthur Vissagie,Illovo Sugar Speed Fleet Noodesburg
244278,196175,224,2011-10-05 14:00:00,2011-10-05 13:25:00,2011-10-07 08:00:00,2011-10-06 14:45:00,1,-17,3,5 October,Devon Bezuidenhout,M4 Transport Brokers
244290,199528,185,2011-10-05 13:00:00,2011-10-05 13:26:00,2011-10-05 15:30:00,2011-10-05 15:28:00,0,0,0,5 October,Arthur Vissagie,Illovo Sugar Speed Fleet Noodesburg
244290,199528,185,2011-10-05 13:00:00,2011-10-05 16:10:00,2011-10-05 15:30:00,2011-10-05 18:47:00,3,3,0,5 October,Arthur Vissagie,Illovo Sugar Speed Fleet Noodesburg
244292,199522,178,2011-10-05 12:45:00,2011-10-05 12:55:00,2011-10-05 15:00:00,2011-10-05 15:09:00,0,0,1,5 October,Arthur Vissagie,Illovo Sugar Speed Fleet Noodesburg
244292,199522,178,2011-10-05 12:45:00,2011-10-05 17:08:00,2011-10-05 15:00:00,2011-10-05 18:48:00,4,4,1,5 October,Arthur Vissagie,Illovo Sugar Speed Fleet Noodesburg
244125,184295,145,2011-10-06 10:00:00,2011-10-06 16:55:00,2011-10-12 09:00:00,2011-10-08 08:00:00,7,-97,41,5 October,Jaap Saayman,Kodav
244124,196585,92,2011-10-05 13:00:00,2011-10-05 17:00:00,2011-10-12 00:00:00,2011-10-14 10:15:00,4,58,20,5 October,Jaap Saayman,Kodav
244293,198333,234,2011-10-05 18:00:00,2011-10-05 18:00:00,2011-10-06 10:00:00,2011-10-06 11:00:00,0,1,6,5 October,Sandile Khumalo,National Brands
243883,197700,29,2011-10-05 12:00:00,2011-10-05 09:55:00,2011-10-06 14:00:00,2011-10-06 12:05:00,-2,0,47,5 October,Shaun du Preez,Sasko
244142,197659,102,2011-10-05 12:00:00,2011-10-05 12:41:00,2011-10-06 10:00:00,2011-10-06 09:16:00,1,1,20,5 October,Shaun du Preez,Sugar on Tap
244223,209261,193,2011-10-05 14:00:00,2011-10-05 19:06:00,2011-10-06 08:00:00,2011-10-06 11:19:00,5,3,4,5 October,Kershan Balakistan,Barloworld Logistics  (Illovo)
244298,196019,190,2011-10-05 13:00:00,2011-10-05 12:40:00,2011-10-06 12:00:00,2011-10-06 07:12:00,0,-3,1,5 October,Jacques Maartens,Barloworld Logistics  (Illovo)
243887,193739,240,2011-10-05 13:00:00,2011-10-05 12:17:00,2011-10-06 15:00:00,2011-10-06 12:40:00,1,-2,48,5 October,Shaun du Preez,Sasko
244302,205559,235,2011-10-05 13:00:00,2011-10-05 16:40:00,2011-10-07 07:00:00,2011-10-07 09:00:00,4,2,1,5 October,Shaun du Preez,Premier Trunking - Isando
244303,199526,182,2011-10-05 13:00:00,2011-10-05 14:25:00,2011-10-05 16:00:00,2011-10-05 16:00:00,1,0,1,5 October,Arthur Vissagie,Illovo Sugar Speed Fleet Noodesburg
244303,199526,182,2011-10-05 13:00:00,2011-10-05 16:40:00,2011-10-05 16:00:00,2011-10-05 18:14:00,4,2,1,5 October,Arthur Vissagie,Illovo Sugar Speed Fleet Noodesburg
244105,195970,138,2011-10-05 18:00:00,2011-10-05 17:00:00,2011-10-13 11:00:00,2011-10-11 22:30:00,-1,-35,29,5 October,Jaap Saayman,Logisticor (PTY) Ltd
244307,194588,211,2011-10-05 13:00:00,2011-10-05 11:05:00,2011-10-06 08:00:00,2011-10-06 07:00:00,0,-1,1,5 October,Shaun du Preez,Pallet Shunting
244308,197335,98,2011-10-05 12:00:00,2011-10-05 14:40:00,2011-10-06 08:00:00,2011-10-06 15:48:00,3,8,0,5 October,Sandile Khumalo,Epol Feeds - Pretoria West
244103,194367,79,2011-10-04 15:00:00,2011-10-05 15:00:00,2011-10-06 08:00:00,2011-10-06 07:30:00,24,1,3,5 October,Shaun du Preez,Kempston Logistics East London
