Truck,FM ID,Primary Fleet,Fleet Tonnages,Function Code,Date,Income,Contribution,Kms,Blackout Status
140271,5118,PPC - P.E,40.000,307,2015-10-12,"R12,022.28","R1,851.93",523,Yes
340001,5273,PPC - Dwaalboom,40.000,305,2015-10-12,"R8,117.65","R1,217.65",565,Yes
340002,5274,PPC - Dwaalboom,40.000,305,2015-10-12,"R8,117.65","R1,217.65",565,Yes
340003,5275,PPC - Dwaalboom,40.000,305,2015-10-12,"R8,117.65","R1,217.65",565,Yes
340004,5276,PPC - Dwaalboom,40.000,305,2015-10-12,"R8,117.65","R1,217.65",565,Yes
340005,5277,PPC - Dwaalboom,40.000,305,2015-10-12,"R8,117.65","R1,217.65",565,Yes
340006,5278,PPC - Dwaalboom,40.000,305,2015-10-12,"R8,117.65","R1,217.65",565,Yes
340007,5279,PPC - Dwaalboom,40.000,305,2015-10-12,"R8,117.65","R1,217.65",565,Yes
340008,5280,PPC - Dwaalboom,40.000,305,2015-10-12,"R8,117.65","R1,217.65",565,Yes
340009,5281,PPC - Dwaalboom,40.000,305,2015-10-12,"R8,117.65","R1,217.65",565,Yes
340010,5282,PPC - Dwaalboom,40.000,305,2015-10-12,"R8,117.65","R1,217.65",565,Yes
340011,5283,PPC - Dwaalboom,40.000,305,2015-10-12,"R8,117.65","R1,217.65",565,Yes
340012,5284,PPC - Dwaalboom,40.000,305,2015-10-12,"R8,117.65","R1,217.65",565,Yes
340013,5285,PPC - Dwaalboom,40.000,305,2015-10-12,"R8,117.65","R1,217.65",565,Yes
340014,5286,PPC - Dwaalboom,40.000,305,2015-10-12,"R8,117.65","R1,217.65",565,Yes
340015,5287,PPC - Dwaalboom,40.000,305,2015-10-12,"R8,117.65","R1,217.65",565,Yes
340016,5288,PPC - Dwaalboom,40.000,305,2015-10-12,"R8,117.65","R1,217.65",565,Yes
340017,5289,PPC - Dwaalboom,40.000,305,2015-10-12,"R8,117.65","R1,217.65",565,Yes
340019,5298,PPC - Dwaalboom,40.000,305,2015-10-12,"R12,402.41","R14,510.82",821,Yes
340020,5299,PPC - Dwaalboom,40.000,305,2015-10-12,"R12,402.41","R14,510.82",821,Yes
340021,5300,PPC - Dwaalboom,40.000,305,2015-10-12,"R12,402.41","R14,510.82",821,Yes
340022,5301,PPC - Dwaalboom,40.000,305,2015-10-12,"R12,402.41","R14,510.82",821,Yes
340023,5302,PPC - Dwaalboom,40.000,305,2015-10-12,"R12,402.41","R14,510.82",821,Yes
340024,5303,PPC - Dwaalboom,40.000,305,2015-10-12,"R12,402.41","R14,510.82",821,Yes
340025,5304,PPC - Dwaalboom,40.000,305,2015-10-12,"R12,402.41","R14,510.82",821,Yes
340026,5305,PPC - Dwaalboom,40.000,305,2015-10-12,"R12,402.41","R14,510.82",821,Yes
340027,5306,PPC - Dwaalboom,40.000,305,2015-10-12,"R12,402.41","R14,510.82",821,Yes
340028,5307,PPC - Dwaalboom,40.000,305,2015-10-12,"R12,402.41","R14,510.82",821,Yes
340030,5309,PPC - Dwaalboom,40.000,305,2015-10-12,"R12,402.41","R14,510.82",821,Yes
340031,5310,PPC - Dwaalboom,40.000,305,2015-10-12,"R12,402.41","R14,510.82",821,Yes
340032,5311,PPC - Dwaalboom,40.000,305,2015-10-12,"R12,402.41","R14,510.82",821,Yes
340033,5312,PPC - Dwaalboom,40.000,305,2015-10-12,"R12,402.41","R14,510.82",821,Yes
340034,5313,PPC - Dwaalboom,40.000,305,2015-10-12,"R12,402.41","R14,510.82",821,Yes
340035,5314,PPC - Dwaalboom,40.000,305,2015-10-12,"R12,402.41","R14,510.82",821,Yes
340036,5315,PPC - Dwaalboom,40.000,305,2015-10-12,"R12,402.41","R14,510.82",821,Yes
340037,5316,PPC - Dwaalboom,40.000,305,2015-10-12,"R12,402.41","R14,510.82",821,Yes
340041,5320,PPC - Dwaalboom,40.000,305,2015-10-12,"R12,402.41","R14,510.82",821,Yes
340043,5322,PPC - Dwaalboom,40.000,305,2015-10-12,"R12,402.41","R14,510.82",821,Yes
340044,5323,PPC - Dwaalboom,40.000,305,2015-10-12,"R12,402.41","R14,510.82",821,Yes
343090,5079,PPC - Kraaifontein,40.000,309,2015-10-12,"R10,982.96","R2,128.24",528,Yes
343091,1375,PPC - Kraaifontein,40.000,309,2015-10-12,"R10,982.96","R2,128.24",528,Yes
343092,1376,PPC - Kraaifontein,40.000,309,2015-10-12,"R10,982.96","R2,128.24",528,Yes
343093,1377,PPC - George,40.000,308,2015-10-12,"R7,489.06","R2,717.74",253,Yes
343094,1378,PPC - George,40.000,308,2015-10-12,"R7,489.06","R2,717.74",253,Yes
444001,5382,PPC - Heriotdale,40.000,301,2015-10-12,"R6,512.70","R1,799.36",241,Yes
444002,5383,PPC - Heriotdale,40.000,301,2015-10-12,"R6,512.70","R1,799.36",241,Yes
444003,5381,PPC - Dwaalboom,40.000,305,2015-10-12,"R8,218.58","R1,397.16",336,Yes
