Truck,Loading ETA,Loading Arrival,Tripleg Income,Total Kms
113,2013-08-24 20:00:00,2013-08-24 21:26:00,"56,724.48",1772
210,2013-08-23 08:00:00,2013-08-23 08:15:00,"45,888.70",2725
187,2013-08-24 20:00:00,2013-08-24 19:00:00,"49,633.92",1772
193,2013-08-24 20:00:00,2013-08-24 20:40:00,"53,104.32",1772
190,2013-08-24 20:00:00,2013-08-24 19:35:00,"49,633.92",1772
94,2013-08-24 20:00:00,2013-08-24 21:15:00,"49,633.92",1772
