Truck,FM ID,Primary Fleet,Function Code,Date,Income,Contribution,Kms,Blackout Status
644251,5267,Illovo - Avoca,330,2015-08-12,"R5,334.92","R1,244.64",191,Yes
D551,"",Illovo - Avoca,330,2015-08-12,"R5,334.92","R1,244.64",191,Yes
D552,"",Illovo - Avoca,330,2015-08-12,"R5,334.92","R1,244.64",191,Yes
D640,"",Illovo - Avoca,330,2015-08-12,"R9,194.09","R2,676.92",484,Yes
D641,"",Illovo - Avoca,330,2015-08-12,"R9,194.09","R2,676.92",484,Yes
D642,"",Illovo - Avoca,330,2015-08-12,"R9,194.09","R2,676.92",484,Yes
D643,"",Illovo - Avoca,330,2015-08-12,"R18,756.74","R5,461.16",838,Yes
D644,"",Illovo - Avoca,330,2015-08-12,"R18,756.74","R5,461.16",838,Yes
D645,"",Illovo - Avoca,330,2015-08-12,"R18,756.74","R5,461.16",838,Yes
D646,"",Illovo - Avoca,330,2015-08-12,"R18,756.74","R5,461.16",838,Yes
D647,"",Illovo - Avoca,330,2015-08-12,"R18,756.74","R5,461.16",838,Yes
D648,"",Illovo - Avoca,330,2015-08-12,"R18,756.74","R5,461.16",838,Yes
D649,"",Illovo - Avoca,330,2015-08-12,"R18,756.74","R5,461.16",838,Yes
D650,"",Illovo - Avoca,330,2015-08-12,"R18,756.74","R5,461.16",838,Yes
D651,"",Illovo - Avoca,330,2015-08-12,"R18,756.74","R5,461.16",838,Yes
D652,"",Illovo - Avoca,330,2015-08-12,"R9,194.09","R2,676.92",484,Yes
D653,"",Illovo - Avoca,330,2015-08-12,"R9,194.09","R2,676.92",484,Yes
D654,30607,Illovo - Avoca,330,2015-08-12,"R9,194.09","R2,676.92",484,Yes
ILLOVO SUB 23257,"",Illovo - Avoca,330,2015-08-12,"R1,078.66",R314.06,192,Yes
ILLOVO SUB 23259,"",Illovo - Avoca,330,2015-08-12,"R1,078.66",R314.06,192,Yes
ILLOVO SUB 23289,"",Illovo Refined-Noodesburg,332,2015-08-12,"R14,641.25","R2,635.42",781,Yes
ILLOVO SUB 23299,"",Illovo - Avoca,330,2015-08-12,"R1,078.66",R314.06,192,Yes
ILLOVO SUB 23301,"",Illovo - Avoca,330,2015-08-12,"R1,078.66",R314.06,192,Yes
