Fleet No.,Refuel Order Number,Odometer,Last Trip Odometer,Variance
"","","","",""
T127,410858,85436.00,85266.00,170.00
T134,410888,295214.00,295141.00,73.00
T135,410890,296922.00,296851.00,71.00
T134,411144,295593.00,295564.00,29.00
T123,411169,132935.00,230505.00,-97570.00
"","","","",""
T127,411845,86124.00,85671.00,453.00
"","","","",""
T052,411900,561905.00,561614.00,291.00
T051,412594,576701.00,576561.00,140.00
T123,412610,133509.00,230828.00,-97319.00
T127,412669,86187.00,86096.00,91.00
T123,412684,133900.00,231485.00,-97585.00
"","","","",""
"","","","",""
T051,412723,576701.00,576320.00,381.00
T134,412757,296785.00,296553.00,232.00
T051,412762,576953.00,576926.00,27.00
"","","","",""
T127,413069,86187.00,85462.00,725.00
T135,413074,298084.00,298196.00,-112.00
"","","","",""
"","","","",""
"","","","",""
"","","","",""
T052,413301,561905.00,561821.00,84.00
"","","","",""
T053,413482,568709.00,568364.00,345.00
"","","","",""
"","","","",""
T053,413628,568999.00,568935.00,64.00
T053,413631,569358.00,569104.00,254.00
T051,414438,577649.00,577365.00,284.00
T052,414449,563011.00,565199.00,-2188.00
"","","","",""
T135,414455,300581.00,300554.00,27.00
"","","","",""
"","","","",""
T135,414719,301745.00,301292.00,453.00
T127,414748,87192.00,88131.00,-939.00
T135,414749,301745.00,300938.00,807.00
"","","","",""
T135,414775,301745.00,300938.00,807.00
T053,414817,570006.00,569550.00,456.00
T134,414881,300067.00,298753.00,1314.00
"","","","",""
T123,414903,133900.00,231874.00,-97974.00
"","","","",""
T134,414914,300067.00,299682.00,385.00
"","","","",""
T134,415165,300496.00,300425.00,71.00
"","","","",""
T134,415255,300808.00,300038.00,770.00
T051,415325,578285.00,578575.00,-290.00
"","","","",""
"","","","",""
"","","","",""
T123,415373,134800.00,232732.00,-97932.00
T127,415381,88493.00,88131.00,362.00
T135,415388,302484.00,302029.00,455.00
"","","","",""
T053,415419,570660.00,570752.00,-92.00
"","","","",""
"","","","",""
T135,415435,302792.00,302413.00,379.00
"","","","",""
T127,415626,88800.00,87552.00,1248.00
T053,415710,570929.00,570752.00,177.00
T123,415712,"",233390.00,-233390.00
T051,415768,579151.00,578833.00,318.00
"","","","",""
T053,416107,571297.00,571269.00,28.00
"","","","",""
"","","","",""
"","","","",""
"","","","",""
T123,416184,135923.00,233754.00,-97831.00
T127,416218,89867.00,89366.00,501.00
"","","","",""
"","","","",""
"","","","",""
"","","","",""
"","","","",""
T135,417394,"",304687.00,-304687.00
T134,417402,"",303040.00,-303040.00
T051,417411,"",580241.00,-580241.00
"","","","",""
"","","","",""
T135,417477,305049.00,305222.00,-173.00
"","","","",""
"","","","",""
"","","","",""
T134,417500,304290.00,304521.00,-231.00
"","","","",""
T127,417518,91244.00,90853.00,391.00
"","","","",""
T135,417542,305608.00,305381.00,227.00
T134,417546,304292.00,304131.00,161.00
T051,417560,580795.00,580910.00,-115.00
"","","","",""
T134,417575,304704.00,305159.00,-455.00
T127,417592,91687.00,91167.00,520.00
T135,417598,306707.00,306489.00,218.00
"","","","",""
"","","","",""
T134,417766,305143.00,305404.00,-261.00
"","","","",""
T135,417816,307294.00,307038.00,256.00
"","","","",""
"","","","",""
"","","","",""
"","","","",""
"","","","",""
"","","","",""
T127,418194,92445.00,92414.00,31.00
T053,418197,572310.00,572304.00,6.00
"","","","",""
"","","","",""
T134,418222,306430.00,305858.00,572.00
"","","","",""
"","","","",""
T135,418409,308395.00,307492.00,903.00
T127,418417,93248.00,93219.00,29.00
T051,418423,582628.00,582602.00,26.00
"","","","",""
T051,418435,583004.00,582602.00,402.00
T127,418437,93624.00,93219.00,405.00
T134,418461,307482.00,306782.00,700.00
T123,418476,138231.00,236644.00,-98413.00
T135,418477,309115.00,308400.00,715.00
T135,418479,309116.00,308928.00,188.00
T123,418508,138920.00,236644.00,-97724.00
T127,418516,94098.00,93554.00,544.00
T053,418518,573117.00,573045.00,72.00
T135,418529,310003.00,309086.00,917.00
"","","","",""
T051,418712,583328.00,583159.00,169.00
T123,418728,139469.00,237125.00,-97656.00
"","","","",""
T053,418743,573509.00,573478.00,31.00
T134,418777,308390.00,308540.00,-150.00
T135,418781,310705.00,309998.00,707.00
T053,418783,574343.00,574029.00,314.00
T127,418793,94613.00,94226.00,387.00
T051,418831,584256.00,583864.00,392.00
T123,418836,139953.00,237972.00,-98019.00
T134,418851,308700.00,308540.00,160.00
T134,418859,309114.00,308925.00,189.00
T127,418872,95013.00,94784.00,229.00
"","","","",""
T053,418891,574343.00,574029.00,314.00
T134,418905,309486.00,309637.00,-151.00
T052,418918,564100.00,568074.00,-3974.00
T051,418920,584760.00,584429.00,331.00
T135,418921,311257.00,311228.00,29.00
"","","","",""
"","","","",""
T135,418979,311392.00,311623.00,-231.00
T123,419737,139953.00,239395.00,-99442.00
"","","","",""
T053,419753,575426.00,575059.00,367.00
"","","","",""
T134,420560,310924.00,311036.00,-112.00
T135,420562,312840.00,313107.00,-267.00
T123,420563,1239751.00,239662.00,1000089.00
T127,420564,1095971.00,95971.00,1000000.00
T051,420566,585873.00,585785.00,88.00
T053,420569,575400.00,575395.00,5.00
T052,420715,568968.00,568966.00,2.00
T135,420780,313352.00,313265.00,87.00
"","","","",""
T135,420804,313848.00,313662.00,186.00
"","","","",""
T127,420817,1096166.00,96154.00,1000012.00
"","","","",""
T135,421030,313984.00,314215.00,-231.00
T123,421069,1240177.00,239964.00,1000213.00
T053,421072,576190.00,575999.00,191.00
T053,421076,576190.00,576155.00,35.00
"","","","",""
T051,421084,586569.00,586365.00,204.00
T135,421088,314771.00,314766.00,5.00
T134,421091,311989.00,312139.00,-150.00
T134,421568,312650.00,312139.00,511.00
"","","","",""
T052,421578,569996.00,569537.00,459.00
T123,421624,1240859.00,240561.00,1000298.00
T052,421685,570368.00,570286.00,82.00
"","","","",""
T052,422265,570742.00,570658.00,84.00
"","","","",""
T135,422472,315234.00,314375.00,859.00
T135,422516,315651.00,315624.00,27.00
T134,422528,313356.00,313095.00,261.00
"","","","",""
T123,422808,1241574.00,241662.00,999912.00
"","","","",""
"","","","",""
"","","","",""
T135,422862,316447.00,316420.00,27.00
"","","","",""
"","","","",""
"","","","",""
T135,422884,316997.00,316972.00,25.00
T134,422887,314100.00,314272.00,-172.00
T123,422962,1242441.00,242410.00,1000031.00
T134,423084,314816.00,314969.00,-153.00
T123,423093,242750.00,242836.00,-86.00
"","","","",""
"","","","",""
T051,423197,588267.00,588992.00,-725.00
T135,423218,317367.00,317365.00,2.00
T135,423223,317133.00,317365.00,-232.00
"","","","",""
"","","","",""
T051,423722,589386.00,589340.00,46.00
"","","","",""
"","","","",""
T053,424022,578390.00,578925.00,-535.00
T135,424168,318547.00,318520.00,27.00
"","","","",""
T052,424291,572554.00,572245.00,309.00
"","","","",""
T135,424598,319099.00,319080.00,19.00
T052,424612,572797.00,572713.00,84.00
T134,424634,316114.00,316287.00,-173.00
T134,424637,316473.00,316446.00,27.00
T051,424656,589944.00,589915.00,29.00
T053,424721,579663.00,579558.00,105.00
T135,424817,319465.00,319621.00,-156.00
T123,424824,243228.00,243120.00,108.00
"","","","",""
"","","","",""
T123,424877,244452.00,244358.00,94.00
T134,424905,317233.00,317403.00,-170.00
"","","","",""
T134,424910,317233.00,317008.00,225.00
"","","","",""
T053,424914,579663.00,578069.00,1594.00
"","","","",""
"","","","",""
T135,425059,320196.00,320170.00,26.00
"","","","",""
"","","","",""
T051,425104,590327.00,590297.00,30.00
T051,425120,590623.00,590539.00,84.00
T052,425214,573491.00,573407.00,84.00
T134,425507,317863.00,318032.00,-169.00
T123,425593,245255.00,245165.00,90.00
T135,425605,320400.00,320629.00,-229.00
T135,425606,320813.00,320789.00,24.00
T052,425613,573910.00,573995.00,-85.00
T134,425704,318219.00,318192.00,27.00
T051,426050,591351.00,591324.00,27.00
T135,426233,320950.00,321182.00,-232.00
"","","","",""
T134,426305,318756.00,318746.00,10.00
