startDate,stopDate,Truck
2015-03-10 00:00:00,2015-03-11 00:00:00,541003
2015-03-10 00:00:00,2015-03-11 00:00:00,541006
2015-03-10 00:00:00,2015-03-11 00:00:00,541009
2015-03-10 00:00:00,2015-03-11 00:00:00,541011
2015-03-10 00:00:00,2015-03-11 00:00:00,541015
2015-03-10 00:00:00,2015-03-11 00:00:00,541018
2015-03-10 00:00:00,2015-03-11 00:00:00,541020
2015-03-10 00:00:00,2015-03-11 00:00:00,541023
2015-03-10 00:00:00,2015-03-11 00:00:00,541024
2015-03-10 00:00:00,2015-03-11 00:00:00,541004
2015-03-10 00:00:00,2015-03-11 00:00:00,541005
2015-03-10 00:00:00,2015-03-11 00:00:00,CG71GPGP
2015-03-10 00:00:00,2015-03-11 00:00:00,545219
2015-03-10 00:00:00,2015-03-11 00:00:00,Hestony
2015-03-10 00:00:00,2015-03-11 00:00:00,Demo
2015-03-10 00:00:00,2015-03-11 00:00:00,Hestony02
2015-03-10 00:00:00,2015-03-11 00:00:00,CG72GPGP
2015-03-10 00:00:00,2015-03-11 00:00:00,Hestony03
2015-03-10 00:00:00,2015-03-11 00:00:00,MFR Demo 02
2015-03-10 00:00:00,2015-03-11 00:00:00,541012
2015-03-10 00:00:00,2015-03-11 00:00:00,541001
2015-03-10 00:00:00,2015-03-11 00:00:00,541008
