Truck,FM ID,Primary Fleet,Fleet Tonnages,Function Code,Date,Income,Contribution,Kms,Blackout Status
120,1189,Africa - Copperbelt Fleet,35.000,010,2015-09-18,"R8,876.28",R983.78,373,No
121,1190,Africa - Copperbelt Fleet,35.000,010,2015-09-18,"R8,876.28",R983.78,373,Yes
125,1216,Africa - General Freight,35.000,019,2015-09-18,"R8,873.69",R803.72,374,No
126,1219,Africa - General Freight,35.000,019,2015-09-18,"R8,873.69",R803.72,374,No
13,30030,Africa - Copperbelt Fleet,35.000,010,2015-09-18,"R8,876.28",R983.78,373,Yes
135,1234,Africa - General Freight,35.000,019,2015-09-18,"R8,873.69",R803.72,374,No
136,1232,Africa - General Freight,35.000,019,2015-09-18,"R8,873.69",R803.72,374,No
148,30086,Africa - Copperbelt Fleet,35.000,010,2015-09-18,"R8,876.28",R983.78,373,Yes
149,30087,Africa - Copperbelt Fleet,35.000,010,2015-09-18,"R8,876.28",R983.78,373,No
163,9055a,Africa - Copperbelt Fleet,35.000,010,2015-09-18,"R8,876.28",R983.78,373,No
164,9052a,Africa - Copperbelt Fleet,35.000,010,2015-09-18,"R8,876.28",R983.78,373,No
165,9050,Africa - General Freight,35.000,019,2015-09-18,"R8,873.69",R803.72,374,Yes
166,9056x,Africa - Copperbelt Fleet,35.000,010,2015-09-18,"R8,876.28",R983.78,373,No
167,9053x,Africa - Copperbelt Fleet,35.000,010,2015-09-18,"R8,876.28",R983.78,373,No
269,1222,Africa - Copperbelt Fleet,35.000,010,2015-09-18,"R8,876.28",R983.78,373,No
270,1220,Africa - Copperbelt Fleet,35.000,010,2015-09-18,"R8,876.28",R983.78,373,Yes
298,1341,Africa - Copperbelt Fleet,35.000,010,2015-09-18,"R8,876.28",R983.78,373,Yes
300,1357,Africa - Copperbelt Fleet,35.000,010,2015-09-18,"R8,876.28",R983.78,373,No
301,1342,Africa - Copperbelt Fleet,35.000,010,2015-09-18,"R8,876.28",R983.78,373,Yes
302,1355,Africa - Copperbelt Fleet,35.000,010,2015-09-18,"R8,876.28",R983.78,373,Yes
305,1339,Africa - Copperbelt Fleet,35.000,010,2015-09-18,"R8,876.28",R983.78,373,No
306,1350,Africa - Copperbelt Fleet,35.000,010,2015-09-18,"R8,876.28",R983.78,373,No
307,1348,Africa - Copperbelt Fleet,35.000,010,2015-09-18,"R8,876.28",R983.78,373,Yes
308,1345,Africa - Copperbelt Fleet,35.000,010,2015-09-18,"R8,876.28",R983.78,373,No
309,1346,Africa - Copperbelt Fleet,35.000,010,2015-09-18,"R8,876.28",R983.78,373,Yes
310,1347,Africa - Copperbelt Fleet,35.000,010,2015-09-18,"R8,876.28",R983.78,373,No
311,1349,Africa - Copperbelt Fleet,35.000,010,2015-09-18,"R8,876.28",R983.78,373,No
312,1351,Africa - Copperbelt Fleet,35.000,010,2015-09-18,"R8,876.28",R983.78,373,No
