Truck,Date,Income,Contribution,Kms,Blackout Status
444007,2014-06-30,"R9,221.02","R1,202.74",378,Yes
444008,2014-06-30,"R9,221.02","R1,202.74",378,Yes
444009,2014-06-30,"R9,221.02","R1,202.74",378,Yes
444011,2014-06-30,"R9,221.02","R1,202.74",378,Yes
444012,2014-06-30,"R9,221.02","R1,202.74",378,Yes
444013,2014-06-30,"R9,221.02","R1,202.74",378,Yes
444016,2014-06-30,"R9,221.02","R1,202.74",378,Yes
444021,2014-06-30,"R9,221.02","R1,202.74",378,Yes
444022,2014-06-30,"R9,221.02","R1,202.74",378,Yes
444023,2014-06-30,"R9,221.02","R1,202.74",378,Yes
444027,2014-06-30,"R9,221.02","R1,202.74",378,Yes
444028,2014-06-30,"R9,221.02","R1,202.74",378,Yes
444029,2014-06-30,"R9,221.02","R1,202.74",378,Yes
444030,2014-06-30,"R9,221.02","R1,202.74",378,Yes
444033,2014-06-30,"R9,221.02","R1,202.74",378,Yes
444034,2014-06-30,"R9,221.02","R1,202.74",378,Yes
444035,2014-06-30,"R9,221.02","R1,202.74",378,Yes
444036,2014-06-30,"R9,221.02","R1,202.74",378,Yes
444037,2014-06-30,"R9,221.02","R1,202.74",378,Yes
444038,2014-06-30,"R9,221.02","R1,202.74",378,Yes
444039,2014-06-30,"R9,221.02","R1,202.74",378,Yes
444040,2014-06-30,"R9,221.02","R1,202.74",378,Yes
444041,2014-06-30,"R9,221.02","R1,202.74",378,Yes
444042,2014-06-30,"R9,221.02","R1,202.74",378,Yes
444043,2014-06-30,"R9,221.02","R1,202.74",378,Yes
