Truck,Date,Income,Contribution,Kms,Blackout Status
163,2015-02-23,"R6,686.13",R742.13,303,No
164,2015-02-23,"R6,686.13",R742.13,303,No
165,2015-02-23,"R7,048.38",R791.42,321,Yes
166,2015-02-23,"R6,686.13",R742.13,303,No
167,2015-02-23,"R6,686.13",R742.13,303,Yes
198,2015-02-23,"R7,048.38",R791.42,321,No
318,2015-02-23,"R7,048.38",R791.42,321,No
319,2015-02-23,"R7,048.38",R791.42,321,No
320,2015-02-23,"R7,048.38",R791.42,321,Yes
321,2015-02-23,"R7,048.38",R791.42,321,No
322,2015-02-23,"R7,048.38",R791.42,321,No
326,2015-02-23,"R7,048.38",R791.42,321,No
327,2015-02-23,"R7,048.38",R791.42,321,Yes
57,2015-02-23,"R7,048.38",R791.42,321,No
58,2015-02-23,"R7,048.38",R791.42,321,No
