Fleet No.,Refuel Order Number,Odometer,Last Trip Odometer,Variance
332,404478,27238.00,27316.00,-78.00
"","","","",""
"","","","",""
116,404585,455097.00,455588.00,-491.00
"","","","",""
"","","","",""
"","","","",""
337,404718,36956.00,37592.00,-636.00
347,404719,30680.00,30837.00,-157.00
"","","","",""
85,405108,452706.00,452794.00,-88.00
"","","","",""
"","","","",""
"","","","",""
97,405494,442113.00,444059.00,-1946.00
267,405495,449136.00,449863.00,-727.00
"","","","",""
"","","","",""
"","","","",""
"","","","",""
"","","","",""
"","","","",""
"","","","",""
346,406006,25390.00,24608.00,782.00
347,406044,31474.00,31451.00,23.00
"","","","",""
"","","","",""
"","","","",""
"","","","",""
"","","","",""
"","","","",""
86,406377,487667.00,487645.00,22.00
84,406388,489711.00,489575.00,136.00
85,406394,454350.00,454338.00,12.00
"","","","",""
347,406584,31948.00,32672.00,-724.00
267,406714,450563.00,450939.00,-376.00
"","","","",""
"","","","",""
146,406827,352864.00,354304.00,-1440.00
116,406834,456682.00,456682.00,0.00
"","","","",""
"","","","",""
"","","","",""
"","","","",""
85,406943,455937.00,456617.00,-680.00
"","","","",""
"","","","",""
"","","","",""
"","","","",""
"","","","",""
332,407098,27410.00,29609.00,-2199.00
"","","","",""
"","","","",""
"","","","",""
"","","","",""
267,407180,450963.00,450939.00,24.00
"","","","",""
"","","","",""
"","","","",""
344,407837,30705.00,30752.00,-47.00
"","","","",""
"","","","",""
"","","","",""
"","","","",""
"","","","",""
"","","","",""
"","","","",""
"","","","",""
"","","","",""
43,408411,46992.00,45698.00,1294.00
"","","","",""
"","","","",""
"","","","",""
"","","","",""
328,409134,35480.00,37027.00,-1547.00
"","","","",""
97,409396,447554.00,449340.00,-1786.00
"","","","",""
"","","","",""
"","","","",""
"","","","",""
146,409503,357075.00,357075.00,0.00
"","","","",""
120,409544,437867.00,436750.00,1117.00
"","","","",""
"","","","",""
"","","","",""
267,409676,452441.00,452391.00,50.00
144,409768,393516.00,395272.00,-1756.00
"","","","",""
"","","","",""
"","","","",""
"","","","",""
337,409957,39810.00,41333.00,-1523.00
"","","","",""
"","","","",""
"","","","",""
"","","","",""
"","","","",""
86,410287,495669.00,495599.00,70.00
"","","","",""
"","","","",""
"","","","",""
149,410638,47978.00,48240.00,-262.00
146,410668,359041.00,359515.00,-474.00
"","","","",""
"","","","",""
"","","","",""
