Truck,Date,Income,Contribution,Kms,Blackout Status
104,2015-05-10,R0.00,R0.00,0,No
105,2015-05-10,R0.00,R0.00,0,Yes
106,2015-05-10,R0.00,R0.00,0,No
107,2015-05-10,R0.00,R0.00,0,No
111,2015-05-10,R0.00,R0.00,0,Yes
117,2015-05-10,R0.00,R0.00,0,Yes
119,2015-05-10,R0.00,R0.00,0,No
12,2015-05-10,R0.00,R0.00,0,No
122,2015-05-10,R0.00,R0.00,0,Yes
123,2015-05-10,R0.00,R0.00,0,No
124,2015-05-10,R0.00,R0.00,0,No
127,2015-05-10,R0.00,R0.00,0,Yes
128,2015-05-10,R0.00,R0.00,0,Yes
129,2015-05-10,R0.00,R0.00,0,No
131,2015-05-10,R0.00,R0.00,0,Yes
132,2015-05-10,R0.00,R0.00,0,Yes
133,2015-05-10,R0.00,R0.00,0,No
134,2015-05-10,R0.00,R0.00,0,Yes
138,2015-05-10,R0.00,R0.00,0,No
139,2015-05-10,R0.00,R0.00,0,Yes
140,2015-05-10,R0.00,R0.00,0,No
141,2015-05-10,R0.00,R0.00,0,Yes
142,2015-05-10,R0.00,R0.00,0,No
143,2015-05-10,R0.00,R0.00,0,No
145,2015-05-10,R0.00,R0.00,0,Yes
147,2015-05-10,R0.00,R0.00,0,Yes
150,2015-05-10,R0.00,R0.00,0,Yes
152,2015-05-10,R0.00,R0.00,0,Yes
153,2015-05-10,R0.00,R0.00,0,No
154,2015-05-10,R0.00,R0.00,0,Yes
155,2015-05-10,R0.00,R0.00,0,Yes
157,2015-05-10,R0.00,R0.00,0,No
158,2015-05-10,R0.00,R0.00,0,Yes
159,2015-05-10,R0.00,R0.00,0,Yes
160,2015-05-10,R0.00,R0.00,0,Yes
161,2015-05-10,R0.00,R0.00,0,Yes
162,2015-05-10,R0.00,R0.00,0,No
168,2015-05-10,R0.00,R0.00,0,No
244,2015-05-10,R0.00,R0.00,0,Yes
245,2015-05-10,R0.00,R0.00,0,No
246,2015-05-10,R0.00,R0.00,0,Yes
247,2015-05-10,R0.00,R0.00,0,No
248,2015-05-10,R0.00,R0.00,0,Yes
261,2015-05-10,R0.00,R0.00,0,Yes
262,2015-05-10,R0.00,R0.00,0,No
263,2015-05-10,R0.00,R0.00,0,Yes
264,2015-05-10,R0.00,R0.00,0,Yes
265,2015-05-10,R0.00,R0.00,0,Yes
266,2015-05-10,R0.00,R0.00,0,Yes
268,2015-05-10,R0.00,R0.00,0,Yes
299,2015-05-10,R0.00,R0.00,0,Yes
303,2015-05-10,R0.00,R0.00,0,Yes
304,2015-05-10,R0.00,R0.00,0,No
329,2015-05-10,R0.00,R0.00,0,Yes
330,2015-05-10,R0.00,R0.00,0,Yes
331,2015-05-10,R0.00,R0.00,0,Yes
333,2015-05-10,R0.00,R0.00,0,No
334,2015-05-10,R0.00,R0.00,0,Yes
335,2015-05-10,R0.00,R0.00,0,Yes
336,2015-05-10,R0.00,R0.00,0,Yes
343,2015-05-10,R0.00,R0.00,0,Yes
344,2015-05-10,R0.00,R0.00,0,No
345,2015-05-10,R0.00,R0.00,0,No
349,2015-05-10,R0.00,R0.00,0,Yes
350,2015-05-10,R0.00,R0.00,0,No
361,2015-05-10,R0.00,R0.00,0,Yes
362,2015-05-10,R0.00,R0.00,0,No
363,2015-05-10,R0.00,R0.00,0,Yes
364,2015-05-10,R0.00,R0.00,0,No
365,2015-05-10,R0.00,R0.00,0,Yes
366,2015-05-10,R0.00,R0.00,0,No
367,2015-05-10,R0.00,R0.00,0,Yes
368,2015-05-10,R0.00,R0.00,0,Yes
369,2015-05-10,R0.00,R0.00,0,Yes
370,2015-05-10,R0.00,R0.00,0,No
372,2015-05-10,R0.00,R0.00,0,Yes
375,2015-05-10,R0.00,R0.00,0,Yes
376,2015-05-10,R0.00,R0.00,0,Yes
379,2015-05-10,R0.00,R0.00,0,Yes
382,2015-05-10,R0.00,R0.00,0,No
383,2015-05-10,R0.00,R0.00,0,Yes
384,2015-05-10,R0.00,R0.00,0,Yes
385,2015-05-10,R0.00,R0.00,0,Yes
48,2015-05-10,R0.00,R0.00,0,Yes
49,2015-05-10,R0.00,R0.00,0,No
50,2015-05-10,R0.00,R0.00,0,Yes
51,2015-05-10,R0.00,R0.00,0,Yes
52,2015-05-10,R0.00,R0.00,0,Yes
53,2015-05-10,R0.00,R0.00,0,Yes
54,2015-05-10,R0.00,R0.00,0,No
55,2015-05-10,R0.00,R0.00,0,Yes
61,2015-05-10,R0.00,R0.00,0,Yes
62,2015-05-10,R0.00,R0.00,0,Yes
68,2015-05-10,R0.00,R0.00,0,Yes
7,2015-05-10,R0.00,R0.00,0,Yes
9,2015-05-10,R0.00,R0.00,0,No
95,2015-05-10,R0.00,R0.00,0,No
96,2015-05-10,R0.00,R0.00,0,Yes
97,2015-05-10,R0.00,R0.00,0,Yes
DM10,2015-05-10,R0.00,R0.00,0,No
DM11,2015-05-10,R0.00,R0.00,0,Yes
freight-budget,2015-05-10,R0.00,R0.00,0,Yes
Honeydew,2015-05-10,R483.87,R72.58,0,Yes
Monteagle,2015-05-10,"R24,500.58","R3,675.09",0,Yes
