Truck,FM ID,Primary Fleet,Fleet Tonnages,Function Code,Date,Income,Contribution,Kms,Blackout Status
125,1216,Africa - General Freight,35.000,019,2015-09-22,"R8,873.69",R803.72,374,No
126,1219,Africa - General Freight,35.000,019,2015-09-22,"R8,873.69",R803.72,374,No
135,1234,Africa - General Freight,35.000,019,2015-09-22,"R8,873.69",R803.72,374,No
136,1232,Africa - General Freight,35.000,019,2015-09-22,"R8,873.69",R803.72,374,No
165,9050,Africa - General Freight,35.000,019,2015-09-22,"R8,873.69",R803.72,374,Yes
313,1353,Africa - General Freight,35.000,019,2015-09-22,"R8,873.69",R803.72,374,Yes
314,1356,Africa - General Freight,35.000,019,2015-09-22,"R8,873.69",R803.72,374,No
315,1358,Africa - General Freight,35.000,019,2015-09-22,"R8,873.69",R803.72,374,No
317,1369,Africa - General Freight,35.000,019,2015-09-22,"R8,873.69",R803.72,374,No
318,1367,Africa - General Freight,35.000,019,2015-09-22,"R8,873.69",R803.72,374,No
319,1374,Africa - General Freight,35.000,019,2015-09-22,"R8,873.69",R803.72,374,Yes
320,13701,Africa - General Freight,35.000,019,2015-09-22,"R8,873.69",R803.72,374,No
321,1371,Africa - General Freight,35.000,019,2015-09-22,"R8,873.69",R803.72,374,Yes
322,1373,Africa - General Freight,35.000,019,2015-09-22,"R8,873.69",R803.72,374,Yes
324,1388,Africa - General Freight,35.000,019,2015-09-22,"R8,873.69",R803.72,374,Yes
325,1384,Africa - General Freight,35.000,019,2015-09-22,"R8,873.69",R803.72,374,Yes
326,1389,Africa - General Freight,35.000,019,2015-09-22,"R8,873.69",R803.72,374,No
327,1390,Africa - General Freight,35.000,019,2015-09-22,"R8,873.69",R803.72,374,No
340,1399,Africa - General Freight,35.000,019,2015-09-22,"R8,873.69",R803.72,374,No
341,1397,Africa - General Freight,35.000,019,2015-09-22,"R8,873.69",R803.72,374,Yes
342,30208,Africa - General Freight,35.000,019,2015-09-22,"R8,873.69",R803.72,374,No
351,30225,Africa - General Freight,35.000,019,2015-09-22,"R8,873.69",R803.72,374,No
437,31042,Africa - General Freight,35.000,019,2015-09-22,"R8,873.69",R803.72,374,Yes
57,30061,Africa - General Freight,35.000,019,2015-09-22,"R8,873.69",R803.72,374,No
58,30063,Africa - General Freight,35.000,019,2015-09-22,"R8,873.69",R803.72,374,No
