Truck,FM ID,Primary Fleet,Function Code,Date,Income,Contribution,Kms,Blackout Status
T002,4046,T24 - Revenue - Merensky,"",2015-08-01,R0.00,R0.00,0,Yes
T003,4047,T24 - Revenue - Merensky,"",2015-08-01,R0.00,R0.00,0,Yes
T004,4048,T24 - Revenue - Merensky,"",2015-08-01,R0.00,R0.00,0,Yes
T005,4049,T24 - Revenue - Merensky,"",2015-08-01,R0.00,R0.00,0,Yes
T007,4051,T24 - Revenue - Merensky,"",2015-08-01,R0.00,R0.00,0,Yes
T008,4034,T24 - Revenue - Merensky,"",2015-08-01,R0.00,R0.00,0,Yes
T009,4035,T24 - Revenue - Merensky,"",2015-08-01,R0.00,R0.00,0,Yes
T110,4010,T24 - Revenue - Merensky,"",2015-08-01,R0.00,R0.00,0,Yes
T117,4009,T24 - Revenue - Merensky,"",2015-08-01,R0.00,R0.00,0,Yes
T118,4012,T24 - Revenue - Merensky,"",2015-08-01,R0.00,R0.00,0,Yes
T120,4031,T24 - Revenue - Merensky,"",2015-08-01,R0.00,R0.00,0,Yes
