Truck,FM ID,Primary Fleet,Function Code,Date,Income,Contribution,Kms,Blackout Status
E1,5526,Energy - Tankers,201,2015-08-31,"R7,508.06","R2,080.20",403,No
E100,30053,Energy - Total SA Bridging Fleet,"",2015-08-31,"R7,508.06","R2,080.20",403,Yes
E101,21017,Energy - Total Sishen Fleet,202,2015-08-31,"R7,895.16","R2,657.34",403,No
E102,21015,Energy - Total Sishen Fleet,202,2015-08-31,"R7,895.16","R2,657.34",403,Yes
E103,30068,Energy - Total Sishen Fleet,202,2015-08-31,"R7,895.16","R2,657.34",403,Yes
E104,30069,Energy - Total Sishen Fleet,202,2015-08-31,"R7,895.16","R2,657.34",403,Yes
E105,30070,Energy - Total Sishen Fleet,202,2015-08-31,"R7,895.16","R2,657.34",403,Yes
E106,30111,Energy - Total Sishen Fleet,202,2015-08-31,"R7,895.16","R2,657.34",403,No
E107,30062,Energy - Total Sishen Fleet,202,2015-08-31,"R7,895.16","R2,657.34",403,Yes
E108,30110,Energy - Total Sishen Fleet,202,2015-08-31,"R7,895.16","R2,657.34",403,Yes
E109,30108,Energy - Total Sishen Fleet,202,2015-08-31,"R7,895.16","R2,657.34",403,No
E110,30107,Energy - Total Sishen Fleet,202,2015-08-31,"R7,895.16","R2,657.34",403,Yes
E111,30109,Energy - Total Sishen Fleet,202,2015-08-31,"R7,895.16","R2,657.34",403,Yes
E112,30167,Energy - Total Sishen Fleet,202,2015-08-31,"R7,895.16","R2,657.34",403,No
E113,30164,Energy - Tankers,201,2015-08-31,"R7,508.06","R2,080.20",403,Yes
E114,30165,Energy - Tankers,201,2015-08-31,"R7,508.06","R2,080.20",403,No
E115,30166,Energy - Tankers,201,2015-08-31,"R7,508.06","R2,080.20",403,No
E116,30163,Energy - Tankers,201,2015-08-31,"R7,508.06","R2,080.20",403,Yes
E117,30162,Energy - Tankers,201,2015-08-31,"R7,508.06","R2,080.20",403,No
E150,30482,Energy - Total SA Bridging Fleet,"",2015-08-31,"R7,508.06","R2,080.20",403,Yes
E151,30931,Energy - Total Sishen Fleet,202,2015-08-31,"R7,895.16","R2,657.34",403,Yes
E152,"",Energy - Total Sishen Fleet,202,2015-08-31,"R7,895.16","R2,657.34",403,Yes
E153,9138,Energy - Total SA Bridging Fleet,"",2015-08-31,"R7,508.06","R2,080.20",403,Yes
E154,30932,Energy - Total Sishen Fleet,202,2015-08-31,"R7,895.16","R2,657.34",403,Yes
E155,9137,Energy - Tankers,201,2015-08-31,"R7,508.06","R2,080.20",403,No
E156,30933,Energy - Total Sishen Fleet,202,2015-08-31,"R7,895.16","R2,657.34",403,No
E157,30934,Energy - Total Sishen Fleet,202,2015-08-31,"R7,895.16","R2,657.34",403,Yes
E161,30481,Energy - Total Sishen Fleet,202,2015-08-31,"R7,895.16","R2,657.34",403,Yes
E165,30621,Energy - Total SA Bridging Fleet,"",2015-08-31,"R7,508.06","R2,080.20",403,Yes
E166,30612,Energy - Total SA Bridging Fleet,"",2015-08-31,"R7,508.06","R2,080.20",403,No
E167,30623,Energy - Total SA Bridging Fleet,"",2015-08-31,"R7,508.06","R2,080.20",403,No
E168,30620,Energy - Total SA Bridging Fleet,"",2015-08-31,"R7,508.06","R2,080.20",403,No
E169,30614,Energy - Total SA Bridging Fleet,"",2015-08-31,"R7,508.06","R2,080.20",403,No
E170,30615,Energy - Total SA Bridging Fleet,"",2015-08-31,"R7,508.06","R2,080.20",403,No
E171,30618,Energy - Total SA Bridging Fleet,"",2015-08-31,"R7,508.06","R2,080.20",403,Yes
E172,30613,Energy - Total SA Bridging Fleet,"",2015-08-31,"R7,508.06","R2,080.20",403,No
E173,30611,Energy - Total SA Bridging Fleet,"",2015-08-31,"R7,508.06","R2,080.20",403,Yes
E174,30624,Energy - Total SA Bridging Fleet,"",2015-08-31,"R7,508.06","R2,080.20",403,No
E175,30826,Energy - Tankers,201,2015-08-31,"R7,508.06","R2,080.20",403,Yes
E176,30619,Energy - Total SA Bridging Fleet,"",2015-08-31,"R7,508.06","R2,080.20",403,No
E177,30616,Energy - Total SA Bridging Fleet,"",2015-08-31,"R7,508.06","R2,080.20",403,No
E178,30622,Energy - Total SA Bridging Fleet,"",2015-08-31,"R7,508.06","R2,080.20",403,Yes
E179,30617,Energy - Total SA Bridging Fleet,"",2015-08-31,"R7,508.06","R2,080.20",403,Yes
E2,5527,Energy - Tankers,201,2015-08-31,"R7,508.06","R2,080.20",403,No
E21,1335,Energy - Tankers,201,2015-08-31,"R7,508.06","R2,080.20",403,Yes
E22,1337,Energy - Tankers,201,2015-08-31,"R7,508.06","R2,080.20",403,No
E23,1332,Energy - Tankers,201,2015-08-31,"R7,508.06","R2,080.20",403,No
E24,1334,Energy - Tankers,201,2015-08-31,"R7,508.06","R2,080.20",403,No
E25,1333,Energy - Tankers,201,2015-08-31,"R7,508.06","R2,080.20",403,No
E27,1336,Energy - Tankers,201,2015-08-31,"R7,508.06","R2,080.20",403,No
E28,1338,Energy - Tankers,201,2015-08-31,"R7,508.06","R2,080.20",403,Yes
E29,1359,Energy - Tankers,201,2015-08-31,"R7,508.06","R2,080.20",403,No
E3,5525,Energy - Tankers,201,2015-08-31,"R7,508.06","R2,080.20",403,Yes
E30,1381,Energy - Total Sishen Fleet,202,2015-08-31,"R7,895.16","R2,657.34",403,Yes
E31,1387,Energy - Tankers,201,2015-08-31,"R7,508.06","R2,080.20",403,No
E32,1383,Energy - Tankers,201,2015-08-31,"R7,508.06","R2,080.20",403,No
E33,1385,Energy - Tankers,201,2015-08-31,"R7,508.06","R2,080.20",403,Yes
