Fleet No.,Refuel Order Number,Odometer,Last Trip Odometer,Variance
BWS13,404245,451060.00,417225.00,33835.00
444023,404415,151319.00,150968.00,351.00
BWS26,404417,5841.00,(n/a),0.00
BWBT01,404418,287527.00,224894.00,62633.00
"","","","",""
444025,404424,168797.00,168797.00,0.00
444024,404432,94198.00,94198.00,0.00
BWB005,404433,352265.00,346531.00,5734.00
444043,404435,116818.00,116536.00,282.00
444022,404436,151906.00,151906.00,0.00
"","","","",""
"","","","",""
"","","","",""
BWV001,404440,56465.00,12386.00,44079.00
444030,404442,113624.00,113624.00,0.00
"","","","",""
"","","","",""
"","","","",""
"","","","",""
"","","","",""
444026,404465,169087.00,169087.00,0.00
"","","","",""
444016,404468,125410.00,155768.00,-30358.00
BWS19,404485,357333.00,318890.00,38443.00
444035,404493,9950.00,119296.00,-109346.00
"","","","",""
"","","","",""
444041,404654,113325.00,113326.00,-1.00
BWBT02,404667,264258.00,297134.00,-32876.00
BWB002,404669,986597.00,980511.00,6086.00
"","","","",""
"","","","",""
"","","","",""
"","","","",""
444023,404675,151949.00,151949.00,0.00
"","","","",""
444035,404683,12950.00,119753.00,-106803.00
"","","","",""
"","","","",""
"","","","",""
"","","","",""
444034,404691,21800.00,120366.00,-98566.00
"","","","",""
444017,404697,105827.00,105827.00,0.00
444032,404698,156932.00,161992.00,-5060.00
"","","","",""
"","","","",""
BWB004,404702,27893.00,641358.00,-613465.00
444024,404708,94435.00,94435.00,0.00
"","","","",""
"","","","",""
"","","","",""
"","","","",""
BWS02,404893,100770.00,57717.00,43053.00
444028,404944,8600.00,112188.00,-103588.00
BWS26,404949,6601.00,(n/a),0.00
"","","","",""
"","","","",""
444032,405011,157132.00,162204.00,-5072.00
"","","","",""
444017,405076,105910.00,105910.00,0.00
"","","","",""
BWS16,405089,351682.00,312731.00,38951.00
"","","","",""
"","","","",""
444006,405107,106175.00,106175.00,0.00
"","","","",""
BWS26,405126,6670.00,(n/a),0.00
"","","","",""
BWC001,405155,367882.00,320916.00,46966.00
"","","","",""
"","","","",""
"","","","",""
"","","","",""
"","","","",""
BWB004,405196,28304.00,641358.00,-613054.00
"","","","",""
"","","","",""
"","","","",""
"","","","",""
"","","","",""
"","","","",""
444041,405289,113750.00,113750.00,0.00
"","","","",""
"","","","",""
BWB003,405320,749309.00,700081.00,49228.00
"","","","",""
BWS19,405361,358379.00,318890.00,39489.00
BWB005,405392,353523.00,346531.00,6992.00
444039,405448,114909.00,114479.00,430.00
BWS13,405455,452465.00,417225.00,35240.00
BWV001,405477,57554.00,12386.00,45168.00
"","","","",""
"","","","",""
"","","","",""
"","","","",""
"","","","",""
"","","","",""
BWC001,405547,368604.00,320916.00,47688.00
"","","","",""
"","","","",""
"","","","",""
BWS26,405580,6770.00,(n/a),0.00
444028,405582,8690.00,112617.00,-103927.00
444037,405583,174951.00,120656.00,54295.00
"","","","",""
444030,405588,114452.00,114169.00,283.00
"","","","",""
444005,405611,102130.00,102130.00,0.00
"","","","",""
444037,405658,175000.00,121113.00,53887.00
444030,405679,114649.00,114649.00,0.00
444036,405689,124809.00,124808.00,1.00
"","","","",""
"","","","",""
"","","","",""
444040,405827,117522.00,117433.00,89.00
BWB005,405891,354299.00,346531.00,7768.00
"","","","",""
"","","","",""
BWBT03,405986,236665.00,157000.00,79665.00
"","","","",""
444007,406023,158340.00,157130.00,1210.00
444026,406041,170847.00,170649.00,198.00
"","","","",""
"","","","",""
BWS01,406074,105940.00,63019.00,42921.00
"","","","",""
444006,406092,106634.00,106634.00,0.00
444005,406093,102286.00,102286.00,0.00
444024,406094,94973.00,94973.00,0.00
"","","","",""
444023,406106,152891.00,152469.00,422.00
"","","","",""
"","","","",""
444036,406138,125436.00,125152.00,284.00
"","","","",""
"","","","",""
"","","","",""
"","","","",""
"","","","",""
"","","","",""
444014,406352,109189.00,109189.00,0.00
"","","","",""
444042,406386,120925.00,121668.00,-743.00
444041,406395,114937.00,114937.00,0.00
444030,406402,115461.00,115461.00,0.00
444026,406404,171117.00,171117.00,0.00
"","","","",""
"","","","",""
"","","","",""
"","","","",""
444017,406491,106525.00,106525.00,0.00
BWS17,406533,388778.00,345792.00,42986.00
444027,406541,104049.00,103986.00,63.00
444028,406563,9090.00,113495.00,-104405.00
BWS28,406568,86078.00,(n/a),0.00
"","","","",""
BWBT02,406573,265908.00,297134.00,-31226.00
"","","","",""
"","","","",""
BWC002,406695,523292.00,512827.00,10465.00
"","","","",""
"","","","",""
"","","","",""
BWS19,406717,359468.00,318890.00,40578.00
"","","","",""
"","","","",""
"","","","",""
"","","","",""
BWS20,406733,356511.00,329357.00,27154.00
444018,406752,105129.00,105129.00,0.00
444029,406767,119514.00,118786.00,728.00
"","","","",""
444021,406771,163954.00,163883.00,71.00
"","","","",""
"","","","",""
444023,406789,153624.00,152469.00,1155.00
444038,406791,24688.00,122131.00,-97443.00
"","","","",""
BWBT04,406793,237294.00,105953.00,131341.00
"","","","",""
BWBT05,406798,242098.00,193460.00,48638.00
BWV001,406799,57936.00,12386.00,45550.00
"","","","",""
"","","","",""
444035,406809,15700.00,121529.00,-105829.00
"","","","",""
"","","","",""
444017,406817,106738.00,106738.00,0.00
444036,406822,126058.00,125937.00,121.00
BWB003,406831,750838.00,700081.00,50757.00
444016,406832,126574.00,158156.00,-31582.00
444030,406836,116282.00,116422.00,-140.00
444037,406837,176800.00,122750.00,54050.00
444041,406843,115405.00,115405.00,0.00
"","","","",""
"","","","",""
BWS13,406864,453756.00,417225.00,36531.00
444026,406867,171119.00,171564.00,-445.00
444023,406870,153824.00,153756.00,68.00
"","","","",""
"","","","",""
"","","","",""
"","","","",""
444008,406908,157804.00,158074.00,-270.00
444032,406909,158299.00,164129.00,-5830.00
444028,406911,9098.00,114122.00,-105024.00
BWS23,406913,289486.00,287124.00,2362.00
"","","","",""
"","","","",""
"","","","",""
"","","","",""
"","","","",""
BWB006,406925,344393.00,293928.00,50465.00
"","","","",""
"","","","",""
"","","","",""
"","","","",""
"","","","",""
"","","","",""
444030,406949,116692.00,116692.00,0.00
"","","","",""
"","","","",""
444031,406955,173487.00,173487.00,0.00
"","","","",""
444032,406958,158919.00,164750.00,-5831.00
444012,406959,148539.00,148539.00,0.00
444011,406961,161596.00,161596.00,0.00
"","","","",""
BWBT06,406968,238610.00,107178.00,131432.00
"","","","",""
BWS13,406991,454540.00,417225.00,37315.00
BWS27,407000,155084.00,113916.00,41168.00
"","","","",""
"","","","",""
BWS16,407017,354690.00,312731.00,41959.00
444018,407020,105487.00,105487.00,0.00
"","","","",""
"","","","",""
"","","","",""
"","","","",""
"","","","",""
"","","","",""
BWS26,407041,7000.00,(n/a),0.00
BWB002,407043,988680.00,980511.00,8169.00
"","","","",""
"","","","",""
BWV001,407048,58620.00,12386.00,46234.00
444028,407049,9800.00,114543.00,-104743.00
"","","","",""
444024,407053,95704.00,95704.00,0.00
444018,407057,105847.00,112273.00,-6426.00
"","","","",""
"","","","",""
444025,407095,172633.00,172633.00,0.00
"","","","",""
"","","","",""
"","","","",""
BWB005,407231,356633.00,346531.00,10102.00
444005,407416,103169.00,109759.00,-6590.00
"","","","",""
444024,407426,95779.00,99855.00,-4076.00
"","","","",""
"","","","",""
444038,407450,25099.00,123858.00,-98759.00
"","","","",""
444030,407462,117407.00,117525.00,-118.00
BWBT04,407579,238664.00,105953.00,132711.00
BWS24,407581,294731.00,292105.00,2626.00
444020,407694,77637.00,77509.00,128.00
BWS16,407830,355129.00,312731.00,42398.00
"","","","",""
BWBT02,407842,267365.00,297134.00,-29769.00
BWB002,407844,989412.00,980511.00,8901.00
444030,407855,117719.00,117779.00,-60.00
"","","","",""
"","","","",""
"","","","",""
"","","","",""
"","","","",""
BWS02,407863,103730.00,57717.00,46013.00
BWB006,407864,345918.00,293928.00,51990.00
444032,407887,160180.00,166359.00,-6179.00
444019,407888,111825.00,107262.00,4563.00
"","","","",""
"","","","",""
BWB005,407975,357437.00,346531.00,10906.00
BWB004,408077,32117.00,641358.00,-609241.00
"","","","",""
BWS13,408095,455697.00,417225.00,38472.00
BWS17,408158,391049.00,345792.00,45257.00
444014,408181,109586.00,109586.00,0.00
444018,408190,106552.00,106552.00,0.00
444026,408258,173342.00,173000.00,342.00
"","","","",""
"","","","",""
"","","","",""
"","","","",""
"","","","",""
BWB003,408288,753183.00,700081.00,53102.00
"","","","",""
"","","","",""
BWS26,408296,7830.00,(n/a),0.00
444012,408297,150215.00,149953.00,262.00
"","","","",""
"","","","",""
"","","","",""
"","","","",""
"","","","",""
BWC001,408343,370668.00,320916.00,49752.00
BWV001,408348,59900.00,12386.00,47514.00
"","","","",""
"","","","",""
"","","","",""
BWB002,408460,990496.00,980511.00,9985.00
"","","","",""
"","","","",""
BWS17,408600,391861.00,345792.00,46069.00
BWS21,408601,330721.00,43143.00,287578.00
BWBT04,408602,239745.00,105953.00,133792.00
"","","","",""
BWB006,408644,347163.00,293928.00,53235.00
444040,408646,120006.00,173822.00,-53816.00
"","","","",""
"","","","",""
"","","","",""
"","","","",""
444011,408668,163652.00,163652.00,0.00
"","","","",""
444005,408675,103903.00,103903.00,0.00
BWBT05,408676,244701.00,193460.00,51241.00
"","","","",""
444041,408680,117146.00,117024.00,122.00
BWB004,408681,33312.00,641358.00,-608046.00
"","","","",""
444016,408735,127580.00,160637.00,-33057.00
"","","","",""
"","","","",""
444039,408763,115309.00,118557.00,-3248.00
444023,408774,154986.00,155351.00,-365.00
"","","","",""
"","","","",""
444030,408784,118873.00,118873.00,0.00
"","","","",""
444027,408799,106288.00,106881.00,-593.00
444035,408864,18700.00,122716.00,-104016.00
444032,408865,160780.00,167480.00,-6700.00
"","","","",""
"","","","",""
"","","","",""
"","","","",""
444022,408985,156009.00,157237.00,-1228.00
444017,409037,107457.00,107457.00,0.00
444041,409038,117345.00,117345.00,0.00
444024,409039,96557.00,96557.00,0.00
"","","","",""
"","","","",""
"","","","",""
444030,409092,119070.00,119070.00,0.00
444015,409093,104940.00,104940.00,0.00
"","","","",""
"","","","",""
"","","","",""
444005,409122,104226.00,104226.00,0.00
444018,409123,107187.00,107187.00,0.00
"","","","",""
444014,409126,110224.00,110100.00,124.00
BWS16,409131,357562.00,312731.00,44831.00
444012,409132,150538.00,150538.00,0.00
"","","","",""
"","","","",""
444017,409149,107722.00,107722.00,0.00
"","","","",""
BWS14,409160,31300.00,163160.00,-131860.00
BWB006,409161,348244.00,293928.00,54316.00
444006,409162,108033.00,108031.00,2.00
"","","","",""
