startDate,stopDate,Truck
2015-03-10 00:00:00,2015-03-11 00:00:00,545220
2015-03-10 00:00:00,2015-03-11 00:00:00,545225
2015-03-10 00:00:00,2015-03-11 00:00:00,545229
2015-03-10 00:00:00,2015-03-11 00:00:00,644253
2015-03-10 00:00:00,2015-03-11 00:00:00,644252
2015-03-10 00:00:00,2015-03-11 00:00:00,S12075
2015-03-10 00:00:00,2015-03-11 00:00:00,T12037
2015-03-10 00:00:00,2015-03-11 00:00:00,T12051
2015-03-10 00:00:00,2015-03-11 00:00:00,T12063
2015-03-10 00:00:00,2015-03-11 00:00:00,T12087
2015-03-10 00:00:00,2015-03-11 00:00:00,T12136
2015-03-10 00:00:00,2015-03-11 00:00:00,T2900
2015-03-10 00:00:00,2015-03-11 00:00:00,T2912
2015-03-10 00:00:00,2015-03-11 00:00:00,T2962
2015-03-10 00:00:00,2015-03-11 00:00:00,T2974
2015-03-10 00:00:00,2015-03-11 00:00:00,T2986
2015-03-10 00:00:00,2015-03-11 00:00:00,T2998
2015-03-10 00:00:00,2015-03-11 00:00:00,T3001
2015-03-10 00:00:00,2015-03-11 00:00:00,545230
2015-03-10 00:00:00,2015-03-11 00:00:00,B60
2015-03-10 00:00:00,2015-03-11 00:00:00,PPC_H-Aux
2015-03-10 00:00:00,2015-03-11 00:00:00,444001
2015-03-10 00:00:00,2015-03-11 00:00:00,444002
2015-03-10 00:00:00,2015-03-11 00:00:00,B61
2015-03-10 00:00:00,2015-03-11 00:00:00,E40
2015-03-10 00:00:00,2015-03-11 00:00:00,E42
2015-03-10 00:00:00,2015-03-11 00:00:00,E43
2015-03-10 00:00:00,2015-03-11 00:00:00,545233
2015-03-10 00:00:00,2015-03-11 00:00:00,D622
2015-03-10 00:00:00,2015-03-11 00:00:00,D619
2015-03-10 00:00:00,2015-03-11 00:00:00,545231
