Fleet No.,Refuel Order Number,Odometer,Last Trip Odometer,Variance
E34,404449,51615.00,51553.00,62.00
"","","","",""
"","","","",""
"","","","",""
"","","","",""
E84,405201,146069.00,146446.00,-377.00
"","","","",""
"","","","",""
"","","","",""
E97,405551,36392.00,36347.00,45.00
"","","","",""
"","","","",""
"","","","",""
E83,405649,149047.00,149137.00,-90.00
"","","","",""
E90,406090,143414.00,143644.00,-230.00
"","","","",""
"","","","",""
E91,406641,179441.00,179245.00,196.00
"","","","",""
"","","","",""
EC144038,407002,324409.00,324252.00,157.00
"","","","",""
"","","","",""
"","","","",""
"","","","",""
"","","","",""
"","","","",""
E35,407819,53521.00,53468.00,53.00
E88,407877,154326.00,154682.00,-356.00
"","","","",""
"","","","",""
"","","","",""
E83,408141,152203.00,152398.00,-195.00
E81,408278,106822.00,106760.00,62.00
"","","","",""
"","","","",""
"","","","",""
"","","","",""
"","","","",""
E82,408770,73219.00,73227.00,-8.00
"","","","",""
"","","","",""
"","","","",""
E87,409013,123534.00,122648.00,886.00
"","","","",""
E89,409576,90391.00,90357.00,34.00
E91,409579,184987.00,181484.00,3503.00
EC144038,409593,326860.00,326676.00,184.00
"","","","",""
E34,409887,56085.00,56138.00,-53.00
"","","","",""
"","","","",""
E81,410025,108457.00,108250.00,207.00
"","","","",""
"","","","",""
E91,410141,186439.00,185902.00,537.00
"","","","",""
"","","","",""
"","","","",""
"","","","",""
"","","","",""
"","","","",""
"","","","",""
E77,410717,186842.00,186211.00,631.00
E89,410737,91846.00,91761.00,85.00
"","","","",""
"","","","",""
"","","","",""
"","","","",""
"","","","",""
"","","","",""
"","","","",""
"","","","",""
"","","","",""
"","","","",""
"","","","",""
"","","","",""
EC144038,411762,327633.00,327316.00,317.00
E91,411915,187636.00,188174.00,-538.00
"","","","",""
E77,412289,189438.00,189112.00,326.00
"","","","",""
"","","","",""
"","","","",""
"","","","",""
"","","","",""
"","","","",""
"","","","",""
E88,413089,160253.00,159967.00,286.00
"","","","",""
"","","","",""
"","","","",""
"","","","",""
E86,413558,111441.00,111128.00,313.00
"","","","",""
"","","","",""
"","","","",""
"","","","",""
"","","","",""
"","","","",""
"","","","",""
"","","","",""
"","","","",""
"","","","",""
"","","","",""
"","","","",""
"","","","",""
"","","","",""
"","","","",""
"","","","",""
"","","","",""
"","","","",""
"","","","",""
"","","","",""
"","","","",""
E34,416244,61214.00,61161.00,53.00
E97,416329,45942.00,45878.00,64.00
"","","","",""
4,416526,527294.00,525617.00,1677.00
"","","","",""
"","","","",""
"","","","",""
"","","","",""
"","","","",""
"","","","",""
"","","","",""
"","","","",""
"","","","",""
"","","","",""
E91,417379,"",194927.00,-194927.00
"","","","",""
"","","","",""
"","","","",""
E89,418017,96982.00,96705.00,277.00
"","","","",""
E97,418149,47394.00,47285.00,109.00
"","","","",""
"","","","",""
E88,418206,165535.00,164204.00,1331.00
"","","","",""
"","","","",""
"","","","",""
E78,419168,200287.00,199754.00,533.00
"","","","",""
"","","","",""
"","","","",""
"","","","",""
"","","","",""
"","","","",""
"","","","",""
"","","","",""
"","","","",""
EC144038,420280,335780.00,336091.00,-311.00
"","","","",""
"","","","",""
"","","","",""
"","","","",""
"","","","",""
E91,420646,199921.00,198269.00,1652.00
"","","","",""
E86,421464,117658.00,117901.00,-243.00
"","","","",""
EC144038,421572,337031.00,336720.00,311.00
"","","","",""
"","","","",""
"","","","",""
"","","","",""
"","","","",""
"","","","",""
E91,422137,202185.00,201645.00,540.00
"","","","",""
"","","","",""
"","","","",""
E87,422311,133800.00,133662.00,138.00
"","","","",""
"","","","",""
"","","","",""
"","","","",""
"","","","",""
E81,424030,116392.00,116994.00,-602.00
EC144038,424034,339691.00,340045.00,-354.00
E91,424048,204406.00,203849.00,557.00
"","","","",""
"","","","",""
"","","","",""
"","","","",""
"","","","",""
"","","","",""
"","","","",""
"","","","",""
"","","","",""
E97,424814,51977.00,52073.00,-96.00
"","","","",""
4,424966,529679.00,529122.00,557.00
E35,425186,68521.00,68569.00,-48.00
"","","","",""
"","","","",""
E81,425578,117612.00,118152.00,-540.00
"","","","",""
E34,426069,69715.00,69769.00,-54.00
"","","","",""
"","","","",""
"","","","",""
