Truck,Customer,Subcontractor,Loading ETA,Loading Arrival,Tripleg Income,Total Kms,Loading Started,Expected Total Kms
D27,RE,"",2015-08-03 07:00:00,(none),"1,339.13",10,(none),10
D615,RE,"",2015-08-03 07:00:00,(none),"1,890.42",0,(none),0
D585,RE,"",2015-08-03 07:00:00,(none),"1,944.92",10,(none),10
D586,RE,"",2015-08-03 06:00:00,(none),"3,104.16",0,(none),0
D584,RE,"",2015-08-03 07:00:00,2015-08-03 07:00:00,"3,405.52",278,2015-08-03 07:00:00,0
D587,RE,"",2015-08-03 07:00:00,(none),"3,104.16",0,(none),0
D588,RE,"",2015-08-03 07:00:00,(none),"1,807.94",0,(none),0
D28,RE,"",2015-08-03 07:00:00,(none),"1,893.83",15,(none),15
D25,RE,"",(none),(none),"1,174.73",0,2015-08-03 00:00:00,0
D26,RE,"",(none),(none),"1,910.11",0,2015-08-03 00:00:00,0
D589,RE,"",(none),(none),"2,590.13",0,2015-08-03 00:00:00,0
D591,RE,"",(none),(none),"2,590.13",0,2015-08-03 00:00:00,0
D25,RE,"",(none),(none),"1,174.73",0,2015-08-04 00:00:00,0
D26,RE,"",(none),(none),"1,910.11",0,2015-08-04 00:00:00,0
D589,RE,"",(none),(none),"2,590.13",0,2015-08-04 00:00:00,0
D591,RE,"",(none),(none),"2,590.13",0,2015-08-04 00:00:00,0
