Truck,Customer,Subcontractor,Loading ETA,Loading Arrival,Tripleg Income,Total Kms,Loading Started,Expected Total Kms
444005,Glencore (Dedicated),"",2015-08-02 23:00:00,2015-08-02 23:32:00,"1,013.01",42,2015-08-03 00:08:00,44
444005,Glencore (Dedicated),"",2015-08-03 03:00:00,2015-08-03 01:56:00,"1,001.00",71,2015-08-03 02:45:00,44
444006,Anglo American New,"",2015-08-03 21:00:00,2015-08-03 20:36:00,"2,696.36",86,2015-08-03 20:40:00,100
444010,Glencore (Dedicated),"",2015-08-03 01:00:00,2015-08-03 00:42:00,"1,021.02",38,2015-08-03 01:11:00,44
444010,Glencore (Dedicated),"",2015-08-03 04:00:00,2015-08-03 03:40:00,"1,022.16",44,2015-08-03 04:08:00,44
444010,Glencore (Dedicated),"",2015-08-03 09:00:00,2015-08-03 08:30:00,801.23,31,2015-08-03 09:40:00,30
444010,Glencore (Dedicated),"",2015-08-03 12:00:00,2015-08-03 12:22:00,803.51,63,2015-08-03 12:47:00,30
444010,Anglo American New,"",2015-08-03 20:00:00,2015-08-03 20:39:00,"2,705.67",176,2015-08-03 20:46:00,100
444014,Anglo American New,"",2015-08-03 13:00:00,2015-08-03 12:23:00,"2,874.97",85,2015-08-03 12:26:00,100
444014,Anglo American New,"",2015-08-03 14:00:00,2015-08-03 19:11:00,"2,714.99",106,2015-08-03 19:23:00,100
444015,Glencore (Dedicated),"",2015-08-03 12:00:00,(none),"1,001.00",44,(none),44
444017,Anglo American New,"",2015-08-03 01:00:00,2015-08-03 01:45:00,"2,806.63",105,2015-08-03 02:05:00,100
444017,Anglo American New,"",2015-08-03 14:00:00,2015-08-03 14:00:00,"2,749.16",132,2015-08-03 14:05:00,100
444019,Glencore (Dedicated),"",2015-08-03 01:00:00,2015-08-03 00:07:00,"1,029.03",60,2015-08-03 00:42:00,44
444019,Glencore (Dedicated),"",2015-08-03 03:00:00,2015-08-03 02:38:00,"1,015.87",43,2015-08-03 02:48:00,44
444019,Glencore (Dedicated),"",2015-08-03 09:00:00,2015-08-03 08:45:00,811.28,45,2015-08-03 10:07:00,30
444019,Glencore (Dedicated),"",2015-08-03 12:00:00,2015-08-03 12:40:00,808.54,76,2015-08-03 14:35:00,30
444020,Anglo American New,"",2015-08-03 01:00:00,2015-08-03 01:35:00,652.65,44,2015-08-03 01:45:00,24
444020,Anglo American New,"",2015-08-03 08:00:00,2015-08-03 08:14:00,"2,784.89",88,2015-08-03 08:20:00,100
444020,Anglo American New,"",2015-08-03 14:00:00,2015-08-03 14:20:00,646.67,49,2015-08-03 14:30:00,24
444020,Anglo American New,"",2015-08-04 00:00:00,2015-08-03 22:10:00,640.32,34,2015-08-03 22:20:00,24
444024,Anglo American New,"",2015-08-04 03:00:00,2015-08-03 04:52:00,"2,710.33",110,2015-08-03 04:54:00,100
444024,Anglo American New,"",2015-08-03 09:00:00,2015-08-03 09:50:00,649.29,22,2015-08-03 10:30:00,24
444024,Anglo American New,"",2015-08-03 13:00:00,2015-08-03 14:32:00,635.83,49,2015-08-03 14:54:00,24
444024,Anglo American New,"",2015-08-03 20:00:00,2015-08-03 20:55:00,"2,710.33",85,2015-08-03 20:58:00,100
