Truck,FM ID,Primary Fleet,Function Code,Date,Income,Contribution,Kms,Blackout Status
107,1202,LWT Fleet,002,2015-08-07,"R7,541.75",R758.95,473,No
119,1188,Freight - Volumax Fleet,005,2015-08-07,"R7,541.75",R758.95,473,No
128,1231,LWT Fleet,002,2015-08-07,"R7,541.75",R758.95,473,No
154,30116,LD,001,2015-08-07,"R7,541.75",R758.95,473,No
245,1235,LWT Fleet,002,2015-08-07,"R7,541.75",R758.95,473,No
248,1186,LD,001,2015-08-07,"R7,541.75",R758.95,473,No
261,1211,LD,001,2015-08-07,"R7,541.75",R758.95,473,No
262,1217,LD,001,2015-08-07,"R7,541.75",R758.95,473,Yes
263,1213,LD,001,2015-08-07,"R7,541.75",R758.95,473,Yes
264,1212,LD,001,2015-08-07,"R7,541.75",R758.95,473,No
265,1215,LD,001,2015-08-07,"R7,541.75",R758.95,473,No
268,1223,LD,001,2015-08-07,"R7,541.75",R758.95,473,No
329,"",LD,001,2015-08-07,"R7,541.75",R758.95,473,No
330,5571,LD,001,2015-08-07,"R7,541.75",R758.95,473,No
333,30182,LD,001,2015-08-07,"R7,541.75",R758.95,473,No
334,30181,LD,001,2015-08-07,"R7,541.75",R758.95,473,No
349,30202,LD,001,2015-08-07,"R7,541.75",R758.95,473,No
362,30289,LD,001,2015-08-07,"R7,541.75",R758.95,473,No
363,30229,LD,001,2015-08-07,"R7,541.75",R758.95,473,Yes
365,30224,LD,001,2015-08-07,"R7,541.75",R758.95,473,No
366,30288,LD,001,2015-08-07,"R7,541.75",R758.95,473,No
367,30397,LD,001,2015-08-07,"R7,541.75",R758.95,473,No
369,30231,LD,001,2015-08-07,"R7,541.75",R758.95,473,Yes
370,30232,LD,001,2015-08-07,"R7,541.75",R758.95,473,Yes
375,30369,LD,001,2015-08-07,"R7,541.75",R758.95,473,Yes
376,30367,LD,001,2015-08-07,"R7,541.75",R758.95,473,Yes
379,30370,LD,001,2015-08-07,"R7,541.75",R758.95,473,No
382,30398,LD,001,2015-08-07,"R7,541.75",R758.95,473,No
383,30396,LD,001,2015-08-07,"R7,541.75",R758.95,473,Yes
384,412,LD,001,2015-08-07,"R7,541.75",R758.95,473,No
385,30483,LD,001,2015-08-07,"R7,541.75",R758.95,473,Yes
386,31075,Freight,"",2015-08-07,"R7,541.75",R758.95,473,No
413,31018,Freight,"",2015-08-07,"R7,541.75",R758.95,473,No
415,31020,Freight,"",2015-08-07,"R7,541.75",R758.95,473,No
417,31022,Freight,"",2015-08-07,"R7,541.75",R758.95,473,Yes
424,31029,Freight,"",2015-08-07,"R7,541.75",R758.95,473,No
426,31031,Freight - Ashton,"",2015-08-07,"R7,541.75",R758.95,473,Yes
428,31033,Freight,"",2015-08-07,"R7,541.75",R758.95,473,No
436,31041,Freight,"",2015-08-07,"R7,541.75",R758.95,473,No
426,31031,Freight - Ashton,"",2015-08-07,"R7,541.75",R758.95,473,Yes
428,31033,Freight,"",2015-08-07,"R7,541.75",R758.95,473,No
"","","","","","","","",""
68,1133,LD,001,2015-08-07,R0.01,R0.01,0,Yes
"","","","","","","","",""
