Truck,Date,Income,Contribution,Kms,Blackout Status
E01,2014-06-01,R0.00,R0.00,(none),Yes
E05,2014-06-01,R0.00,R0.00,(none),No
E10,2014-06-01,R0.00,R0.00,(none),No
E16,2014-06-01,R0.00,R0.00,(none),No
E17,2014-06-01,R0.00,R0.00,(none),No
E18,2014-06-01,R0.00,R0.00,(none),No
E19,2014-06-01,R0.00,R0.00,(none),Yes
E20,2014-06-01,R0.00,R0.00,(none),No
E21,2014-06-01,R0.00,R0.00,(none),No
E22,2014-06-01,R0.00,R0.00,(none),Yes
E23,2014-06-01,R0.00,R0.00,(none),Yes
E24,2014-06-01,R0.00,R0.00,(none),No
E25,2014-06-01,R0.00,R0.00,(none),No
E27,2014-06-01,R0.00,R0.00,(none),Yes
E28,2014-06-01,R0.00,R0.00,(none),Yes
E39,2014-06-01,R0.00,R0.00,(none),Yes
E40,2014-06-01,R0.00,R0.00,(none),Yes
E41,2014-06-01,R0.00,R0.00,(none),Yes
E42,2014-06-01,R0.00,R0.00,(none),No
E43,2014-06-01,R0.00,R0.00,(none),Yes
E44,2014-06-01,R0.00,R0.00,(none),Yes
E45,2014-06-01,R0.00,R0.00,(none),No
E46,2014-06-01,R0.00,R0.00,(none),No
E47,2014-06-01,R0.00,R0.00,(none),Yes
E49,2014-06-01,R0.00,R0.00,(none),No
E50,2014-06-01,R0.00,R0.00,(none),Yes
E52,2014-06-01,R0.00,R0.00,(none),No
E53,2014-06-01,R0.00,R0.00,(none),Yes
E64,2014-06-01,R0.00,R0.00,(none),No
E65,2014-06-01,R0.00,R0.00,(none),Yes
E66,2014-06-01,R0.00,R0.00,(none),No
E67,2014-06-01,R0.00,R0.00,(none),Yes
