startDate,stopDate,Truck
2015-03-10 00:00:00,2015-03-11 00:00:00,T023
2015-03-10 00:00:00,2015-03-11 00:00:00,T024
2015-03-10 00:00:00,2015-03-11 00:00:00,T040
2015-03-10 00:00:00,2015-03-11 00:00:00,T041
2015-03-10 00:00:00,2015-03-11 00:00:00,T042
2015-03-10 00:00:00,2015-03-11 00:00:00,T049
2015-03-10 00:00:00,2015-03-11 00:00:00,T111
2015-03-10 00:00:00,2015-03-11 00:00:00,T112
2015-03-10 00:00:00,2015-03-11 00:00:00,T113
2015-03-10 00:00:00,2015-03-11 00:00:00,T114
2015-03-10 00:00:00,2015-03-11 00:00:00,T115
2015-03-10 00:00:00,2015-03-11 00:00:00,T116
2015-03-10 00:00:00,2015-03-11 00:00:00,T039
2015-03-10 00:00:00,2015-03-11 00:00:00,T038
2015-03-10 00:00:00,2015-03-11 00:00:00,T043
2015-03-10 00:00:00,2015-03-11 00:00:00,T044
2015-03-10 00:00:00,2015-03-11 00:00:00,T045
2015-03-10 00:00:00,2015-03-11 00:00:00,T046
2015-03-10 00:00:00,2015-03-11 00:00:00,T048
