Truck,Date,Income,Contribution,Kms,Blackout Status
125,2015-02-23,"R7,048.38",R791.42,321,Yes
126,2015-02-23,"R7,048.38",R791.42,321,No
135,2015-02-23,"R7,048.38",R791.42,321,Yes
136,2015-02-23,"R7,048.38",R791.42,321,Yes
137,2015-02-23,"R7,048.38",R791.42,321,Yes
313,2015-02-23,"R7,048.38",R791.42,321,No
314,2015-02-23,"R7,048.38",R791.42,321,Yes
315,2015-02-23,"R7,048.38",R791.42,321,No
317,2015-02-23,"R7,048.38",R791.42,321,Yes
324,2015-02-23,"R7,048.38",R791.42,321,Yes
325,2015-02-23,"R7,048.38",R791.42,321,No
