Truck,FM ID,Primary Fleet,Function Code,Date,Income,Contribution,Kms,Blackout Status
143001,5261,EHL - Gauteng,337,2015-08-09,"R7,852.05","R1,413.37",516,Yes
143002,5262,EHL - Gauteng,337,2015-08-09,"R7,852.05","R1,413.37",516,Yes
143003,5263,EHL - P.E,336,2015-08-09,"R3,612.12",R650.18,160,No
143004,5264,EHL - P.E,336,2015-08-09,"R7,852.05","R1,413.37",516,No
444054,5435,Tongaat Hulletts,"",2015-08-09,"R7,771.53","R1,398.88",294,Yes
444055,5429,Tongaat Hulletts,"",2015-08-09,"R7,771.53","R1,398.88",294,Yes
444056,5433,Tongaat Hulletts,"",2015-08-09,"R7,771.53","R1,398.88",294,Yes
444057,5431,Tongaat Hulletts,"",2015-08-09,"R7,771.53","R1,398.88",294,Yes
444058,5432,Tongaat Hulletts,"",2015-08-09,"R7,771.53","R1,398.88",294,Yes
444059,5434,Tongaat Hulletts,"",2015-08-09,"R7,771.53","R1,398.88",294,Yes
444060,5437,Tongaat Hulletts,"",2015-08-09,"R7,771.53","R1,398.88",294,Yes
444061,5438,Tongaat Hulletts,"",2015-08-09,"R7,771.53","R1,398.88",294,Yes
444062,5439,Tongaat Hulletts,"",2015-08-09,"R7,771.53","R1,398.88",294,Yes
444063,5440,Tongaat Hulletts,"",2015-08-09,"R7,771.53","R1,398.88",294,Yes
444064,1386,Tongaat Hulletts,"",2015-08-09,"R7,771.53","R1,398.88",294,Yes
444065,1392,Tongaat Hulletts,"",2015-08-09,"R7,771.53","R1,398.88",294,Yes
444069,5553,Illovo - Germiston F&V,334,2015-08-09,"R6,914.96","R1,244.69",225,Yes
444070,9143,Illovo - Germiston F&V,334,2015-08-09,"R6,914.96","R1,244.69",225,Yes
444071,9146,Illovo - Germiston F&V,334,2015-08-09,"R6,914.96","R1,244.69",225,Yes
444072,9159,Illovo - Germiston F&V,334,2015-08-09,"R6,914.96","R1,244.69",225,Yes
444073,9144,Illovo - Germiston F&V,334,2015-08-09,"R6,914.96","R1,244.69",225,Yes
525201,5205,Toyota - X Dock,327,2015-08-09,"R2,872.37",R517.03,160,No
538253,5192,EHL - Gauteng,337,2015-08-09,"R3,612.12",R650.18,160,No
538254,5193,EHL - Gauteng,337,2015-08-09,"R3,612.12",R650.18,160,No
538255,5194,EHL - Gauteng,337,2015-08-09,"R3,612.12",R650.18,160,No
538256,5195,EHL - Gauteng,337,2015-08-09,"R3,612.12",R650.18,160,Yes
538257,5196,EHL - Gauteng,337,2015-08-09,"R2,830.40",R509.47,154,Yes
