Truck,Customer,Subcontractor,Loading ETA,Loading Arrival,Tripleg Income,Total Kms,Loading Started,Expected Total Kms
375,Barloworld Logistics (Cement),"",2015-10-01 08:00:00,(none),"9,594.80",1003,(none),1003
424,Barloworld Corobrick,"",2015-10-01 11:00:00,(none),"7,355.23",523,(none),523
265,Gromor Pty Ltd,"",2015-10-01 15:00:00,(none),"9,869.63",600,(none),600
447,Chamotte Holdings Pty Ltd,"",2015-10-01 15:00:00,(none),"8,992.90",883,(none),883
263,Barloworld Logistics (Cement),"",2015-10-01 07:00:00,(none),"5,555.60",443,(none),443
386,Monteagle Africa Limited,"",2015-10-01 08:00:00,(none),"29,324.27",1500,(none),1500
330,Idwala Sales & Distribution,"",2015-10-01 07:00:00,(none),"11,822.48",791,(none),791
245,Sasko,"",2015-10-01 16:00:00,(none),"9,532.00",526,(none),526
367,Sasko,"",2015-10-01 14:00:00,(none),"8,729.00",460,(none),460
376,Sasko,"",2015-10-01 17:00:00,(none),"8,632.00",525,(none),525
379,Sasko,"",2015-10-01 15:00:00,(none),"8,632.00",525,(none),525
