Truck,FM ID,Primary Fleet,Fleet Tonnages,Function Code,Date,Income,Contribution,Kms,Blackout Status
135001,5140,Meadow Feeds - Pmb,40.000,316,2015-09-13,"R5,364.40",R429.15,186,Yes
135002,5141,Meadow Feeds - Pmb,40.000,316,2015-09-13,"R5,364.40",R429.15,186,Yes
135003,5256,Meadow Feeds - P.E,40.000,318,2015-09-13,"R6,238.90","R1,123.00",230,Yes
135004,5142,Meadow Feeds - Pmb,40.000,316,2015-09-13,"R5,364.40",R429.15,186,Yes
140250,5132,Meadow Feeds - Pmb,40.000,316,2015-09-13,"R5,364.40",R429.15,186,Yes
140251,5133,Meadow Feeds - Pmb,40.000,316,2015-09-13,"R5,364.40",R429.15,186,Yes
140252,5134,Meadow Feeds - Pmb,40.000,316,2015-09-13,"R5,364.40",R429.15,186,Yes
140253,5135,Meadow Feeds - Pmb,40.000,316,2015-09-13,"R5,364.40",R429.15,186,Yes
140254,5136,Meadow Feeds - Pmb,40.000,316,2015-09-13,"R5,364.40",R429.15,186,Yes
140255,5137,Meadow Feeds - Pmb,40.000,316,2015-09-13,"R5,364.40",R429.15,186,Yes
140256,5138,Meadow Feeds - Pmb,40.000,316,2015-09-13,"R8,425.35",R421.27,186,Yes
140257,5139,Meadow Feeds - Pmb,40.000,316,2015-09-13,"R5,364.40",R429.15,186,Yes
140258,5257,Meadow Feeds - Paarl and Ladismith,40.000,317,2015-09-13,"R6,238.90","R1,123.00",230,Yes
140259,5241,Meadow Feeds - Paarl and Ladismith,40.000,317,2015-09-13,"R6,238.90","R1,123.00",230,Yes
140260,5242,Meadow Feeds - Paarl and Ladismith,40.000,317,2015-09-13,"R6,238.90","R1,123.00",230,Yes
140261,5243,Meadow Feeds - Paarl and Ladismith,40.000,317,2015-09-13,"R6,238.90","R1,123.00",230,Yes
140262,5244,Meadow Feeds - Paarl and Ladismith,40.000,317,2015-09-13,"R6,238.90","R1,123.00",230,Yes
140263,5245,Meadow Feeds - Paarl and Ladismith,40.000,317,2015-09-13,"R6,238.90","R1,123.00",230,Yes
140264,5246,Meadow Feeds - Paarl and Ladismith,40.000,317,2015-09-13,"R6,238.90","R1,123.00",230,Yes
140265,5247,Meadow Feeds - Paarl and Ladismith,40.000,317,2015-09-13,"R6,084.68","R1,095.24",230,Yes
140266,5248,Meadow Feeds - Paarl and Ladismith,40.000,317,2015-09-13,"R5,781.29","R1,040.63",307,Yes
140267,5197,Meadow Feeds - P.E,40.000,318,2015-09-13,"R8,900.81","R1,602.15",378,Yes
140268,5198,Meadow Feeds - P.E,40.000,318,2015-09-13,"R8,900.81","R1,602.15",378,Yes
140269,5199,Meadow Feeds - P.E,40.000,318,2015-09-13,"R8,900.81","R1,602.15",378,Yes
140270,5200,Meadow Feeds - P.E,40.000,318,2015-09-13,"R8,900.81","R1,602.15",378,Yes
140271,5118,PPC - P.E,40.000,307,2015-09-13,R0.00,R0.00,0,Yes
140272,5249,Meadow Feeds - Paarl and Ladismith,40.000,317,2015-09-13,"R6,238.90","R1,123.00",230,Yes
140273,5250,Meadow Feeds - Paarl and Ladismith,40.000,317,2015-09-13,"R6,238.90","R1,123.00",230,Yes
140274,5251,Meadow Feeds - Paarl and Ladismith,40.000,317,2015-09-13,"R6,238.90","R1,123.00",230,Yes
140275,5252,Meadow Feeds - Paarl and Ladismith,40.000,317,2015-09-13,"R6,238.90","R1,123.00",230,Yes
140276,5253,Meadow Feeds - Paarl and Ladismith,40.000,317,2015-09-13,"R6,238.90","R1,123.00",230,Yes
140277,5201,Meadow Feeds - P.E,40.000,318,2015-09-13,"R8,900.81","R1,602.15",378,Yes
140278,5258,Meadow Feeds - Paarl and Ladismith,40.000,317,2015-09-13,"R5,781.29","R1,040.63",307,Yes
141001,5143,Meadow Feeds - Paarl and Ladismith,40.000,317,2015-09-13,"R6,483.46","R1,167.02",342,Yes
141002,5144,Meadow Feeds - Pmb,40.000,316,2015-09-13,"R8,425.35",R421.27,186,Yes
141006,5254,Meadow Feeds - Paarl and Ladismith,40.000,317,2015-09-13,"R6,238.90","R1,123.00",230,Yes
141007,5255,Meadow Feeds - Paarl and Ladismith,40.000,317,2015-09-13,"R6,238.90","R1,123.00",230,Yes
141008,5146,Meadow Feeds - Pmb,40.000,316,2015-09-13,"R5,377.40",R430.19,186,Yes
141009,5147,Meadow Feeds - Pmb,40.000,316,2015-09-13,"R5,377.40",R430.19,186,Yes
141010,5148,Meadow Feeds - Pmb,40.000,316,2015-09-13,"R5,377.40",R430.19,186,Yes
143001,5261,Premier Durban,"","",2015-09-13,"R8,113.79","R1,460.48",533,Yes
143002,5262,Premier Durban,"","",2015-09-13,"R8,113.79","R1,460.48",533,Yes
143003,5263,EHL - P.E,40.000,336,2015-09-13,"R3,732.53",R671.85,174,No
143004,5264,Premier Durban,"","",2015-09-13,"R8,113.79","R1,460.48",533,Yes
144040,5421,Festive,34.000,"",2015-09-13,"R5,416.45",R702.50,259,Yes
144041,5422,Festive,34.000,"",2015-09-13,"R5,416.45",R702.50,259,Yes
144042,5423,Festive,34.000,"",2015-09-13,"R5,416.45",R702.50,259,Yes
144043,5424,Festive,34.000,"",2015-09-13,"R5,416.45",R702.50,259,Yes
144045,5426,Festive,34.000,"",2015-09-13,"R5,416.45",R702.50,259,Yes
144046,5425,Festive,34.000,"",2015-09-13,"R5,416.45",R702.50,259,Yes
144047,6016,Festive,34.000,"",2015-09-13,"R5,416.45",R702.50,259,Yes
144048,6015,Festive,34.000,"",2015-09-13,"R5,416.45",R702.50,259,Yes
145001,5390,Meadow Feeds - Standerton,"","",2015-09-13,"R8,134.12",R661.03,262,Yes
145002,5396,Meadow Feeds - Standerton,"","",2015-09-13,"R8,134.12",R661.03,262,Yes
145003,5391,Meadow Feeds - Standerton,"","",2015-09-13,"R8,134.12",R661.03,262,Yes
145004,5392,Meadow Feeds - Standerton,"","",2015-09-13,"R8,134.12",R661.03,262,Yes
145005,5394,Meadow Feeds - Standerton,"","",2015-09-13,"R8,134.12",R661.03,262,Yes
145006,5393,Meadow Feeds - Standerton,"","",2015-09-13,"R8,134.12",R661.03,262,Yes
145007,5395,Meadow Feeds - Standerton,"","",2015-09-13,"R8,134.12",R661.03,262,Yes
250,1187,Wilmar Bulk Fleet,34.000,324,2015-09-13,"R5,372.67","R1,201.02",236,Yes
251,1191,Wilmar Bulk Fleet,34.000,324,2015-09-13,"R5,372.67","R1,201.02",236,Yes
252,1192,Wilmar Bulk Fleet,34.000,324,2015-09-13,"R5,372.67","R1,201.02",236,Yes
253,1193,Wilmar Bulk Fleet,34.000,324,2015-09-13,"R5,372.67","R1,201.02",236,Yes
254,1204,Wilmar Bulk Fleet,34.000,324,2015-09-13,"R5,372.67","R1,201.02",236,Yes
255,1205,Wilmar Bulk Fleet,34.000,324,2015-09-13,"R5,372.67","R1,201.02",236,Yes
256,1196,Wilmar Bulk Fleet,34.000,324,2015-09-13,"R5,372.67","R1,201.02",236,Yes
257,1197,Wilmar Bulk Fleet,34.000,324,2015-09-13,"R5,372.67","R1,201.02",236,Yes
258,1198,Wilmar Bulk Fleet,34.000,324,2015-09-13,"R5,372.67","R1,201.02",236,Yes
259,1200,Wilmar Bulk Fleet,34.000,324,2015-09-13,"R5,372.67","R1,201.02",236,Yes
260,1201,Wilmar Bulk Fleet,34.000,324,2015-09-13,"R5,372.67","R1,201.02",236,Yes
340001,5273,PPC - Dwaalboom,40.000,305,2015-09-13,R0.00,R0.00,0,Yes
340002,5274,PPC - Dwaalboom,40.000,305,2015-09-13,R0.00,R0.00,0,Yes
340003,5275,PPC - Dwaalboom,40.000,305,2015-09-13,R0.00,R0.00,0,Yes
340004,5276,PPC - Dwaalboom,40.000,305,2015-09-13,R0.00,R0.00,0,Yes
340005,5277,PPC - Dwaalboom,40.000,305,2015-09-13,R0.00,R0.00,0,Yes
340006,5278,PPC - Dwaalboom,40.000,305,2015-09-13,R0.00,R0.00,0,Yes
340007,5279,PPC - Dwaalboom,40.000,305,2015-09-13,R0.00,R0.00,0,Yes
340008,5280,PPC - Dwaalboom,40.000,305,2015-09-13,R0.00,R0.00,0,Yes
340009,5281,PPC - Dwaalboom,40.000,305,2015-09-13,R0.00,R0.00,0,Yes
340010,5282,PPC - Dwaalboom,40.000,305,2015-09-13,R0.00,R0.00,0,Yes
340011,5283,PPC - Dwaalboom,40.000,305,2015-09-13,R0.00,R0.00,0,Yes
340012,5284,PPC - Dwaalboom,40.000,305,2015-09-13,R0.00,R0.00,0,Yes
340013,5285,PPC - Dwaalboom,40.000,305,2015-09-13,R0.00,R0.00,0,Yes
340014,5286,PPC - Dwaalboom,40.000,305,2015-09-13,R0.00,R0.00,0,Yes
340015,5287,PPC - Dwaalboom,40.000,305,2015-09-13,R0.00,R0.00,0,Yes
340016,5288,PPC - Dwaalboom,40.000,305,2015-09-13,R0.00,R0.00,0,Yes
340017,5289,PPC - Dwaalboom,40.000,305,2015-09-13,R0.00,R0.00,0,Yes
340019,5298,PPC - Dwaalboom,40.000,305,2015-09-13,R0.00,R0.00,0,Yes
340020,5299,PPC - Dwaalboom,40.000,305,2015-09-13,R0.00,R0.00,0,Yes
340021,5300,PPC - Dwaalboom,40.000,305,2015-09-13,R0.00,R0.00,0,Yes
340022,5301,PPC - Dwaalboom,40.000,305,2015-09-13,R0.00,R0.00,0,Yes
340023,5302,PPC - Dwaalboom,40.000,305,2015-09-13,R0.00,R0.00,0,Yes
340024,5303,PPC - Dwaalboom,40.000,305,2015-09-13,R0.00,R0.00,0,Yes
340025,5304,PPC - Dwaalboom,40.000,305,2015-09-13,R0.00,R0.00,0,Yes
340026,5305,PPC - Dwaalboom,40.000,305,2015-09-13,R0.00,R0.00,0,Yes
340027,5306,PPC - Dwaalboom,40.000,305,2015-09-13,R0.00,R0.00,0,Yes
340028,5307,PPC - Dwaalboom,40.000,305,2015-09-13,R0.00,R0.00,0,Yes
340030,5309,PPC - Dwaalboom,40.000,305,2015-09-13,R0.00,R0.00,0,Yes
340031,5310,PPC - Dwaalboom,40.000,305,2015-09-13,R0.00,R0.00,0,Yes
340032,5311,PPC - Dwaalboom,40.000,305,2015-09-13,R0.00,R0.00,0,Yes
340033,5312,PPC - Dwaalboom,40.000,305,2015-09-13,R0.00,R0.00,0,Yes
340034,5313,PPC - Dwaalboom,40.000,305,2015-09-13,R0.00,R0.00,0,Yes
340035,5314,PPC - Dwaalboom,40.000,305,2015-09-13,R0.00,R0.00,0,Yes
340036,5315,PPC - Dwaalboom,40.000,305,2015-09-13,R0.00,R0.00,0,Yes
340037,5316,PPC - Dwaalboom,40.000,305,2015-09-13,R0.00,R0.00,0,Yes
340041,5320,PPC - Dwaalboom,40.000,305,2015-09-13,R0.00,R0.00,0,Yes
340043,5322,PPC - Dwaalboom,40.000,305,2015-09-13,R0.00,R0.00,0,Yes
340044,5323,PPC - Dwaalboom,40.000,305,2015-09-13,R0.00,R0.00,0,Yes
343090,5079,PPC - Kraaifontein,40.000,309,2015-09-13,R0.00,R0.00,0,Yes
343091,1375,PPC - Kraaifontein,40.000,309,2015-09-13,R0.00,R0.00,0,Yes
343092,1376,PPC - Kraaifontein,40.000,309,2015-09-13,R0.00,R0.00,0,Yes
343093,1377,PPC - George,40.000,308,2015-09-13,R0.00,R0.00,0,Yes
343094,1378,PPC - George,40.000,308,2015-09-13,R0.00,R0.00,0,Yes
444001,5382,PPC - Heriotdale,40.000,301,2015-09-13,R0.00,R0.00,0,Yes
444002,5383,PPC - Heriotdale,40.000,301,2015-09-13,R0.00,R0.00,0,Yes
444003,5381,PPC - Dwaalboom,40.000,305,2015-09-13,R0.00,R0.00,0,Yes
444004,5380,PPC - Dwaalboom,40.000,305,2015-09-13,R0.00,R0.00,0,Yes
444005,9013,Anglo - Dedicated,36.000,314,2015-09-13,"R8,078.87",R962.19,425,Yes
444006,9014,Anglo - Dedicated,36.000,314,2015-09-13,"R8,078.87",R962.19,425,Yes
444007,9015,Anglo - Dedicated,36.000,314,2015-09-13,"R8,078.87",R962.19,425,Yes
444008,9007,Anglo - Dedicated,36.000,314,2015-09-13,"R8,078.87",R962.19,425,Yes
444009,9005,Anglo - Dedicated,36.000,314,2015-09-13,"R8,078.87",R962.19,425,Yes
444010,9016,Anglo - Dedicated,36.000,314,2015-09-13,"R8,078.87",R962.19,425,Yes
444011,9008,Anglo - Dedicated,36.000,314,2015-09-13,"R8,078.87",R962.19,425,Yes
444012,9020,Anglo - Dedicated,36.000,314,2015-09-13,"R8,078.87",R962.19,425,Yes
444013,9010,Anglo - Dedicated,36.000,314,2015-09-13,"R8,078.87",R962.19,425,Yes
444014,9001,Anglo - Dedicated,36.000,314,2015-09-13,"R8,078.87",R962.19,425,Yes
444015,9017,Anglo - Dedicated,36.000,314,2015-09-13,"R8,078.87",R962.19,425,Yes
444016,9012,Anglo - Dedicated,36.000,314,2015-09-13,"R8,078.87",R962.19,425,Yes
444017,9002,Anglo - Dedicated,36.000,314,2015-09-13,"R8,078.87",R962.19,425,Yes
444018,9006,Anglo - Dedicated,36.000,314,2015-09-13,"R8,078.87",R962.19,425,Yes
444019,9003,Anglo - Dedicated,36.000,314,2015-09-13,"R8,078.87",R962.19,425,Yes
444020,9004,Anglo - Dedicated,36.000,314,2015-09-13,"R8,078.87",R962.19,425,Yes
444022,9019,Anglo - Dedicated,36.000,314,2015-09-13,"R8,078.87",R962.19,425,Yes
444023,9011,Anglo - Dedicated,36.000,314,2015-09-13,"R8,078.87",R962.19,425,Yes
444024,9009,Anglo - Dedicated,36.000,314,2015-09-13,"R8,078.87",R962.19,425,Yes
444025,9092,Anglo - Dedicated,36.000,314,2015-09-13,"R8,078.87",R962.19,425,Yes
444026,9087,Anglo - Dedicated,36.000,314,2015-09-13,"R8,078.87",R962.19,425,Yes
444027,9091,Anglo - Dedicated,36.000,314,2015-09-13,"R8,078.87",R962.19,425,Yes
444028,9088,Anglo - Dedicated,36.000,314,2015-09-13,"R8,078.87",R962.19,425,Yes
444029,9089,Anglo - Dedicated,36.000,314,2015-09-13,"R8,078.87",R962.19,425,Yes
444030,9090,Anglo - Dedicated,36.000,314,2015-09-13,"R8,078.87",R962.19,425,Yes
444032,9093,Anglo - Dedicated,36.000,314,2015-09-13,"R8,078.87",R962.19,425,Yes
444033,9094,Anglo - Dedicated,36.000,314,2015-09-13,"R8,078.87",R962.19,425,Yes
444034,9096,Anglo - Dedicated,36.000,314,2015-09-13,"R8,078.87",R962.19,425,Yes
444036,9098,Anglo - Dedicated,36.000,314,2015-09-13,"R8,078.87",R962.19,425,Yes
444037,9099,Anglo - Dedicated,36.000,314,2015-09-13,"R8,078.87",R962.19,425,Yes
444038,9100,Anglo - Dedicated,36.000,314,2015-09-13,"R8,078.87",R962.19,425,Yes
444039,9101,Anglo - Dedicated,36.000,314,2015-09-13,"R8,078.87",R962.19,425,Yes
444040,9102,Anglo - Dedicated,36.000,314,2015-09-13,"R8,078.87",R962.19,425,Yes
444041,9103,Anglo - Dedicated,36.000,314,2015-09-13,"R8,078.87",R962.19,425,Yes
444042,9105,Anglo - Dedicated,36.000,314,2015-09-13,"R8,078.87",R962.19,425,Yes
444043,9104,Anglo - Dedicated,36.000,314,2015-09-13,"R8,078.87",R962.19,425,Yes
444044,5417,PPC - Slurry,40.000,303,2015-09-13,R0.00,R0.00,0,Yes
444045,5418,PPC - Slurry,40.000,303,2015-09-13,R0.00,R0.00,0,Yes
444046,5419,PPC - Slurry,40.000,303,2015-09-13,R0.00,R0.00,0,Yes
444047,5420,PPC - Slurry,40.000,303,2015-09-13,R0.00,R0.00,0,Yes
444048,5415,PPC - Slurry,40.000,303,2015-09-13,R0.00,R0.00,0,Yes
444049,5416,PPC - Slurry,40.000,303,2015-09-13,R0.00,R0.00,0,Yes
444050,5428,Idwala,36.000,"",2015-09-13,"R9,465.87","R3,420.89",791,Yes
444051,5430,Idwala,36.000,"",2015-09-13,"R9,465.87","R3,420.89",791,Yes
444052,5427,Idwala,36.000,"",2015-09-13,"R9,465.87","R3,420.89",791,Yes
444053,5436,Idwala,36.000,"",2015-09-13,"R9,465.87","R3,420.89",791,Yes
444054,5435,Tongaat Hulletts,40.000,"",2015-09-13,"R8,351.81","R1,503.33",316,Yes
444055,5429,Tongaat Hulletts,40.000,"",2015-09-13,"R8,351.81","R1,503.33",316,Yes
444056,5433,Tongaat Hulletts,40.000,"",2015-09-13,"R8,351.81","R1,503.33",316,Yes
444057,5431,Tongaat Hulletts,40.000,"",2015-09-13,"R8,351.81","R1,503.33",316,Yes
444058,5432,Tongaat Hulletts,40.000,"",2015-09-13,"R8,351.81","R1,503.33",316,Yes
444059,5434,Tongaat Hulletts,40.000,"",2015-09-13,"R8,351.81","R1,503.33",316,Yes
444060,5437,Tongaat Hulletts,40.000,"",2015-09-13,"R8,351.81","R1,503.33",316,Yes
444061,5438,Tongaat Hulletts,40.000,"",2015-09-13,"R8,351.81","R1,503.33",316,Yes
444062,5439,Tongaat Hulletts,40.000,"",2015-09-13,"R8,351.81","R1,503.33",316,Yes
444063,5440,Tongaat Hulletts,40.000,"",2015-09-13,"R8,351.81","R1,503.33",316,Yes
444064,1386,Tongaat Hulletts,40.000,"",2015-09-13,"R8,351.81","R1,503.33",316,Yes
444065,1392,Tongaat Hulletts,40.000,"",2015-09-13,"R8,351.81","R1,503.33",316,Yes
444066,9145,PPC - Slurry,40.000,303,2015-09-13,R0.00,R0.00,0,Yes
444067,9147,PPC - Slurry,40.000,303,2015-09-13,R0.00,R0.00,0,Yes
