Fleet No.,Refuel Order Number,Odometer,Last Trip Odometer,Variance
T145,409046,2023.00,4753.00,-2730.00
"","","","",""
T145,409585,4823.00,5720.00,-897.00
T144,409589,2523.00,2504.00,19.00
T144,409590,3447.00,2968.00,479.00
"","","","",""
T144,409592,4834.00,4829.00,5.00
"","","","",""
"","","","",""
"","","","",""
"","","","",""
T145,410269,6807.00,6975.00,-168.00
T146,410567,2667.00,2647.00,20.00
T145,410678,7506.00,7500.00,6.00
"","","","",""
"","","","",""
T146,411420,3581.00,3569.00,12.00
T145,411442,8033.00,8291.00,-258.00
"","","","",""
T146,411522,4054.00,4043.00,11.00
"","","","",""
T146,411972,4504.00,4493.00,11.00
T146,412133,4956.00,4943.00,13.00
"","","","",""
"","","","",""
T145,412750,10660.00,10808.00,-148.00
T144,412912,8418.00,8417.00,1.00
"","","","",""
T145,413144,10995.00,10808.00,187.00
"","","","",""
T146,413439,6437.00,6436.00,1.00
"","","","",""
"","","","",""
T145,414062,12556.00,12551.00,5.00
T144,414081,9416.00,9411.00,5.00
"","","","",""
"","","","",""
"","","","",""
T145,414790,13610.00,13605.00,5.00
T146,414899,8535.00,8540.00,-5.00
T144,414913,10334.00,10323.00,11.00
"","","","",""
T144,415533,10825.00,10820.00,5.00
"","","","",""
T146,415761,9491.00,9716.00,-225.00
T145,415970,15066.00,14986.00,80.00
T144,415993,11321.00,11316.00,5.00
"","","","",""
T146,416369,10386.00,10306.00,80.00
T145,416392,15503.00,15423.00,80.00
T144,416397,11835.00,11840.00,-5.00
T146,416516,10830.00,10750.00,80.00
"","","","",""
"","","","",""
"","","","",""
T146,416726,11293.00,11442.00,-149.00
"","","","",""
T144,416974,12885.00,12890.00,-5.00
"","","","",""
"","","","",""
"","","","",""
"","","","",""
"","","","",""
T146,417879,13261.00,12747.00,514.00
"","","","",""
"","","","",""
"","","","",""
T144,418612,14137.00,14128.00,9.00
"","","","",""
"","","","",""
T145,419102,18796.00,19319.00,-523.00
"","","","",""
"","","","",""
"","","","",""
"","","","",""
T145,419569,20372.00,20377.00,-5.00
T146,419576,14863.00,14774.00,89.00
T144,419813,15969.00,15974.00,-5.00
T146,419853,14863.00,15024.00,-161.00
"","","","",""
T145,419995,20707.00,20533.00,174.00
T145,420385,21196.00,20881.00,315.00
"","","","",""
T144,421026,17033.00,17028.00,5.00
"","","","",""
"","","","",""
T144,421748,17561.00,17555.00,6.00
T144,422074,18088.00,18083.00,5.00
T146,422077,16973.00,16271.00,702.00
"","","","",""
T145,422365,22131.00,22138.00,-7.00
T146,422630,16998.00,16686.00,312.00
T145,423612,22645.00,22798.00,-153.00
T146,423870,18301.00,17309.00,992.00
T145,423883,22888.00,22798.00,90.00
"","","","",""
"","","","",""
"","","","",""
T144,425591,20954.00,21339.00,-385.00
"","","","",""
T145,425813,24094.00,24085.00,9.00
T144,426035,21736.00,21882.00,-146.00
T146,426151,18918.00,18908.00,10.00
T144,426458,"",21882.00,-21882.00
