startDate,stopDate,Truck
2015-03-19 00:00:00,2015-03-20 00:00:00,340001
2015-03-19 00:00:00,2015-03-20 00:00:00,340002
2015-03-19 00:00:00,2015-03-20 00:00:00,340003
2015-03-19 00:00:00,2015-03-20 00:00:00,340004
2015-03-19 00:00:00,2015-03-20 00:00:00,340005
2015-03-19 00:00:00,2015-03-20 00:00:00,340006
2015-03-19 00:00:00,2015-03-20 00:00:00,340007
2015-03-19 00:00:00,2015-03-20 00:00:00,340008
2015-03-19 00:00:00,2015-03-20 00:00:00,340009
2015-03-19 00:00:00,2015-03-20 00:00:00,340010
2015-03-19 00:00:00,2015-03-20 00:00:00,340011
2015-03-19 00:00:00,2015-03-20 00:00:00,340012
2015-03-19 00:00:00,2015-03-20 00:00:00,340013
2015-03-19 00:00:00,2015-03-20 00:00:00,340014
2015-03-19 00:00:00,2015-03-20 00:00:00,340015
2015-03-19 00:00:00,2015-03-20 00:00:00,340016
2015-03-19 00:00:00,2015-03-20 00:00:00,340017
2015-03-19 00:00:00,2015-03-20 00:00:00,144006
2015-03-19 00:00:00,2015-03-20 00:00:00,144007
2015-03-19 00:00:00,2015-03-20 00:00:00,340018
2015-03-19 00:00:00,2015-03-20 00:00:00,340019
2015-03-19 00:00:00,2015-03-20 00:00:00,340020
2015-03-19 00:00:00,2015-03-20 00:00:00,340021
2015-03-19 00:00:00,2015-03-20 00:00:00,340022
2015-03-19 00:00:00,2015-03-20 00:00:00,340023
2015-03-19 00:00:00,2015-03-20 00:00:00,340024
2015-03-19 00:00:00,2015-03-20 00:00:00,340025
2015-03-19 00:00:00,2015-03-20 00:00:00,340026
2015-03-19 00:00:00,2015-03-20 00:00:00,340027
2015-03-19 00:00:00,2015-03-20 00:00:00,340028
2015-03-19 00:00:00,2015-03-20 00:00:00,340029
2015-03-19 00:00:00,2015-03-20 00:00:00,340030
2015-03-19 00:00:00,2015-03-20 00:00:00,340031
2015-03-19 00:00:00,2015-03-20 00:00:00,340032
2015-03-19 00:00:00,2015-03-20 00:00:00,340033
2015-03-19 00:00:00,2015-03-20 00:00:00,340034
2015-03-19 00:00:00,2015-03-20 00:00:00,340035
2015-03-19 00:00:00,2015-03-20 00:00:00,340036
2015-03-19 00:00:00,2015-03-20 00:00:00,340037
2015-03-19 00:00:00,2015-03-20 00:00:00,340038
2015-03-19 00:00:00,2015-03-20 00:00:00,340039
2015-03-19 00:00:00,2015-03-20 00:00:00,340040
2015-03-19 00:00:00,2015-03-20 00:00:00,340041
2015-03-19 00:00:00,2015-03-20 00:00:00,340042
2015-03-19 00:00:00,2015-03-20 00:00:00,340043
2015-03-19 00:00:00,2015-03-20 00:00:00,340044
2015-03-19 00:00:00,2015-03-20 00:00:00,647001
2015-03-19 00:00:00,2015-03-20 00:00:00,647002
2015-03-19 00:00:00,2015-03-20 00:00:00,647003
2015-03-19 00:00:00,2015-03-20 00:00:00,647006
2015-03-19 00:00:00,2015-03-20 00:00:00,647007
2015-03-19 00:00:00,2015-03-20 00:00:00,343001
2015-03-19 00:00:00,2015-03-20 00:00:00,343003
2015-03-19 00:00:00,2015-03-20 00:00:00,343013
2015-03-19 00:00:00,2015-03-20 00:00:00,343017
2015-03-19 00:00:00,2015-03-20 00:00:00,343018
2015-03-19 00:00:00,2015-03-20 00:00:00,343020
2015-03-19 00:00:00,2015-03-20 00:00:00,343021
2015-03-19 00:00:00,2015-03-20 00:00:00,343023
2015-03-19 00:00:00,2015-03-20 00:00:00,343024
2015-03-19 00:00:00,2015-03-20 00:00:00,343029
2015-03-19 00:00:00,2015-03-20 00:00:00,343036
2015-03-19 00:00:00,2015-03-20 00:00:00,343037
2015-03-19 00:00:00,2015-03-20 00:00:00,444003
2015-03-19 00:00:00,2015-03-20 00:00:00,444004
2015-03-19 00:00:00,2015-03-20 00:00:00,CPY681L
2015-03-19 00:00:00,2015-03-20 00:00:00,343040
2015-03-19 00:00:00,2015-03-20 00:00:00,343012
2015-03-19 00:00:00,2015-03-20 00:00:00,FXC967MP
2015-03-19 00:00:00,2015-03-20 00:00:00,DLJ619MP
2015-03-19 00:00:00,2015-03-20 00:00:00,FTV878MP
2015-03-19 00:00:00,2015-03-20 00:00:00,HMB802MP
2015-03-19 00:00:00,2015-03-20 00:00:00,CG96ZLGP
2015-03-19 00:00:00,2015-03-20 00:00:00,HHK997MP
2015-03-19 00:00:00,2015-03-20 00:00:00,CJ98ZLGP
2015-03-19 00:00:00,2015-03-20 00:00:00,649001
2015-03-19 00:00:00,2015-03-20 00:00:00,144010
2015-03-19 00:00:00,2015-03-20 00:00:00,D637
2015-03-19 00:00:00,2015-03-20 00:00:00,D638
2015-03-19 00:00:00,2015-03-20 00:00:00,D639
