Truck,FM ID,Primary Fleet,Fleet Tonnages,Function Code,Date,Income,Contribution,Kms,Blackout Status
D25,1299,RE - Rental,40.000,"",2015-08-30,"R2,529.16",R262.81,70,Yes
D26,1296,RE - Rental,40.000,"",2015-08-30,"R2,381.60",R273.36,70,Yes
D27,64,RE - Rental,40.000,"",2015-08-30,"R2,443.16",R273.36,70,Yes
D28,1298,RE - Rental,40.000,"",2015-08-30,"R2,252.63",R176.54,70,Yes
D585,30037,RE - Rental,40.000,"",2015-08-30,"R2,288.42",R287.90,70,Yes
D586,9168,RE - Rental,40.000,"",2015-08-30,"R3,011.49",R475.67,70,No
D587,9171,RE - Rental,40.000,"",2015-08-30,"R3,011.49",R475.67,70,No
D588,9169,RE - Rental,40.000,"",2015-08-30,"R3,183.03",R609.66,70,Yes
D589,9170,RE - Rental,40.000,"",2015-08-30,"R3,267.67",R609.66,70,Yes
D591,9173,RE - Rental,40.000,"",2015-08-30,"R2,872.99",R475.67,70,Yes
D615,30038,RE - Rental,40.000,"",2015-08-30,"R2,357.67",R287.90,70,Yes
