Truck,Date,Income,Contribution,Kms,Blackout Status
444005,2015-03-31,"R9,321.77","R1,110.22",491,Yes
444006,2015-03-31,"R9,321.77","R1,110.22",491,Yes
444010,2015-03-31,"R9,321.77","R1,110.22",491,Yes
444014,2015-03-31,"R9,321.77","R1,110.22",491,Yes
444015,2015-03-31,"R9,321.77","R1,110.22",491,Yes
444017,2015-03-31,"R9,321.77","R1,110.22",491,Yes
444018,2015-03-31,"R9,321.77","R1,110.22",491,Yes
444019,2015-03-31,"R9,321.77","R1,110.22",491,Yes
444020,2015-03-31,"R9,321.77","R1,110.22",491,Yes
444024,2015-03-31,"R9,321.77","R1,110.22",491,Yes
