startDate,stopDate,Truck
2015-03-10 00:00:00,2015-03-11 00:00:00,T023
2015-03-10 00:00:00,2015-03-11 00:00:00,T024
2015-03-10 00:00:00,2015-03-11 00:00:00,T037
2015-03-10 00:00:00,2015-03-11 00:00:00,T038
2015-03-10 00:00:00,2015-03-11 00:00:00,T040
2015-03-10 00:00:00,2015-03-11 00:00:00,T041
2015-03-10 00:00:00,2015-03-11 00:00:00,T042
2015-03-10 00:00:00,2015-03-11 00:00:00,T043
2015-03-10 00:00:00,2015-03-11 00:00:00,T044
2015-03-10 00:00:00,2015-03-11 00:00:00,T045
2015-03-10 00:00:00,2015-03-11 00:00:00,T046
2015-03-10 00:00:00,2015-03-11 00:00:00,T047
2015-03-10 00:00:00,2015-03-11 00:00:00,T048
2015-03-10 00:00:00,2015-03-11 00:00:00,T049
2015-03-10 00:00:00,2015-03-11 00:00:00,T051
2015-03-10 00:00:00,2015-03-11 00:00:00,T052
2015-03-10 00:00:00,2015-03-11 00:00:00,T053
2015-03-10 00:00:00,2015-03-11 00:00:00,T054
2015-03-10 00:00:00,2015-03-11 00:00:00,T055
2015-03-10 00:00:00,2015-03-11 00:00:00,T056
2015-03-10 00:00:00,2015-03-11 00:00:00,T105
2015-03-10 00:00:00,2015-03-11 00:00:00,T002
2015-03-10 00:00:00,2015-03-11 00:00:00,T003
2015-03-10 00:00:00,2015-03-11 00:00:00,T004
2015-03-10 00:00:00,2015-03-11 00:00:00,T109
2015-03-10 00:00:00,2015-03-11 00:00:00,T110
2015-03-10 00:00:00,2015-03-11 00:00:00,T111
2015-03-10 00:00:00,2015-03-11 00:00:00,T112
2015-03-10 00:00:00,2015-03-11 00:00:00,T113
2015-03-10 00:00:00,2015-03-11 00:00:00,T114
2015-03-10 00:00:00,2015-03-11 00:00:00,T115
2015-03-10 00:00:00,2015-03-11 00:00:00,T116
2015-03-10 00:00:00,2015-03-11 00:00:00,T117
2015-03-10 00:00:00,2015-03-11 00:00:00,T118
2015-03-10 00:00:00,2015-03-11 00:00:00,T120
2015-03-10 00:00:00,2015-03-11 00:00:00,T020
2015-03-10 00:00:00,2015-03-11 00:00:00,T021
2015-03-10 00:00:00,2015-03-11 00:00:00,T022
2015-03-10 00:00:00,2015-03-11 00:00:00,T025
2015-03-10 00:00:00,2015-03-11 00:00:00,T039
2015-03-10 00:00:00,2015-03-11 00:00:00,T050
2015-03-10 00:00:00,2015-03-11 00:00:00,T057
2015-03-10 00:00:00,2015-03-11 00:00:00,T009
2015-03-10 00:00:00,2015-03-11 00:00:00,T058
2015-03-10 00:00:00,2015-03-11 00:00:00,T059
2015-03-10 00:00:00,2015-03-11 00:00:00,T060
2015-03-10 00:00:00,2015-03-11 00:00:00,T061
2015-03-10 00:00:00,2015-03-11 00:00:00,T062
2015-03-10 00:00:00,2015-03-11 00:00:00,T063
2015-03-10 00:00:00,2015-03-11 00:00:00,T006
2015-03-10 00:00:00,2015-03-11 00:00:00,T005
2015-03-10 00:00:00,2015-03-11 00:00:00,T008
2015-03-10 00:00:00,2015-03-11 00:00:00,T007
2015-03-10 00:00:00,2015-03-11 00:00:00,64x
2015-03-10 00:00:00,2015-03-11 00:00:00,T064
2015-03-10 00:00:00,2015-03-11 00:00:00,T065
2015-03-10 00:00:00,2015-03-11 00:00:00,T066
2015-03-10 00:00:00,2015-03-11 00:00:00,T067
2015-03-10 00:00:00,2015-03-11 00:00:00,T132
2015-03-10 00:00:00,2015-03-11 00:00:00,T133
2015-03-10 00:00:00,2015-03-11 00:00:00,T122
2015-03-10 00:00:00,2015-03-11 00:00:00,T123
2015-03-10 00:00:00,2015-03-11 00:00:00,T124
2015-03-10 00:00:00,2015-03-11 00:00:00,T125
2015-03-10 00:00:00,2015-03-11 00:00:00,T126
2015-03-10 00:00:00,2015-03-11 00:00:00,T127
2015-03-10 00:00:00,2015-03-11 00:00:00,T134
2015-03-10 00:00:00,2015-03-11 00:00:00,T135
2015-03-10 00:00:00,2015-03-11 00:00:00,T121
2015-03-10 00:00:00,2015-03-11 00:00:00,T128
2015-03-10 00:00:00,2015-03-11 00:00:00,T129
2015-03-10 00:00:00,2015-03-11 00:00:00,T141
2015-03-10 00:00:00,2015-03-11 00:00:00,T142
2015-03-10 00:00:00,2015-03-11 00:00:00,T143
2015-03-10 00:00:00,2015-03-11 00:00:00,T144
2015-03-10 00:00:00,2015-03-11 00:00:00,T145
2015-03-10 00:00:00,2015-03-11 00:00:00,T146
2015-03-10 00:00:00,2015-03-11 00:00:00,T147
2015-03-10 00:00:00,2015-03-11 00:00:00,T148
