Fleet No.,Refuel Order Number,Odometer,Last Trip Odometer,Variance
"","","","",""
"","","","",""
D26,405182,190804.00,190797.00,7.00
D10,405183,126818.00,127071.00,-253.00
"","","","",""
"","","","",""
"","","","",""
"","","","",""
"","","","",""
D01,405190,69233.00,69228.00,5.00
"","","","",""
D20,405192,120593.00,120589.00,4.00
"","","","",""
"","","","",""
"","","","",""
"","","","",""
"","","","",""
"","","","",""
"","","","",""
D10,405623,127302.00,127427.00,-125.00
D18,405624,138408.00,138779.00,-371.00
D19,405626,93971.00,93967.00,4.00
"","","","",""
"","","","",""
"","","","",""
"","","","",""
"","","","",""
D18,406079,138978.00,139309.00,-331.00
"","","","",""
"","","","",""
D25,406082,133183.00,133187.00,-4.00
"","","","",""
"","","","",""
D584,406221,15462.00,15609.00,-147.00
"","","","",""
"","","","",""
D589,406234,23801.00,22138.00,1663.00
"","","","",""
"","","","",""
"","","","",""
"","","","",""
"","","","",""
D11,406575,86194.00,86196.00,-2.00
D12,406577,92305.00,92297.00,8.00
"","","","",""
"","","","",""
"","","","",""
"","","","",""
"","","","",""
"","","","",""
"","","","",""
"","","","",""
D22,407164,141230.00,141347.00,-117.00
"","","","",""
"","","","",""
"","","","",""
"","","","",""
"","","","",""
D16,407621,103508.00,103508.00,0.00
D13,407624,108661.00,108654.00,7.00
"","","","",""
"","","","",""
D585,407702,8060.00,6178.00,1882.00
"","","","",""
"","","","",""
"","","","",""
D14,407708,102308.00,102877.00,-569.00
"","","","",""
D04,407717,50000.00,61548.00,-11548.00
"","","","",""
D22,407726,141280.00,138326.00,2954.00
"","","","",""
D584,407730,15490.00,13953.00,1537.00
D16,407733,104816.00,104816.00,0.00
"","","","",""
"","","","",""
D04,407741,51000.00,62332.00,-11332.00
D06,407743,82783.00,82575.00,208.00
"","","","",""
"","","","",""
D16,407787,105630.00,105245.00,385.00
"","","","",""
"","","","",""
"","","","",""
"","","","",""
"","","","",""
D588,407880,20173.00,20171.00,2.00
"","","","",""
"","","","",""
"","","","",""
"","","","",""
D16,408006,106122.00,106122.00,0.00
"","","","",""
D11,408011,86542.00,86432.00,110.00
"","","","",""
"","","","",""
"","","","",""
"","","","",""
"","","","",""
D15,408017,104188.00,104243.00,-55.00
D05,408018,51353.00,51353.00,0.00
D26,408019,191839.00,191843.00,-4.00
"","","","",""
"","","","",""
"","","","",""
"","","","",""
D19,408026,94466.00,94332.00,134.00
D585,408031,9595.00,9595.00,0.00
"","","","",""
"","","","",""
"","","","",""
"","","","",""
D08,408038,147883.00,147894.00,-11.00
"","","","",""
"","","","",""
"","","","",""
D11,408062,86784.00,86727.00,57.00
"","","","",""
"","","","",""
D18,408071,141415.00,141760.00,-345.00
"","","","",""
"","","","",""
"","","","",""
"","","","",""
D26,408243,192850.00,192849.00,1.00
D07,408320,83344.00,83553.00,-209.00
"","","","",""
"","","","",""
D10,408769,128914.00,129062.00,-148.00
D10,408771,129440.00,129580.00,-140.00
"","","","",""
D27,408773,125990.00,126548.00,-558.00
D19,408782,94984.00,95136.00,-152.00
D19,408791,94984.00,95136.00,-152.00
"","","","",""
"","","","",""
"","","","",""
"","","","",""
D08,408811,148737.00,148480.00,257.00
