Truck,Customer,Subcontractor,Loading ETA,Loading Arrival,Tripleg Income,Total Kms,Loading Started,Expected Total Kms
545222,PPC-Heriotdale F & V,"",2015-08-03 00:45:00,2015-08-03 00:45:00,"2,874.17",13,2015-08-03 00:50:00,0
545222,PPC-Heriotdale F & V,"",2015-08-03 04:45:00,2015-08-03 04:45:00,"2,874.17",14,2015-08-03 04:50:00,0
545223,PPC-Heriotdale F & V,"",2015-08-03 00:45:00,2015-08-03 00:45:00,"2,865.94",93,2015-08-03 00:48:00,139.36
545223,PPC-Heriotdale F & V,"",2015-08-03 04:45:00,2015-08-03 04:45:00,"5,252.96",235,2015-08-03 04:50:00,176.8
545223,PPC-Heriotdale F & V,"",2015-08-03 09:00:00,2015-08-03 09:00:00,"2,613.79",78,2015-08-03 09:05:00,0
545223,PPC-Heriotdale F & V,"",2015-08-03 14:00:00,2015-08-03 14:00:00,"2,428.88",67,2015-08-03 14:05:00,176.8
545226,PPC-Heriotdale F & V,"",2015-08-03 04:45:00,2015-08-03 04:45:00,"4,387.07",200,2015-08-03 04:50:00,240.13
545226,PPC-Heriotdale F & V,"",2015-08-03 09:00:00,2015-08-03 09:00:00,"3,647.43",112,2015-08-03 09:05:00,147
545227,PPC-Heriotdale F & V,"",2015-08-03 00:45:00,2015-08-03 00:45:00,"4,286.21",100,2015-08-03 00:50:00,222
545227,PPC-Heriotdale F & V,"",2015-08-03 04:45:00,2015-08-03 04:45:00,"4,387.07",240.13,(none),240.13
545218,PPC-Heriotdale F & V,"",2015-08-03 09:00:00,2015-08-03 09:00:00,"6,925.05",713,2015-08-03 09:05:00,0
644258,PPC-Heriotdale F & V,"",2015-08-03 00:45:00,2015-08-03 00:45:00,951.22,38,2015-08-03 00:50:00,0
644258,PPC-Heriotdale F & V,"",2015-08-03 03:00:00,2015-08-03 03:00:00,951.22,26,2015-08-03 03:05:00,0
644258,PPC-Heriotdale F & V,"",2015-08-03 05:00:00,2015-08-03 05:00:00,951.22,26,2015-08-03 05:05:00,0
644258,PPC-Heriotdale F & V,"",2015-08-03 07:00:00,2015-08-03 07:00:00,951.22,26,2015-08-03 07:05:00,0
644258,PPC-Heriotdale F & V,"",2015-08-03 09:00:00,2015-08-03 09:00:00,951.22,26,2015-08-03 09:05:00,0
644258,PPC-Heriotdale F & V,"",2015-08-03 11:00:00,2015-08-03 11:00:00,951.22,27,2015-08-03 11:05:00,0
644258,PPC-Heriotdale F & V,"",2015-08-03 13:00:00,2015-08-03 13:00:00,"1,137.03",63,2015-08-03 13:05:00,0
644258,PPC-Heriotdale F & V,"",2015-08-03 15:00:00,2015-08-03 15:00:00,"1,191.68",68,2015-08-03 15:05:00,34.7
644258,PPC-Heriotdale F & V,"",2015-08-03 17:00:00,2015-08-03 17:00:00,"1,388.42",86,2015-08-03 17:05:00,76
644259,PPC-Heriotdale F & V,"",2015-08-03 00:45:00,2015-08-03 00:45:00,"1,614.91",95,2015-08-03 00:50:00,0
644259,PPC-Heriotdale F & V,"",2015-08-03 03:00:00,2015-08-03 03:00:00,"1,593.05",93,2015-08-03 03:05:00,0
644259,PPC-Heriotdale F & V,"",2015-08-03 05:00:00,2015-08-03 05:00:00,"1,571.19",91,2015-08-03 05:05:00,0
644259,PPC-Heriotdale F & V,"",2015-08-03 07:00:00,2015-08-03 07:00:00,"1,603.98",94,2015-08-03 07:05:00,0
644259,PPC-Heriotdale F & V,"",2015-08-03 09:00:00,2015-08-03 09:00:00,"1,363.52",72,2015-08-03 09:05:00,34.7
