startDate,stopDate,Truck
2015-03-10 00:00:00,2015-03-11 00:00:00,DS21
2015-03-10 00:00:00,2015-03-11 00:00:00,DS23
2015-03-10 00:00:00,2015-03-11 00:00:00,DS25
2015-03-10 00:00:00,2015-03-11 00:00:00,DS15
2015-03-10 00:00:00,2015-03-11 00:00:00,DS16
2015-03-10 00:00:00,2015-03-11 00:00:00,DS43
2015-03-10 00:00:00,2015-03-11 00:00:00,DS44
2015-03-10 00:00:00,2015-03-11 00:00:00,DS45
2015-03-10 00:00:00,2015-03-11 00:00:00,DS67
2015-03-10 00:00:00,2015-03-11 00:00:00,DS68
2015-03-10 00:00:00,2015-03-11 00:00:00,DS70
2015-03-10 00:00:00,2015-03-11 00:00:00,DS71
2015-03-10 00:00:00,2015-03-11 00:00:00,DS72
2015-03-10 00:00:00,2015-03-11 00:00:00,DS73
2015-03-10 00:00:00,2015-03-11 00:00:00,DS78
2015-03-10 00:00:00,2015-03-11 00:00:00,DS55
2015-03-10 00:00:00,2015-03-11 00:00:00,538255
2015-03-10 00:00:00,2015-03-11 00:00:00,DS39
2015-03-10 00:00:00,2015-03-11 00:00:00,DS66
2015-03-10 00:00:00,2015-03-11 00:00:00,DS12
2015-03-10 00:00:00,2015-03-11 00:00:00,DS13
2015-03-10 00:00:00,2015-03-11 00:00:00,DS14
2015-03-10 00:00:00,2015-03-11 00:00:00,DS75
2015-03-10 00:00:00,2015-03-11 00:00:00,DS41
2015-03-10 00:00:00,2015-03-11 00:00:00,343053
2015-03-10 00:00:00,2015-03-11 00:00:00,DS08
2015-03-10 00:00:00,2015-03-11 00:00:00,DS579
2015-03-10 00:00:00,2015-03-11 00:00:00,DS77
2015-03-10 00:00:00,2015-03-11 00:00:00,538253
2015-03-10 00:00:00,2015-03-11 00:00:00,538254
2015-03-10 00:00:00,2015-03-11 00:00:00,538256
