Truck,Customer,Subcontractor,Loading ETA,Loading Arrival,Tripleg Income,Total Kms,Loading Started,Expected Total Kms
E82,NCP Chlorochem - Chlorine,"",2015-08-03 06:00:00,(none),"4,576.49",100,(none),100
E84,NCP Chlorochem - Chlorine,"",2015-08-03 06:00:00,2015-08-03 09:50:00,"6,306.43",143,2015-08-03 10:25:00,200
E84,NCP Chlorochem - Chlorine,"",2015-08-04 00:00:00,(none),"6,306.43",200,(none),200
E86,NCP Chlorochem - Chlorine,"",2015-08-03 02:00:00,(none),"25,681.67",2400,(none),2400
E87,NCP Chlorochem - Chlorine,"",2015-08-03 12:00:00,2015-08-03 11:50:00,"10,450.92",294,2015-08-03 13:45:00,601
E88,NCP Chlorochem - Chlorine,"",2015-08-03 06:00:00,2015-08-03 08:50:00,"4,109.18",131,2015-08-03 09:35:00,200
TS1,NCP Chlorochem - Chlorine,Tanker Services,2015-08-03 08:00:00,(none),"23,704.79",2300,(none),2300
TS2,NCP Chlorochem - Chlorine,Tanker Services,2015-08-03 06:00:00,(none),"7,231.93",600,(none),600
TS2,NCP Chlorochem - Chlorine,Tanker Services,2015-08-03 00:00:00,(none),"8,940.95",800,(none),800
E92,NCP Chlorochem - Chlorine,"",2015-08-03 06:00:00,(none),"6,377.42",500,(none),500
E92,NCP Chlorochem - Chlorine,"",2015-08-03 13:00:00,(none),"22,613.05",2400,(none),2400
E34,NCP Chlorchem F&V,"",2015-08-03 06:00:00,2015-08-03 06:00:00,"2,053.94",192,2015-08-03 07:00:00,0
E34,NCP Chlorchem F&V,"",2015-08-03 14:00:00,2015-08-03 14:20:00,"1,966.16",90,2015-08-03 15:20:00,0
E35,NCP Chlorchem F&V,"",2015-08-03 07:00:00,2015-08-03 06:30:00,"1,662.92",101,2015-08-03 07:30:00,0
E35,NCP Chlorchem F&V,"",2015-08-03 13:00:00,2015-08-03 11:40:00,"1,662.92",102,2015-08-03 11:50:00,0
E35,NCP Chlorchem F&V,"",2015-08-03 16:00:00,2015-08-03 16:30:00,"1,654.94",51,2015-08-03 16:40:00,0
E96,NCP Chlorochem - Chlorine,"",2015-08-03 06:00:00,(none),"4,109.18",200,(none),200
E97,NCP Chlorochem - Chlorine,"",2015-08-03 02:00:00,(none),"4,668.41",300,(none),300
E97,NCP Chlorochem - Chlorine,"",2015-08-03 12:00:00,2015-08-03 11:45:00,"5,522.92",282,2015-08-03 12:30:00,400
E97,NCP Chlorochem - Chlorine,"",2015-08-03 18:00:00,(none),"4,109.18",200,(none),200
E147,NCP Chlorochem - Chlorine,"",2015-08-03 06:00:00,(none),"10,605.55",800,(none),800
E147,NCP Chlorochem - Chlorine,"",2015-08-04 00:00:00,(none),"25,681.67",2400,(none),2400
E148,NCP Chlorochem - Chlorine,"",2015-08-03 02:00:00,(none),"25,681.67",2400,(none),2400
