Truck,FM ID,Primary Fleet,Function Code,Date,Income,Contribution,Kms,Blackout Status
107,1202,LWT Fleet,002,2015-08-01,"R7,541.75",R758.95,473,No
111,1218,LWT Fleet,002,2015-08-01,"R9,724.50","R2,223.85",540,No
119,1188,Freight - Volumax Fleet,005,2015-08-01,"R7,541.75",R758.95,473,Yes
12,30045,LWT Fleet,002,2015-08-01,"R9,724.50","R2,223.85",540,No
120,1189,Africa - Copperbelt Fleet,010,2015-08-01,"R8,629.71",R983.78,373,No
121,1190,Africa - Copperbelt Fleet,010,2015-08-01,"R8,629.71",R983.78,373,No
122,1195,Freight - Volumax Fleet,005,2015-08-01,"R6,989.60",R721.45,444,No
123,1194,Freight - Volumax Fleet,005,2015-08-01,"R6,989.60",R721.45,444,No
124,1203,Freight - Volumax Fleet,005,2015-08-01,"R6,989.60",R721.45,444,No
125,1216,Africa - General Freight,019,2015-08-01,"R8,627.20",R803.72,374,No
126,1219,Africa - General Freight,019,2015-08-01,"R8,627.20",R803.72,374,No
127,5564,Freight - Volumax Fleet,005,2015-08-01,"R6,989.60",R721.45,444,Yes
128,1231,LWT Fleet,002,2015-08-01,"R7,541.75",R758.95,473,No
129,1228,Ashton Fleet,004,2015-08-01,"R7,236.92","R1,618.24",385,No
13,30030,Africa - Copperbelt Fleet,010,2015-08-01,"R8,629.71",R983.78,373,No
131,1229,LWT Fleet,002,2015-08-01,"R9,724.50","R2,223.85",540,Yes
132,1227,LWT Fleet,002,2015-08-01,"R9,724.50","R2,223.85",540,Yes
133,1225,Ashton Fleet,004,2015-08-01,"R7,236.92","R1,618.24",385,Yes
134,1226,Ashton Fleet,004,2015-08-01,"R7,236.92","R1,618.24",385,Yes
135,1234,Africa - General Freight,019,2015-08-01,"R8,627.20",R803.72,374,No
136,1232,Africa - General Freight,019,2015-08-01,"R8,627.20",R803.72,374,No
138,1139,Freight - Volumax Fleet,005,2015-08-01,R0.01,R0.01,0,No
144,1172,LWT Fleet,002,2015-08-01,"R6,989.60",R721.45,444,Yes
147,30084,LWT Fleet,002,2015-08-01,"R9,724.50","R2,223.85",540,No
148,30086,Africa - Copperbelt Fleet,010,2015-08-01,"R8,629.71",R983.78,373,No
149,30087,Africa - Copperbelt Fleet,010,2015-08-01,"R8,629.71",R983.78,373,No
150,30092,LWT Fleet,002,2015-08-01,"R9,724.50","R2,223.85",540,Yes
151,3088,LWT Fleet,002,2015-08-01,"R6,989.60",R721.45,444,No
152,30089,LWT Fleet,002,2015-08-01,"R9,724.50","R2,223.85",540,No
153,30117,LWT Fleet,002,2015-08-01,"R9,724.50","R2,223.85",540,No
154,30116,LD,001,2015-08-01,"R7,541.75",R758.95,473,No
155,30118,LWT Fleet,002,2015-08-01,"R9,724.50","R2,223.85",540,Yes
157,30119,LWT Fleet,002,2015-08-01,"R9,724.50","R2,223.85",540,Yes
158,30120,LWT Fleet,002,2015-08-01,"R9,724.50","R2,223.85",540,No
159,30121,LWT Fleet,002,2015-08-01,"R9,724.50","R2,223.85",540,No
160,30123,LWT Fleet,002,2015-08-01,"R9,724.50","R2,223.85",540,No
161,30122,LWT Fleet,002,2015-08-01,"R9,724.50","R2,223.85",540,Yes
162,30124,LD,001,2015-08-01,"R7,236.92","R1,618.24",385,Yes
163,9055a,Africa - Copperbelt Fleet,010,2015-08-01,"R8,629.71",R983.78,373,No
164,9052a,Africa - Copperbelt Fleet,010,2015-08-01,"R8,629.71",R983.78,373,No
165,9050,Africa - General Freight,019,2015-08-01,"R8,627.20",R803.72,374,No
166,9056x,Africa - Copperbelt Fleet,010,2015-08-01,"R8,629.71",R983.78,373,No
167,9053x,Africa - Copperbelt Fleet,010,2015-08-01,"R8,629.71",R983.78,373,Yes
168,"",Freight - Volumax Fleet,005,2015-08-01,"R6,989.60",R721.45,444,No
244,1233,Ashton Fleet,004,2015-08-01,"R7,236.92","R1,618.24",385,No
245,1235,LWT Fleet,002,2015-08-01,"R7,541.75",R758.95,473,No
246,1178,LD,001,2015-08-01,R0.01,R0.01,0,Yes
247,1179,LD,001,2015-08-01,R0.01,R0.01,0,Yes
248,1186,LD,001,2015-08-01,"R7,541.75",R758.95,473,No
261,1211,LD,001,2015-08-01,"R7,541.75",R758.95,473,Yes
262,1217,LD,001,2015-08-01,"R7,541.75",R758.95,473,Yes
263,1213,LD,001,2015-08-01,"R7,541.75",R758.95,473,No
264,1212,LD,001,2015-08-01,"R7,541.75",R758.95,473,No
265,1215,LD,001,2015-08-01,"R7,541.75",R758.95,473,Yes
266,1214,Freight - Volumax Fleet,005,2015-08-01,"R6,989.60",R721.45,444,No
267,1221,LWT Fleet,002,2015-08-01,"R6,989.60",R721.45,444,No
268,1223,LD,001,2015-08-01,"R7,541.75",R758.95,473,No
269,1222,Africa - Copperbelt Fleet,010,2015-08-01,"R8,629.71",R983.78,373,No
270,1220,Africa - Copperbelt Fleet,010,2015-08-01,"R8,629.71",R983.78,373,No
298,1341,Africa - Copperbelt Fleet,010,2015-08-01,"R8,629.71",R983.78,373,No
299,1340,LWT Fleet,002,2015-08-01,"R9,724.50","R2,223.85",540,Yes
300,1357,Africa - Copperbelt Fleet,010,2015-08-01,"R8,629.71",R983.78,373,No
301,1342,Africa - Copperbelt Fleet,010,2015-08-01,"R8,629.71",R983.78,373,No
302,1355,Africa - Copperbelt Fleet,010,2015-08-01,"R8,629.71",R983.78,373,No
303,1354,LWT Fleet,002,2015-08-01,"R9,724.50","R2,223.85",540,Yes
304,1352,LWT Fleet,002,2015-08-01,"R9,724.50","R2,223.85",540,No
305,1339,Africa - Copperbelt Fleet,010,2015-08-01,"R8,629.71",R983.78,373,No
306,1350,Africa - Copperbelt Fleet,010,2015-08-01,"R8,629.71",R983.78,373,No
307,1348,Africa - Copperbelt Fleet,010,2015-08-01,"R8,629.71",R983.78,373,No
308,1345,Africa - Copperbelt Fleet,010,2015-08-01,"R8,629.71",R983.78,373,No
309,1346,Africa - Copperbelt Fleet,010,2015-08-01,"R8,629.71",R983.78,373,No
310,1347,Africa - Copperbelt Fleet,010,2015-08-01,"R8,629.71",R983.78,373,No
311,1349,Africa - Copperbelt Fleet,010,2015-08-01,"R8,629.71",R983.78,373,No
312,1351,Africa - Copperbelt Fleet,010,2015-08-01,"R8,629.71",R983.78,373,No
313,1353,Africa - General Freight,019,2015-08-01,"R8,627.20",R803.72,374,Yes
314,1356,Africa - General Freight,019,2015-08-01,"R8,627.20",R803.72,374,No
315,1358,Africa - General Freight,019,2015-08-01,"R8,627.20",R803.72,374,No
317,1369,Africa - General Freight,019,2015-08-01,"R8,627.20",R803.72,374,No
318,1367,Africa - General Freight,019,2015-08-01,"R8,627.20",R803.72,374,No
319,1374,Africa - General Freight,019,2015-08-01,"R8,627.20",R803.72,374,Yes
320,13701,Africa - General Freight,019,2015-08-01,"R8,627.20",R803.72,374,No
321,1371,Africa - General Freight,019,2015-08-01,"R8,627.20",R803.72,374,No
322,1373,Africa - General Freight,019,2015-08-01,"R8,627.20",R803.72,374,No
323,1372,Africa - Copperbelt Fleet,010,2015-08-01,"R8,629.71",R983.78,373,No
324,1388,Africa - General Freight,019,2015-08-01,"R8,627.20",R803.72,374,No
325,1384,Africa - General Freight,019,2015-08-01,"R8,627.20",R803.72,374,No
326,1389,Africa - General Freight,019,2015-08-01,"R8,627.20",R803.72,374,No
327,1390,Africa - General Freight,019,2015-08-01,"R8,627.20",R803.72,374,Yes
328,5566,Freight - Volumax Fleet,005,2015-08-01,"R6,989.60",R721.45,444,No
329,"",LD,001,2015-08-01,"R7,541.75",R758.95,473,No
330,5571,LD,001,2015-08-01,"R7,541.75",R758.95,473,No
331,5572,LD,001,2015-08-01,"R7,236.92","R1,618.24",385,Yes
