Truck,FM ID,Primary Fleet,Fleet Tonnages,Function Code,Date,Income,Contribution,Kms,Blackout Status
343090,5079,PPC - Kraaifontein,40.000,309,2015-10-13,"R10,982.96","R2,128.24",528,Yes
343091,1375,PPC - Kraaifontein,40.000,309,2015-10-13,"R10,982.96","R2,128.24",528,Yes
343092,1376,PPC - Kraaifontein,40.000,309,2015-10-13,"R10,982.96","R2,128.24",528,Yes
444080,9166,PPC - Kraaifontein,40.000,309,2015-10-13,"R10,982.96","R2,128.24",528,Yes
444081,9167,PPC - Kraaifontein,40.000,309,2015-10-13,"R10,982.96","R2,128.24",528,Yes
D560,9715,PPC - Kraaifontein,40.000,309,2015-10-13,"R10,982.96","R2,128.24",528,Yes
D561,9729,PPC - Kraaifontein,40.000,309,2015-10-13,"R10,982.96","R2,128.24",528,Yes
D562,9736,PPC - Kraaifontein,40.000,309,2015-10-13,"R10,982.96","R2,128.24",528,Yes
D563,9714,PPC - Kraaifontein,40.000,309,2015-10-13,"R10,982.96","R2,128.24",528,Yes
D565,9732,PPC - Kraaifontein,40.000,309,2015-10-13,"R10,982.96","R2,128.24",528,Yes
D566,9731,PPC - Kraaifontein,40.000,309,2015-10-13,"R10,982.96","R2,128.24",528,Yes
D567,9735,PPC - Kraaifontein,40.000,309,2015-10-13,"R10,982.96","R2,128.24",528,Yes
D568,9737,PPC - Kraaifontein,40.000,309,2015-10-13,"R10,982.96","R2,128.24",528,Yes
Z06,"",PPC - Kraaifontein,40.000,309,2015-10-13,R0.01,R0.01,0,Yes
Z08A,5080,PPC - Kraaifontein,40.000,309,2015-10-13,"R10,481.50","R2,031.07",478,Yes
Z08B,5081,PPC - Kraaifontein,40.000,309,2015-10-13,"R10,481.50","R2,031.07",478,Yes
Z09A,5082,PPC - Kraaifontein,40.000,309,2015-10-13,"R10,481.50","R2,031.07",478,Yes
Z09B,"",PPC - Kraaifontein,40.000,309,2015-10-13,"R10,481.50","R2,031.07",478,Yes
Z11A,5084,PPC - Kraaifontein,40.000,309,2015-10-13,"R10,481.50","R2,031.07",478,Yes
Z11B,5085,PPC - Kraaifontein,40.000,309,2015-10-13,"R10,481.50","R2,031.07",478,Yes
Z13A,5086,PPC - Kraaifontein,40.000,309,2015-10-13,"R10,481.50","R2,031.07",478,Yes
Z32,"",PPC - Kraaifontein,40.000,309,2015-10-13,"R10,481.50","R2,031.07",478,Yes
Z34,5088,PPC - Kraaifontein,40.000,309,2015-10-13,"R10,481.50","R2,031.07",478,Yes
Z35,5089,PPC - Kraaifontein,40.000,309,2015-10-13,"R10,481.50","R2,031.07",478,Yes
Z36,5090,PPC - Kraaifontein,40.000,309,2015-10-13,"R10,481.50","R2,031.07",478,Yes
