Truck,FM ID,Primary Fleet,Function Code,Date,Income,Contribution,Kms,Blackout Status
T128,2052,T24 - Highflats,"",2015-08-05,"R9,492.04","R1,708.57",425,Yes
T129,2051,T24 - Highflats,"",2015-08-05,"R9,492.04","R1,708.57",425,Yes
T130,2053,T24 - Highflats,"",2015-08-05,"R9,492.04","R1,708.57",425,Yes
T131,2050,T24 - Highflats,"",2015-08-05,"R9,492.04","R1,708.57",425,Yes
T132,1027,T24 - Highflats,"",2015-08-05,"R9,492.04","R1,708.57",425,Yes
T133,1028,T24 - Highflats,"",2015-08-05,"R9,492.04","R1,708.57",425,Yes
T136,2059,T24 - Highflats,"",2015-08-05,"R9,492.04","R1,708.57",425,Yes
T137,2056,T24 - Highflats,"",2015-08-05,"R9,492.04","R1,708.57",425,Yes
T138,2057,T24 - Highflats,"",2015-08-05,"R9,492.04","R1,708.57",425,Yes
T140,2060,T24 - Highflats,"",2015-08-05,"R9,492.04","R1,708.57",425,Yes
